words,labels
"['bamboo', 'and', 'steel', 'with', 'their', 'tensile', 'strength', 'are', 'much', 'better', 'suited', 'to', 'this', 'and', 'cheaper', 'to', 'construct', 'buildings', 'that', 'will', 'withstand', 'these', 'challenges', 'than', 'bricks', 'and', 'concrete']","['1', '0', '1', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '3', '0', '3', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1']"
"['although', 'bamboo', 'is', 'a', 'lightweight', 'material', 'once', 'cured', 'it', 'can', 'be', 'stronger', 'than', 'some', 'forms', 'of', 'steel', 'and', 'is', 'known', 'to', 'have', 'greater', 'compression', 'strength', 'than', 'concrete']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '3', '3', '4', '0', '1']"
"['bamboo', 'is', 'extremely', 'flexible', 'it', 's', 'water', 'resistant', 'and', 'it', 's', 'actually', 'considered', 'to', 'be', 'stronger', 'than', 'steel', 'and', 'is', 'able', 'to', 'withstand', 'compression', 'better', 'than', 'concrete']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '0', '3', '3', '3', '0', '1']"
"['concrete', 'is', 'heavier', 'than', 'steel', 'but', 'steel', 'is', 'much', 'stronger']","['1', '0', '3', '0', '1', '0', '1', '0', '0', '3']"
"['in', 'a', 'seaway', 'rolling', 'of', 'a', 'concrete', 'ship', 'was', 'slower', 'and', 'more', 'ponderous', 'than', 'that', 'of', 'a', 'steel', 'ship', 'of', 'comparable', 'dimensions', 'a', 'reflection', 'of', 'the', 'larger', 'moment', 'of', 'inertia', 'produced', 'on', 'the', 'longitudinal', 'axis', 'from', 'the', 'concrete', 'mass', 'even', 'when', 'loaded', 'with', 'cargo']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '3', '4', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '4', '4', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']"
"['steel', 'stiffness', 'is', 'about', 'six', 'times', 'larger', 'than', 'concrete', 'or', 'gfrp']","['1', '3', '0', '0', '0', '0', '3', '0', '1', '0', '0']"
"['steel', 'is', 'about', 'eight', 'times', 'stiffer', 'than', 'concrete', 'meaning', 'its', 'modulus', 'of', 'elasticity', 'is', 'eight', 'times', 'larger', 'than', 'concrete']","['1', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '0', '3', '0', '0', '0', '3', '0', '1']"
"['this', 'is', 'possible', 'because', 'the', 'speed', 'of', 'sound', 'in', 'the', 'steel', 'cable', 'is', 'faster', 'than', 'the', 'speed', 'of', 'sound', 'in', 'concrete']","['0', '0', '0', '0', '0', '3', '4', '4', '0', '0', '1', '0', '0', '3', '0', '0', '3', '4', '4', '0', '1']"
"['i', 'prefer', 'hardibacker', 'a', 'proprietary', 'cement', 'gypsum', 'product', 'that', 's', 'lighter', 'and', 'easier', 'to', 'cut', 'than', 'trad', 'l', 'concrete', 'boards']","['0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '3', '0', '3', '0', '3', '0', '0', '0', '1', '0']"
"['shotcrete', 'with', 'its', 'high', 'cement', 'factor', 'and', 'low', 'water', 'to', 'cement', 'ratio', 'has', 'greater', 'corrosion', 'inhibition', 'impermeability', 'and', 'strength', 'than', 'conventional', 'concrete']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '4', '3', '0', '3', '0', '0', '1']"
"['but', 'italcementi', 'group', 'said', 'our', 'transparent', 'cement', 'is', 'much', 'superior', 'to', 'the', 'transparent', 'concrete', 'in', 'terms', 'of', 'cost', 'and', 'strength']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '0', '0', '1', '0', '0', '0', '3', '0', '3']"
"['the', 'dried', 'material', 'is', 'useful', 'in', 'many', 'applications', 'where', 'cement', 'is', 'used', 'and', 'has', 'fireproofing', 'and', 'strength', 'characteristics', 'superior', 'to', 'ordinary', 'concrete']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '3', '0', '3', '0', '0', '1']"
"['also', 'some', 'other', 'hemp', 'products', 'are', 'cement', 'like', 'blocks', 'that', 'are', 'stronger', 'and', 'lighter', 'than', 'concrete']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '3', '0', '1']"
"['hypertufa', 'is', 'a', 'cement', 'like', 'material', 'that', 'is', 'much', 'lighter', 'in', 'weight', 'than', 'regular', 'concrete', 'made', 'using', 'portland', 'cement', 'perlite', 'and', 'peat', 'moss']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']"
"['make', 'up', 'over', 'half', 'the', 'volume', 'and', 'sand', 'cement', 'is', 'much', 'easier', 'to', 'mix', 'by', 'hand', 'than', 'concrete']","['0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '3', '0', '3', '4', '4', '0', '1']"
"['in', 'addition', 'geopolymer', 'concrete', 'is', 'inherently', 'lighter', 'than', 'portland', 'cement', 'which', 'makes', 'the', 'resulting', 'panels', 'easier', 'to', 'handle']","['0', '0', '0', '1', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '3', '0', '3']"
"['methods', 'to', 'increase', 'the', 'density', 'of', 'concrete', 'and', 'thereby', 'reduce', 'it', 's', 'permeability', 'are', 'achieved', 'by', '1', 'reducing', 'the', 'water', 'in', 'the', 'original', 'mix', 'utilize', 'super', 'plasticizers', '2', 'increasing', 'the', 'fines', 'in', 'the', 'original', 'mix', 'silica', 'fume', 'particles', 'are', '100', 'times', 'finer', 'than', 'cement', 'particles', '3', 'practicing', 'approved', 'curing', 'methods', '4', 'proper', 'placement', 'and', 'compaction', 'of', 'the', 'wet', 'concrete', '5', 'employing', 'specialty', 'waterproof', 'densifying', 'admixes']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['in', 'addition', 'concrete', 'with', 'fly', 'ash', 'costs', 'less', 'because', 'fly', 'ash', 'is', 'typically', 'cheaper', 'than', 'cement']","['0', '0', '0', '0', '1', '2', '3', '4', '0', '1', '2', '0', '0', '3', '0', '1']"
"['buying', 'the', 'raw', 'materials', 'gravel', 'portland', 'cement', 'and', 'sand', 'is', 'considerably', 'cheaper', 'than', 'buying', 'pre', 'mixed', 'concrete', 'patching']","['0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0', '3', '0', '0', '0', '0', '1', '0']"
"['the', 'bulk', 'cost', 'of', 'chemicals', 'needed', 'to', 'manufacture', 'geopolymer', 'concrete', 'is', 'cheaper', 'than', 'those', 'required', 'in', 'forming', 'portland', 'cement']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '3', '0', '0', '0', '0', '0', '0', '1']"
"['although', 'carvable', 'cement', 'often', 'called', 'ferrocement', 'weathers', 'faster', 'than', 'typical', 'concrete', 'it', 'will', 'still', 'last', 'for', 'many', 'years']","['0', '0', '1', '0', '0', '0', '3', '4', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']"
"['not', 'only', 'is', 'installation', 'simpler', 'concrete', 'patios', 'are', 'also', 'easier', 'to', 'maintain', 'than', 'natural', 'stone', 'since', 'you', 'don', 't', 'have', 'to', 'worry', 'about', 'weeds', 'sprouting', 'up', 'between', 'joints', 'or', 'about', 'pieces', 'becoming', 'loose', 'or', 'cracked']","['0', '0', '0', '3', '3', '1', '0', '0', '0', '3', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['because', 'the', 'concrete', 'was', 'harder', 'than', 'the', 'limestone', 'water', 'seeped', 'through', 'the', 'stone', 'instead', 'of', 'the', 'mortar', 'joints']","['0', '0', '1', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['snow', 'removal', 'from', 'concrete', 'is', 'easier', 'than', 'from', 'mulch', 'or', 'stone']","['3', '4', '0', '1', '0', '3', '0', '0', '1', '0', '1']"
"['a', 'concrete', 'slab', 'is', 'an', 'easier', 'work', 'surface', 'than', 'gravel', 'crushed', 'stone']","['0', '1', '0', '0', '0', '3', '3', '4', '0', '1', '0', '1']"
"['building', 'with', 'uniformly', 'sized', 'concrete', 'block', 'makes', 'the', 'addition', 'of', 'vertical', 'pieces', 'much', 'easier', 'than', 'working', 'with', 'stone', 'poured', 'concrete', 'or', 'other', 'materials']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '1', '0', '1', '0', '0', '0']"
"['concrete', 'is', 'very', 'affordable', 'too', 'around', 'one', 'fifth', 'less', 'than', 'natural', 'stone', 'salt', 'stains', 'moss', 'and', 'weeds', 'and', 'on', 'top', 'of', 'that', 'they', 're', 'expensive', 'to', 'lay']","['1', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['the', 'reason', 'for', 'the', 'low', 'price', 'is', 'that', 'concrete', 'is', 'much', 'faster', 'to', 'install', 'than', 'say', 'natural', 'stone', 'pavers']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '3', '0', '0', '0', '1', '0']"
"['pool', 'decks', 'made', 'of', 'concrete', 'can', 'often', 'be', 'installed', 'faster', 'and', 'at', 'a', 'lower', 'cost', 'than', 'comparable', 'materials', 'such', 'as', 'natural', 'stone', 'brick', 'or', 'tile']","['0', '0', '0', '0', '1', '0', '0', '0', '3', '4', '0', '0', '0', '3', '3', '0', '0', '0', '0', '0', '0', '1', '1', '0', '1']"
"['calgary', 'ab', 'sbwire', '05', '05', '2014', 'although', 'stamped', 'concrete', 'is', 'often', 'faster', 'and', 'more', 'convenient', 'to', 'install', 'than', 'brick', 'or', 'stone', 'it', 's', 'still', 'a', 'complicated', 'process', 'requiring', 'the', 'right', 'tools', 'materials', 'expertise', 'and', 'jobsite', 'conditions', 'to', 'ensure', 'a', 'successful', 'outcome']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '3', '4', '0', '3', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['finished', 'hypertufa', 'pieces', 'are', 'heavy', 'as', 'stone', 'but', 'not', 'as', 'heavy', 'as', 'concrete']","['0', '1', '0', '0', '3', '4', '1', '0', '3', '4', '4', '4', '1']"
"['cast', 'stone', 'can', 'be', 'stronger', 'than', 'precast', 'concrete', 'and', 'is', 'easily', 'cast', 'to', 'produce', 'identical', 'pieces']","['0', '1', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']"
"['while', 'the', 'initial', 'price', 'of', 'stamped', 'concrete', 'exceeds', 'that', 'for', 'asphalt', 'of', 'plain', 'concrete', 'it', 'is', 'much', 'more', 'competitive', 'than', 'installing', 'natural', 'stone', 'brick', 'or', 'precast', 'pavers']","['0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '4', '0', '0', '0', '1', '1', '0', '0', '0']"
"['most', 'concrete', 'pavers', 'have', 'flat', 'bottoms', 'and', 'come', 'in', 'identical', 'sizes', 'meaning', 'that', 'they', 'are', 'easier', 'to', 'install', 'than', 'natural', 'stone']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '3', '0', '0', '1']"
"['natural', 'stone', 'trucked', 'from', 'hundreds', 'of', 'miles', 'away', 'may', 'be', 'no', 'better', 'for', 'the', 'environment', 'than', 'a', 'concrete', 'block', 'manufactured', 'just', 'down', 'the', 'road']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '4', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0']"
"['durable', 'tumbled', 'stone', 'is', 'stronger', 'and', 'more', 'durable', 'than', 'concrete', 'pavers', 'or', 'chiseled', 'natural', 'stone']","['0', '0', '1', '0', '3', '0', '3', '4', '0', '1', '0', '0', '0', '0', '1']"
"['durable', 'natural', 'stone', 'is', 'stronger', 'and', 'more', 'durable', 'than', 'concrete', 'pavers']","['0', '0', '1', '0', '3', '0', '3', '4', '0', '1', '0']"
"['bricks', 'bricks', 'advantages', 'over', 'stone', 'bricks', 'have', 'greater', 'fire', 'resistance', 'than', 'stone', 'or', 'concrete', 'masonry', 'its', 'size', 'enables', 'easy', 'handling', 'and', 'placement', 'in', 'walls', 'it', 'can', 'be', 'easily', 'adapted', 'to', 'small', 'scale', 'and', 'large', 'scale', 'structures', 'to', 'give', 'pleasing', 'appearance', 'and', 'texture']","['1', '2', '0', '0', '1', '1', '0', '3', '3', '4', '0', '1', '0', '1', '0', '0', '3', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['concrete', 'makes', 'possible', 'more', 'construction', 'on', 'a', 'greater', 'scale', 'than', 'would', 'have', 'been', 'possible', 'with', 'stone', 'brick', 'or', 'lime']","['1', '0', '0', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '1']"
"['hone', 'faced', 'flagstone', 'has', 'a', 'much', 'smoother', 'appearance', 'but', 'is', 'still', 'a', 'bit', 'rougher', 'than', 'concrete']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '1']"
"['diamond', 'ground', 'portland', 'cement', 'concrete', 'can', 'be', 'smoother', 'than', 'stone', 'matrix', 'asphalt', 'sma', 'as', 'was', 'demonstrated', 'by', 'high', 'speed', 'profile', 'testing', 'of', 'adjacent', 'sections', 'on', 'i', '290', 'the', 'eisenhower', 'expressway', 'a', 'k', 'a', 'the', 'ike', 'on', 'chicago', 's', 'west', 'side']","['0', '0', '0', '0', '1', '0', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['it', 'is', 'the', 'minimum', 'distance', 'between', 'your', 'antique', 'fireplace', 'andirons', 'and', 'all', 'homes', 'or', 'other', 'structures', 'must', 'be', 'observed', 'most', 'cities', 'will', 'also', 'need', 'to', 'obtain', 'a', 'building', 'before', 'construction', 'they', 'need', 'and', 'want', 'attractive', 'routes', 'to', 'the', 'main', 'living', 'and', 'play', 'areas', 'this', 'can', 'be', 'permanent', 'or', 'movable', 'brick', 'and', 'stone', 'give', 'a', 'homely', 'more', 'natural', 'appearance', 'than', 'concrete', 'but', 'might', 'be', 'smoother', 'safer']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '3', '4', '3', '0', '1', '0', '0', '0', '0', '0']"
"['stepping', 'stone', 'construction', 'lighter', 'than', 'concrete', 'and', 'will', 'not', 'crack', 'over', 'time']","['0', '1', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0']"
"['hypertufa', 'is', 'a', 'simulated', 'stone', 'container', 'that', 'is', 'durable', 'in', 'all', 'weather', 'conditions', 'but', 'lighter', 'weight', 'than', 'solid', 'stone', 'or', 'concrete']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '4', '0', '0', '1', '0', '1']"
"['crafted', 'from', 'durable', 'and', 'weather', 'resistant', 'fiberstone', 'a', 'blend', 'of', 'sand', 'stone', 'and', 'fiberglass', 'that', 'is', 'lighter', 'and', 'less', 'fragile', 'than', 'concrete']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '3', '4', '0', '1']"
"['concrete', 'commonly', 'contains', 'brown', 'quartz', 'sand', 'grains', 'that', 'give', 'it', 'a', 'rougher', 'finish', 'than', 'cut', 'carthage', 'stone']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0', '0', '0', '1']"
"['the', 'stone', 'is', 'very', 'comfortable', 'to', 'walk', 'on', 'and', 'in', 'a', 'garden', 'setting', 'it', 'gives', 'a', 'much', 'friendlier', 'and', 'natural', 'appearance', 'than', 'a', 'comparable', 'concrete', 'walkway', 'or', 'sidewalk']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '3', '0', '0', '0', '1', '0', '0', '0']"
"['lighter', 'than', 'concrete', 'this', 'fiberstone', 'statue', 'can', 'easily', 'be', 'adjusted', 'or', 'relocated', 'to', 'a', 'new', 'area', 'of', 'your', 'landscape', 'crafted', 'from', 'durable', '100', 'fiberstone', 'a', 'weather', 'resistant', 'mix', 'of', 'sand', 'and', 'stones', 'with', 'fiberglass', 'backing']","['3', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['concrete', 'ties', 'are', 'cheaper', 'and', 'easier', 'to', 'obtain', 'than', 'timber', 'and', 'better', 'able', 'to', 'carry', 'higher', 'axle', 'weights', 'and', 'sustain', 'higher', 'speeds']","['1', '0', '0', '3', '0', '3', '0', '3', '0', '1', '0', '3', '0', '0', '3', '4', '3', '4', '0', '3', '4', '3']"
"['it', 'seems', 'that', 'timber', 'has', 'a', 'higher', 'thermal', 'mass', 'than', 'concrete', 'but', 'is', 'lighter', 'in', 'weight']","['0', '0', '0', '1', '0', '0', '3', '3', '4', '0', '1', '0', '0', '3', '0', '3']"
"['disadvantages', 'timber', 'cost', 'both', 'for', 'material', 'and', 'connection', 'are', 'much', 'higher', 'than', 'the', 'traditional', 'structural', 'materials', 'of', 'steel', 'and', 'concrete']","['0', '1', '3', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '1', '0', '1']"
"['the', 'shear', 'forces', 'created', 'by', 'a', 'timber', 'floor', 'expanding', 'and', 'contracting', 'at', 'a', 'much', 'higher', 'rate', 'than', 'concrete', 'can', 'tear', 'standard', 'floor', 'leveling', 'products', 'apart']","['0', '0', '0', '0', '0', '0', '1', '0', '3', '0', '3', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']"
"['it', 'has', 'been', 'found', 'that', 'concrete', 'absorbs', 'heat', 'at', 'a', 'higher', 'rate', 'than', 'timber', 'therefore', 'we', 'developed', 'a', 'mat', 'with', 'an', 'output', 'of', '150w', 'm2', 'to', 'counter', 'act', 'this']","['0', '0', '0', '0', '0', '1', '3', '4', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['last', 'week', 'amazon', 'unleashed', 'its', 'new', 'video', 'streaming', 'device', 'the', 'amazon', 'fire', 'tv', 'or', 'firetv', 'as', 'the', 'label', 'reads', 'which', 'the', 'company', 'says', 'would', 'be', 'faster', 'and', 'easier', 'to', 'use', 'than', 'competing', 'devices', 'like', 'the', 'google', 'chromecast', 'apple', 'tv', 'and', 'the', 'roku', 'products']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '3', '0', '3', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0']"
"['amazon', 'appstore', 'has', 'much', 'greater', 'potential', 'than', 'google', 'android', 'market']","['1', '0', '0', '0', '3', '3', '0', '1', '0', '0']"
"['amazon', 'better', 'for', 'generating', 'app', 'revenue', 'than', 'google', 'flurry', 'says']","['1', '3', '0', '0', '3', '4', '0', '1', '0', '0']"
"['in', 'my', 'experience', 'too', 'many', 'of', 'these', 'android', 'apps', 'which', 'google', 'doesn', 't', 'vet', 'in', 'advance', 'are', 'flaky', 'and', 'inferior', 'to', 'those', 'in', 'the', 'curated', 'collections', 'of', 'apple', 'and', 'amazon']","['0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1']"
"['the', 'amazon', 'appstore', 'is', 'doing', 'a', 'better', 'job', 'selling', 'apps', 'than', 'google', 'play', 'is']","['0', '1', '3', '0', '0', '0', '3', '0', '0', '0', '0', '1', '0', '0']"
"['since', 'day', 'one', 'i', 'thought', 'amazon', 'offered', 'a', 'better', 'product', 'than', 'google', 'music']","['0', '0', '0', '0', '0', '1', '0', '0', '3', '0', '0', '1', '3']"
"['on', 'the', 'whole', 'amazon', 'offers', 'better', 'prices', 'on', 'music', 'than', 'itunes', 'or', 'google', 'play']","['0', '0', '0', '1', '0', '3', '3', '0', '0', '0', '0', '0', '1', '0']"
"['this', 'comparison', 'shows', 'that', 'amazon', 'kindle', 'fire', 'hd', 'is', 'better', 'than', 'asus', 'google', 'nexus', '7', 'for', 'appearance', 'while', 'asus', 'google', 'nexus', '7', 'is', 'better', 'than', 'amazon', 'kindle', 'fire', 'hd', 'for', 'business', 'photography', 'music', 'and', 'entertainment']","['0', '0', '0', '0', '1', '3', '0', '0', '0', '3', '0', '0', '1', '3', '0', '0', '3', '0', '0', '1', '3', '0', '0', '3', '0', '1', '3', '0', '0', '0', '3', '3', '3', '0', '3']"
"['amazon', 'is', 'just', 'so', 'much', 'better', 'and', 'their', 'music', 'is', 'always', 'cheaper', 'than', 'google', 'too']","['1', '0', '0', '0', '0', '3', '0', '0', '3', '0', '0', '3', '0', '1', '0']"
"['same', 'reasons', 'why', 'google', 'storage', 'is', 'okay', 'but', 'google', 'prediction', 'api', 'gets', 'slower', 'liftoff', 'than', 'amazon', 'console', 'now', 'with', 'free', 'instances', 'though', 'the', 'r', 'interface', 'to', 'prediction', 'api', 'sure', 'helps']","['0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '3', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['now', 'i', 'm', 'uploading', 'to', 'amazon', 'because', 'of', 'the', 'unlimited', 'storage', 'and', 'the', 'app', 'is', 'working', 'much', 'better', 'than', 'the', 'google', 'music', 'app', 'currently', 'is']","['0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '0', '3', '0', '0', '0', '3', '0', '0', '1', '3', '4', '0', '0']"
"['based', 'on', 'info', 'i', 've', 'seen', 'several', 'people', 'skipped', 'play', 'in', 'favor', 'of', 'amazon', 'because', 'it', 'was', 'much', 'quicker', 'for', 'delivery', 'that', 'and', 'they', 've', 'handled', 'massive', 'volumes', 'of', 'sales', 'much', 'better', 'than', 'google', 'has', 'in', 'the', 'past']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0']"
"['why', 'amazon', 'still', 'wins', 'amazon', 'has', 'two', 'superior', 'delivery', 'services', 'google', 'and', 'b', 'n', 'can', 't', 'match']","['0', '1', '0', '0', '1', '0', '0', '3', '3', '4', '1', '0', '1', '2', '0', '0', '0']"
"['for', 'google', 'the', 'arrangement', 'is', 'just', 'another', 'step', 'toward', 'building', 'a', 'list', 'of', 'retail', 'partners', 'that', 'allow', 'it', 'to', 'offer', 'a', 'comparable', 'if', 'not', 'better', 'collection', 'of', 'products', 'for', 'same', 'day', 'delivery', 'than', 'amazon']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '3', '0', '0', '0', '0', '0', '0', '3', '0', '1']"
"['however', 'the', 'content', 'provided', 'by', 'the', 'amazon', 'machine', 'is', 'still', 'far', 'superior', 'and', 'easier', 'to', 'get', 'at', 'than', 'that', 'offered', 'by', 'google']","['0', '0', '3', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '3', '0', '3', '4', '0', '0', '0', '0', '1']"
"['amazon', 'has', 'better', 'operating', 'growth', 'than', 'google', 'and', 'it', 's', 'beating', 'ebay', 'in', 'sales', 'volume', 'and', 'customer', 'acquisition']","['1', '0', '3', '3', '4', '0', '1', '0', '0', '0', '3', '1', '0', '3', '4', '0', '3', '4']"
"['in', 'some', 'ways', 'amazon', 'is', 'better', 'suited', 'to', 'be', 'a', 'true', 'tablet', 'competitor', 'than', 'google', 'and', 'the', 'subsidized', 'price', 'point', 'is', 'obviously', 'an', 'advantage', 'they', 'll', 'have', 'in', 'terms', 'of', 'sales']","['0', '0', '0', '1', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['i', 'don', 't', 'know', 'what', 'kinds', 'of', 'volumes', 'traffic', 'and', 'hosting', 'google', 'ae', 'is', 'handling', 'at', 'this', 'point', 'but', 'at', 'this', 'point', 'i', 'think', 'i', 'would', 'trust', 'google', 'more', 'than', 'amazon']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '1', '3', '0', '1']"
"['other', 'than', 'being', 'affordable', 'the', 'google', 'nexus', '7', 'is', 'lighter', 'and', 'more', 'portable', 'with', 'its', '7', 'inch', 'screen', 'and', '340', 'gram', 'weight', 'even', 'lighter', 'than', 'the', 'successful', 'amazon', 'kindle', 'fire']","['0', '0', '0', '0', '0', '1', '3', '0', '0', '3', '0', '3', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '1', '3', '0']"
"['moreover', 'the', 'google', 'nexus', '7', 'is', 'both', 'lighter', 'and', 'skinnier', 'than', 'the', 'amazon', 'kindle', 'fire', 'which', 'again', 'contributes', 'to', 'its', 'more', 'natural', 'feel', 'in', 'the', 'hand']","['0', '0', '1', '3', '0', '0', '0', '3', '0', '3', '0', '0', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
"['priced', 'in', 'line', 'with', 'the', 'amazon', 'kindle', 'at', '139', 'the', 'iriver', 'story', 'hd', 'is', 'lacking', 'in', 'certain', 'features', 'but', 'to', 'some', 'it', 's', 'made', 'up', 'for', 'it', 'with', 'a', 'higher', 'resolution', 'display', 'longer', 'battery', 'life', 'lighter', 'weight', 'expandable', 'storage', 'with', 'sd', 'card', 'and', 'google', 'ebookstore', 'integration']","['0', '0', '0', '0', '0', '1', '3', '0', '0', '0', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '4', '3', '3', '3', '4', '3', '3', '0', '3', '0', '0', '0', '0', '0', '0', '0']"
