question,labels
[CLS] what are the most expensive real estate cities[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] in which way sole proprietorship is related to partnership[SEP],"['O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-ASP', 'O', 'B-OBJ']"
[CLS] who are the best teachers at vmc anand vihar[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who is the youngest employee at twitter[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the first president to be awarded the nobel peace prize[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the best way to increase endurance[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which are the largest cities in the us[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] when is c a better choice than c++[SEP],"['O', 'O', 'B-OBJ', 'O', 'B-PRED', 'B-ASP', 'O', 'B-OBJ']"
[CLS] what are the best whatsapp statuses in kannada[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best amateur porn sites[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which one is the best among bhopal 5 star hotels[SEP],"['O', 'O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the largest city by area in the world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which are the best songs of sunidhi chauhan[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] how do cigars differ from cigarettes[SEP],"['O', 'O', 'B-OBJ', 'B-PRED', 'O', 'B-OBJ']"
[CLS] what is the most frustrating thing about your job or business in other words what keeps you up at night[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best brand of soy sauce to go with fried rice[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the longest running prime minister of canada[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best way to send money from australia to the philippines[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] when are binary trees better than hashtables in real world applications[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] how do prosecution and defense differ[SEP],"['O', 'O', 'B-OBJ', 'O', 'B-OBJ', 'B-PRED']"
[CLS] what s the difference between a specialist and a generalist[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'O', 'O', 'B-OBJ']"
[CLS] if i had a car with 15 inch rims and changed them to 17 inch would i save fuel by having a larger rim how does the different rim sizes affect fuel economy[SEP],"['O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'O', 'B-ASP', 'I-ASP']"
[CLS] what is the best forum for communicating with retailers[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the difference between mumbai metro and mumbai monorail are they same or different[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'I-PRED', 'I-PRED']"
[CLS] what are the best ways to lose a lot of weight as quickly as possible[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which club is the highest champions league winner[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] which modulation scheme is preferred for dsss process[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP']"
[CLS] which are the books that should i start with to understand the basics of indian economy[SEP],"['O', 'O', 'O', 'B-OBJ', 'O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are the most interesting python books[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ']"
[CLS] what is the difference between travel and tourism[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are the weirdest questions asked in tiss interview[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the best meat to make beef jerky[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the largest american aircraft ever built[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what it the biggest thing you got away with due to fame or status[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the benefits of married[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ']"
[CLS] what are the most interesting products and innovations that m t bank is coming out with in 2016[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what tissue contains the most amount of extracellular matrix ecm[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is your all time favorite book[SEP],"['O', 'O', 'O', 'B-ASP', 'I-ASP', 'B-PRED', 'B-OBJ']"
[CLS] what is the best approach to responding to unsolicited job inquiries[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which cpu is better i3 4th gen or 6th gen[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] who is the longest serving doctor who companion[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best academies for ias coaching in bangalore[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is better ubuntu vs mac os[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] which is the best laptop headphone with mic in india under 1k[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is mississippi or alabama the most racist state in the us[SEP],"['O', 'B-OBJ', 'O', 'B-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the last person to win triple crown in baseball[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] which is the best mobile network in bangalore[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which s the best book for ibps it offcer[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best books about the power of pricing[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] which is the best nimcet coaching in coimbatore[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is the best place where one can get free certification for ifrs[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is it better to have c developers learn flash than hire flash guys[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which phone should i buy moto g 4 plus or redmi note 3[SEP],"['O', 'O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best way to anchor a steel bookcase to a wall[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between trade associations and professional organizations[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what are the best ways of learning german quickly[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between static and dynamic character[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what were the major effects of the cambodia earthquake and how do these effects compare to the valparaiso earthquake in 1822[SEP],"['O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is there a tougher entrance exam than iit jee at the pre university college level on earth[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the first person to climb mount everest of india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what s better study in your country or in some other one where u not belong to[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the highest number of test wickets by fast bowler[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] students what is the best experience you ve had because of a teacher[SEP],"['O', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what car has the quietest cabin[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP']"
[CLS] what is the best business degree to pursue[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is your favorite bollywood song why[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O']"
[CLS] what is the latest version of visual basic net[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the most embarrassing moment of your childhood[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what type of muisic is better reggeton espanish muisic or oder[SEP],"['O', 'O', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O']"
[CLS] who is the largest broadband provider[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ']"
[CLS] what is the difference between acute otitis media vs acute suppurative otitis media[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which software is better for a mechanical engineering student catia or autocad[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what is cheapest method to calculate shipping rates[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] should i write my novel in english or in my mother tongue urdu[SEP],"['O', 'O', 'B-ASP', 'O', 'I-ASP', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which colleges are best for cse[SEP],"['O', 'B-OBJ', 'O', 'B-PRED', 'O', 'B-ASP']"
[CLS] what are the top startup incubators accelerators and startup coworking spaces in nyc[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best way according to you to have an estimate of one s intelligence[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best charge pipe bimmerfest[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is a good ground cover for street frontage instead of lawn[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-OBJ']"
[CLS] what are the differences between java serialization and hadoop serialization[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] who is the oldest golden girl in real life[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is a good base design for town hall level 5 in coc[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best gate exam books for mechanical engineering[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the longest battle of the clone wars[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the difference between mac os windows and linux[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] what are your greatest accomplishments[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ']"
[CLS] which is the better option when planning a trip from bangalore to goa should we go by car and start driving at night or should we go by train to goa and reserve a car there[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best examples of bauhaus design and architecture[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best way to throw a party[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which us city created the first formal us police department[SEP],"['O', 'B-OBJ', 'I-OBJ', 'B-ASP', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what s the best programming language for developing websites[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP']"
[CLS] what are the healthiest food sources rich in vitamin d[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'B-ASP', 'I-ASP']"
[CLS] who are best questioners on quora[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the most valuable question to ask on quora[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best aspects of working at coca cola bottling[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some good birthday gift ideas for a mom[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best destinations i should visit in vietnam[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best way to get started in learning electrical engineering[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] in which region the first state system in india were formed[SEP],"['O', 'O', 'B-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-ASP', 'I-ASP']"
[CLS] who are the good politicians from india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best gaming laptops under inr 60000[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is unusual or different about the food and cuisine in germany[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'I-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who will win the 2016 u s presidential election and why[SEP],"['B-OBJ', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP', 'I-OBJ', 'I-ASP', 'I-ASP', 'O', 'O']"
[CLS] where is the best place to take a skyline photo in nyc[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who won the first world series of poker at binions[SEP],"['B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are the differences in student load at liberal arts colleges vs research universities[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what are the best seo strategies for 2017[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'I-OBJ']"
[CLS] who s the highest paid basketball player in the nba[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best car technology gadgets[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is a suitable solar panel installation provider near chandler arizona az[SEP],"['O', 'O', 'O', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best way to make money through android apps in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is best smartphone below 15000[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the craziest weirdest things you ve seen a professor do[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the most unrealistic parts of it 2017 movie[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is hong kong the largest city in the world[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best alternative energy source to replace fossil fuels[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] where is the best place in florida to invest in real estate[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what s the best real life karma you ve ever seen experienced[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between blocking and muting[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what is the best book or textbook on product management[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which fruit is the best for weight loss[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP']"
[CLS] do you think the country would be better off if everyone was liberal or conservative[SEP],"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] who has the most points in nba playoff history[SEP],"['B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] which is the best tempered glass company in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are common antifungal yeast infection[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is additional secretary in central government equivalant to additional secretary in state government[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the demand of biomedical engineers which stream is better biomedical or biotechnology[SEP],"['O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'I-ASP', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what is the main ideas of pride and prejudice[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who has sold the highest number of albums[SEP],"['B-OBJ', 'O', 'B-ASP', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] should i buy the new macbook pro 2016 or the macbook pro 2015[SEP],"['O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is it better to pick herbs from the top or bottom of the plant[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best quadcopter for under 200[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] where is the most tobacco grown in the us[SEP],"['B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the best programming language for iot[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the most nuclear power nations[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-OBJ', 'I-OBJ']"
[CLS] what s the most money made on bargain hunt[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
