words,labels
"["" playing hockey at a high level and then transferring it over to golf , i think that makes it a little bit easier to focus ,"" the 23 - year - old dupuis said .]",[O O B-Object O O O O O O O O O O B-Object O O O O O O O O O B-Predicate B-Aspect I-Aspect O O O O O O O O O O]
"[this is not and ethnic thing , its just that we have ice 6 months out of the year and it is easier for children to play hockey than to chase golf balls .]",[O O O O O O O O O O O O O O O O O O O O O O B-Predicate O O B-Aspect I-Aspect B-Object O O O B-Object O O]
"[adult hockey is really very safe , probably safer than golf or tennis and certainly safer than soccer in terms of injury rate .]",[O B-Object O O O O O O B-Predicate O B-Object O B-Object O O O O O O O O B-Aspect I-Aspect O]
"[baseball is much easier to quantify because ( 1 ) it ' s a one - at - a - time game on offense , and ( 2 ) the defensive statistics , although flawed , are still better than what ' s available for basketball .]",[B-Object O O B-Predicate B-Aspect I-Aspect O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Predicate O O O O O O B-Object O]
"[husker baseball is huge right now , and baseball games will probably get better ratings than basketball .]",[O B-Object O O O O O O B-Object O O O O B-Predicate B-Aspect O B-Object O]
"[but if i did , i would watch baseball because it is easier to get a ticket to a baseball game than a basketball game .]",[O O O O O O O O B-Object O O O B-Predicate B-Aspect I-Aspect I-Aspect I-Aspect O O B-Object O O O B-Object O O]
[tickets to baseball games tend to be much cheaper and easier to get than those for football and basketball games .],[B-Predicate O B-Object O O O O O B-Predicate O B-Predicate B-Aspect I-Aspect O O O O O B-Object O O]
[the paper notes that advanced baseball statistics seem to predict performance better than basketball based on this study .],[O O O O O B-Object O O O O O B-Predicate O B-Object O O O O O]
[i don ' t think that your baseball analogy really applies because productivity is better -- and more easily -- measured through statistics in baseball than it is in basketball .],[O O O O O O O B-Object O O O O O O B-Predicate O O B-Predicate I-Predicate O B-Aspect O O O B-Object O O O O B-Object O]
[peta uses a combination of common sense and advanced baseball statistics ( or sabermetrics ) to explain why betting on baseball is a far superior choice to betting on football or basketball - both from a financial and an emotional perspective .],[O O O O O O O O O B-Object O O O O O O O O B-Aspect O B-Object O O O B-Predicate O O B-Aspect O O O B-Object O O O O O O O O O O]
[it ' s a lot easier to use statistics in baseball than basketball .],[O O O O O B-Predicate B-Aspect I-Aspect O O B-Object O B-Object O]
[baseball is a lot easier to quantify than basketball .],[B-Object O O O B-Predicate B-Aspect I-Aspect O B-Object O]
[in sustained interest the baseball league fared better than either basketball or softball .],[O B-Aspect I-Aspect O B-Object O O B-Predicate O O B-Object O O O]
"[that the two leagues have different rules is what makes baseball infinitly better than football , hockey , or basketball .]",[O O O O O O O O O O B-Object O B-Predicate O O O O O O B-Object O]
"[michael jordan ' s lack of success in minor league baseball is not an indicator that baseball is harder than basketball , nor does it say anything about jordan ' s genetically - determined athletic talent .]",[O O O O O O O O O O B-Object O O O O O B-Object O B-Predicate O B-Object O O O O O O O O O O O O O O O O]
"[the chart doesn ' t tell the entire story , since it doesn ' t include minor league salaries and doesn ' t account for the fact that baseball contracts are far friendlier than football or basketball deals because most of the money is guaranteed .]",[O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Object B-Aspect O B-Predicate I-Predicate O O O B-Object O O O O O O O O O]
"[of course , baseball is a much easier game to call than basketball , but still , if vin started seeing his skills deteriorate , you can bet he ' d step down the next day .]",[O O O B-Object O O O B-Predicate B-Aspect O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O]
"[first : baseball has more reliance on deception and fine motor skills than , say , football , so maybe baseball skills just take longer to develop than football or basketball skills .]",[O O B-Object O O O O O O O O O O O O O O O O O B-Object O O O B-Predicate B-Aspect I-Aspect O O O B-Object O O]
"[also , i think that baseball , more than football and basketball utilize "" learned "" skills .]",[O O O O O B-Object O B-Predicate O O O B-Object B-Aspect O O O O O]
"[for the record , basketball is worse than baseball and neither of them are any better of a spectator sport than nascar .]",[O O O O B-Object O B-Predicate O B-Object O O O O O O O O O O O O O O]
"[basketball , on the other hand , uses a larger ball that travels much slower than a baseball or hockey puck , so 10 footcandles would be sufficient .]",[B-Object O O O O O O O O B-Predicate B-Aspect O O O B-Predicate O O B-Object O O O O O O O O O O O]
"[this issue in the eyes of scouts and baseball men is that shorter pitchers , for whatever reason , break down easier than the taller , larger pitchers ( say , just realized that pitchers have been growing much like basketball players been growing ).]",[O O O O O O O O B-Object O O O B-Predicate B-Aspect O O O O O B-Aspect I-Aspect B-Predicate O O O O O O O O O O O O O O O O O O B-Object O O O O]
[they range from the size of a baseball to larger than a basketball .],[O B-Aspect O O O O O B-Object O B-Predicate O O B-Object O]
[the skill - level gap between major league baseball and amateur baseball is much larger than with football or basketball .],[O O O O O O O O B-Object O B-Aspect B-Object O O B-Predicate O O O O B-Object O]
[i think the baseball managers and football coaches are smarter than basketball coaches .''],[O O O B-Object O O B-Object B-Aspect O B-Predicate O B-Object B-Aspect O]
[baseball is better than football and basketball who have caps !],[B-Object O B-Predicate O O O B-Object O O O O]
[kentucky high school baseball is superior to kentucky high school basketball and football when it comes to producing big - time talent .],[O O O B-Object O B-Predicate O O O O B-Object O O O O O O B-Predicate I-Predicate I-Predicate I-Predicate I-Predicate O]
"[basketball and football had their scandals , some just as bad or worse than baseball .]",[B-Object O O O O B-Aspect O O O O O O B-Predicate O B-Object O]
[basketball is faster paced and has more action than baseball .],[B-Object O B-Predicate O O O O O O B-Object O]
"[football and baseball are certainly not faster than soccer . after every play there is a short break in football , thats jsut annoying and baseball ..... basketball is faster sure but football and baseball are just slower and not as demanding for the sportsmen as soccer .]",[B-Object O B-Object O O O O O O O O O O O O O O O O B-Object O O O O O B-Object O B-Object O B-Predicate O O B-Object O B-Object O O B-Predicate O O O O O O O O O O]
[basketball and football are played at a much faster pace than baseball .],[B-Object O O O O O O O B-Predicate B-Aspect O B-Object O]
[the average basketball player can run faster and jump higher than the average baseball player .],[O O B-Object B-Aspect O B-Predicate I-Predicate O B-Predicate I-Predicate O O O B-Object B-Aspect O]
[3 ) basketball is by its very nature a faster - paced game than baseball and thus more prone to momentum - based runs .],[O O B-Object O O O O O O B-Predicate I-Predicate I-Predicate O O B-Object O O O O O O O O O O]
"[that would demonstrate once again that basketball players and coaches are both smarter ( think quicker and more continuously , no long in - game breaks necessary ) and more fan - friendly than baseball or football coaches ... .]",[O O O O O O B-Object O O B-Aspect O O B-Predicate O O O O O O O O O O O O O O O O O B-Predicate I-Predicate I-Predicate O B-Object O B-Object B-Aspect O O]
"[people want to play football and basketball , where you can get to the big game and the big money a lot quicker than you can in baseball .]",[O O O O O O B-Object O O O O B-Aspect O O O O O O O O O O B-Predicate O O O O B-Object O]
"[imo , the popularity of basketball will continue to grow , mainly because it ' s one of the sports i like to watch the most , but also because it ' s more fast - paced , quicker rewards than these long games of soccer or baseball .]",[O O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Predicate I-Predicate I-Predicate I-Predicate O O O O O O O O O O B-Object O]
"[thus , sterling ' s exit from basketball could very well be much quicker and less complicated than schott ' s departure from baseball .]",[O O O O O O O B-Object O O O O O B-Predicate O B-Predicate I-Predicate O O O O O O B-Object O]
"[this is why the better team wins any given basketball game with far greater frequency than it does in baseball , football or hockey .]",[O O O O O O O O O B-Object O O O B-Predicate B-Aspect O O O O B-Object O B-Object O B-Object O]
[@ upinc44 a single basketball player can have greater influence over the outcome of a game than a baseball player ( other than the pitcher ).],[O O O O B-Object O O O B-Predicate B-Aspect O O O O O O O O B-Object O O O O O O O]
"[others argue that basketball and football provide more expedient routes to stardom and money , specifically , both football and basketball provide greater exposure at the collegiate level than does baseball .]",[O O O B-Object O O O O O O O O O O O O O O O O B-Object O B-Predicate B-Aspect O O O O O O B-Object O]
"[also , the ability of one basketball player to take over a game is greater than that of a baseball player , especially considering rule limitations on player movement in baseball .]",[O O O B-Aspect O O B-Object O O O O O O O B-Predicate O O O O B-Object O O O O O O O O O O B-Object O]
[lol yet another reason why baseball is inferior to tree hockey ( aka basketball ).],[O O O O O B-Object O B-Predicate O O O O O B-Object O]
[there is not a single basketball or football uniform nicer than a hockey or baseball uniform .],[O O O O O B-Object O O B-Aspect B-Predicate O O O O B-Object O O]
[now baseball is no better than football or hockey or basketball .],[O B-Object O O B-Aspect O O O O O B-Object O]
"[as baseball doesn ' t have a clock , it moves at a slower pace than , say , basketball , soccer , or hockey .]",[O B-Object O O O O O O O O O O O B-Predicate B-Aspect O O O O B-Object O O O O O O]
[both baseball and football have much higher white participation ( in the professional ranks ) than does basketball .],[O B-Object O O O O B-Predicate B-Aspect I-Aspect O O O O O O O O B-Object O]
"[in other words , the bar is higher for statistical analysis in basketball than it is in baseball .]",[O O O O O O O B-Predicate B-Aspect I-Aspect I-Aspect O B-Object O O O O B-Object O]
"["" baseball requires much higher mentoring than the two other sports ( football / basketball ) that compete for elite athletes .]",[O B-Object O O B-Predicate B-Aspect O O O O O O O O B-Object O O O O O O O]
"[given that the advantages of college basketball over the d - league are currently greater than college vs . minor league baseball , it would likely mean even bigger contracts to get the critical mass of talent necessary .]",[O O O O O B-Aspect B-Object O O O O O O O B-Predicate O B-Aspect O O O O B-Object O O O O O O O O O O O O O O O O O]
[baseball is much bigger than basketball in cities with both baseball and basketball .],[B-Object O O B-Predicate O B-Object O O O O B-Object O B-Object O]
"[reinsdorf : "" basketball is a bigger sport than baseball internationally .]",[O O O B-Object O O B-Predicate O O B-Object O O]
"["" i had bigger ( college ) offers in baseball than basketball , but basketball was my passion .]",[O O O B-Predicate O O O B-Aspect O B-Object O B-Object O O B-Object O O O O]
"[seems like he ' s putting lipstick on a pig , scccs baseball team is even worse than basketball or football .]",[O O O O O O O O O O O O B-Object B-Aspect O O B-Predicate O B-Object O O O]
"[more to the point , the best teams in basketball have a much better winning percentage than in baseball .]",[O O O O O O O O O B-Object O O O B-Predicate B-Aspect I-Aspect O O B-Object O]
"[1 ) your basketball analogy works better than you might think , because our offensive philosophy is a team - oriented approach to baseball .]",[O O O B-Object O B-Aspect B-Predicate O O O O O O O O O O O O O O O O B-Object O]
"[well , if you ' re going to do laundry for a pro sports team , basketball would definitely be a better choice than baseball .]",[O O O O O O O O O O O O O O O O B-Object O O O O B-Predicate B-Aspect O B-Object O]
[i never said basketball was easier than baseball .],[O O O B-Object O B-Predicate O B-Object O]
[carey found basketball an easier sport to do than baseball .],[O O B-Object O B-Predicate O O O O B-Object O]
[football and basketball are far easier to project than baseball .],[O O B-Object O O B-Predicate B-Aspect I-Aspect O B-Object O]
[a statement like that is as ridiculous as saying basketball is a better sport than baseball because a basketball can be seen by tv cameras easier .],[O O O O O O O O O B-Object O O B-Predicate O O B-Object O O B-Object O O O O O O O O]
"[basketball talent is a lot easier to spot than , say , baseball talent .]",[B-Object O O O O B-Predicate O O O O O O B-Object O O]
[that ' s like arguing that baseball is inferior to basketball because they use different boundaries .],[O O O O O O B-Object O B-Predicate O B-Object O O O O O O]
[the golf drivers have gotten lighter even faster because you can more consistently hit the sweetspot with the golf clubs than you can with tennis .],[O B-Object O O B-Aspect I-Aspect O B-Predicate O O O O O O O O O O B-Object O O O O O B-Object O]
"[it is very difficult to dominate a game like golf , it is much easier to dominate a game like badminton , squash or even tennis , because when you are a little bit better than the rest , you will dominate .]",[O O O O O O O O O B-Object O O O O B-Predicate O O O O O B-Aspect O O O O B-Object O O O O O O O O O O O O O O O O O]
[reason why is golf is a bit more expensive to do than tennis .],[O O O B-Object O O O B-Predicate I-Predicate O O O B-Object O]
[but the golf situation is indeed a bit closer to the way it is in tennis .],[O O B-Object B-Aspect O O O O B-Predicate O O O O O O B-Object O]
"[golf has always seemed to come easier for me than tennis , he said .]",[B-Object O O O O O B-Predicate O O O B-Object O O O O]
[ign makes out that the golf mini game is better than tiger woods and the tennis game is better than smash tennis .],[O O O O O B-Object O O O B-Predicate O O O O O B-Object O O B-Predicate O O B-Object O]
"[american golf may be in slight decline because of tiger woods ' great fall and rory mcilroy ' s meteoric rise , but it is in considerably better shape than its country - club cousin , tennis .]",[O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect O O O O O O O B-Object O]
"[b ) the realization that pete , whether you agree with him or not , thinks that nike and golf have done a better job presenting tiger woods to the world than has been the case with tennis and federer .]",[O O O O O O O O O O O O O O O O O O O B-Object O O O B-Predicate B-Aspect O O O O O O O O O O O O B-Object O O O]
[conclusion - roger federer dominates tennis more than tiger dominates golf .],[O O O O B-Aspect B-Object B-Predicate O O B-Aspect B-Object O]
"[however , the golf ball is much heavier than the table tennis ball .]",[O O O B-Object B-Aspect O O B-Predicate O O O B-Object B-Aspect O]
[people are heavier and can play golf while overweight much more easily than play tennis .],[O O O O O B-Aspect B-Object O O O O B-Predicate O B-Aspect B-Object O]
"[i ' ve traveled with a golf bag before at least a few times ( which is a lot bigger and heavier than regular tennis bags unless you put a stringer or something inside ; p ), and i checked in the bag .]",[O O O O O O B-Object B-Aspect O O O O O O O O O O O B-Predicate O B-Predicate O O B-Object O O O O O O O O O O O O O O O O O O O]
"[i suppose that in addition to the video games ' craze and the ability to watch just about anything on netflix , americans are more prone to play golf than tennis because , well , they are heavier than they used to be .]",[O O O O O O O O O O O O O O O O O O O O O O O O B-Predicate I-Predicate O O B-Object O B-Object O O O O O O O O O O O O O]
"[you wear nicer clothes to church than you do to work , and nicer clothes to a wedding than you do to church , and if you were playing golf , you would be dressed better than if you were playing tennis .]",[O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O O B-Aspect B-Predicate O O O O O B-Object O]
[the scenary at a golf tournament is much nicer than a tennis stadium .],[O B-Aspect O O B-Object O O O B-Predicate O O B-Object O O]
"[golf shirts are usually even nicer than the tennis stuff , and the same breathable material .]",[B-Object B-Aspect O O O B-Predicate O O B-Object O O O O O O O O]
"[this is the largest at the moment , about tennis ball size , the rest are less than golf ball size .]",[O O O O O O O O O B-Object B-Aspect I-Aspect O O O O B-Predicate O B-Object B-Aspect I-Aspect O]
"[tennis players get old much faster than golfers , but major titles are easier to win in tennis for superstars at their peaks than in golf .]",[B-Object B-Aspect I-Aspect I-Aspect O B-Predicate O O O O O O O B-Predicate B-Aspect I-Aspect O B-Object O O O O O O O B-Object O]
"[because both the racquet and ball are bigger , it ' s easier for a child to learn to hit a tennis ball faster than it is a golf ball .]",[O O O O O O O O O O O O B-Predicate O O O B-Aspect I-Aspect I-Aspect I-Aspect O B-Object O O O O O O B-Object O O]
"[in every sport it ' s clear that standards now are better than 90 years ago - athletics times & distances are better , tennis players are stronger , faster , better , same with golf etc etc . .]",[O O O O O O O O O O O O O O O O O O O O O O O O B-Object B-Aspect O B-Predicate O B-Predicate O B-Predicate O O O B-Object O O O O]
"[tennis makes a person mature faster than any other sport , o . k . maybe golf , but the sport of tennis and golf does take the most time of a professional .]",[B-Object O O B-Aspect I-Aspect B-Predicate O O O O O O O O O O B-Object O O O O O B-Object O B-Object O O O O O O O O O]
[golf is a bigger sport than tennis .],[B-Object O O B-Predicate O O B-Object O]
"[for example , running was poorer than swimming , handball , tennis and a bit better than walking , golf and bowls in improving the flexibility .]",[O O O O O O O O O O O B-Object O O O B-Predicate O O O B-Object O O O O O O O]
"[btw , standards for size and weight of tennis rackets would be about 10 times easier to enforce than those for golf clubs or baseball bats .]",[O O O O O O O O B-Object O O O O O O B-Predicate B-Aspect I-Aspect O O O B-Object O O O O O]
"[baseball , volleyball , soccer , football , climbing , golf , fishing , skiing , martial arts , diving , gymnastics , swimming , curling ( a sport which is much harder than i ever would have imagined ) and yes , unquestionably tennis , were represented .]",[O O O O O O O O O O B-Object O O O O O O O O O O O O O O O O O O O O O B-Predicate O O O O O O O O O O O B-Object O O O O]
"[freeway chased after it , but when he got to it he was a little wary because the golf ball was smaller , harder and denser than the tennis ball he is used to .]",[O O O O O O O O O O O O O O O O O O B-Object O O B-Predicate O B-Predicate O B-Predicate O O B-Object O O O O O O]
"[tennis is a much better sport than golf : cheaper to play , more exciting , easier to learn , etc .]",[B-Object O O O B-Predicate O O B-Object O B-Predicate B-Aspect I-Aspect O B-Predicate I-Predicate O B-Predicate B-Aspect I-Aspect O O O]
[u . s . open : predictions in tennis are even easier than golf .],[O O O O O O B-Aspect O B-Object O O B-Predicate O B-Object O]
[( and federer is more dominant in tennis simply because it ' s easier to dominate tennis than golf .],[O O O O O O O B-Object O O O O O B-Predicate B-Aspect I-Aspect B-Object O B-Object O]
[but maybe tennis is that much easier to re - master than golf .... .],[O O B-Object O O O B-Predicate B-Aspect I-Aspect I-Aspect I-Aspect O B-Object O O]
[i find golf is much worse for this than tennis .],[O O B-Object O O B-Predicate O O O B-Object O]
"[talking about hockey again , even if it was just to talk about how hockey is inferior to basketball because of ties or something .]",[O O B-Object O O O O O O O O O O O B-Object O B-Predicate O B-Object O O O O O O]
"[basketball in china is hugely popular and the nba has made faster progress in developing a fan base and business opportunities than other american sports such as baseball , football and ice hockey .]",[B-Object O O O B-Predicate I-Predicate O O O O B-Predicate I-Predicate I-Predicate B-Aspect I-Aspect O O O O O O O O O O O O O O O O O B-Object O]
"[a new team game that carried none of the c olonial ties of soccer or the brutality of lacrosse or american football , basketball also required little in the way of equipment thereby making it a more accessible sport than baseball or ice hockey .]",[O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O O O O O O O O O O B-Predicate I-Predicate O O O O O B-Object O]
[any hockey oval bowl shape is going to be inherently inferior to one meant for basketball .],[O B-Object O O O O O O O O B-Predicate O O O O B-Object O]
[basketball is way better than hockey .],[B-Object O O B-Predicate O B-Object O]
[my hockey team was worse than my basketball team .],[O B-Object B-Aspect O B-Predicate O O B-Object B-Aspect O]
"[basketball is cheaper to play and easier to learn than baseball or hockey , and it ' s only getting more popular worldwide .]",[B-Object O B-Predicate B-Aspect I-Aspect O B-Predicate I-Predicate I-Predicate O O O B-Object O O O O O O O B-Predicate I-Predicate O O]
"[baseball , soccer , basketball and football span much larger fan bases because they ' re cheaper to play so more people have played them , and on account of that more people understand those sports better than they understand hockey .]",[O O O O B-Object O O O O O O O O O O O B-Predicate B-Aspect I-Aspect O O O O O O O O O O O O O O B-Aspect O O B-Predicate O O B-Aspect B-Object O]
"[basketball , baseball , and football are all cheaper than hockey by a wide margin .]",[B-Object O O O O O O O B-Predicate O B-Object O O O O O]
"[the costs of equipment and maintenance of hockey - friendly arenas was way too much to handle for most sports clubs , primarily because the popularity of hockey was not even close to much cheaper soccer , basketball or volleyball .]",[O B-Aspect I-Aspect I-Aspect O O O B-Object O O O O O O O O O O O O O O O O O O O B-Object O O O O O O B-Predicate O O B-Object O O O]
[basketball players get treated better than golfers and field hockey players .],[B-Object O O B-Aspect B-Predicate O O O O B-Object O O]
[it ' s why i maintain that basketball players are in better shape than hockey players .],[O O O O O O O B-Object B-Aspect O B-Predicate I-Predicate I-Predicate O B-Object O O]
[because the impact of one single player in the sport of basketball is greater than that in hockey or football .],[O B-Aspect I-Aspect I-Aspect I-Aspect I-Aspect I-Aspect O O O O B-Object O B-Predicate O O O B-Object O O O]
"[basketball is wayyy better than hockey : learn to put skates on and walk ( skate ) on ice and bam , u got ur self a hockey player .]",[B-Object O O B-Predicate O B-Object O O O O O O O O O O O O O O O O O O O O O B-Object O O]
"[my opinion is that hockey is safer than basketball , soccer or baseball .]",[O O O O B-Object O B-Predicate O B-Object O O O O O]
"[play hockey , it ' s safer than basketball : more than 30 percent of dentists report that basketball was the sport that resulted in the most dental injuries for their patients .]",[O B-Object O O O O B-Predicate O B-Object O O O O O O O O O B-Object O O O O O O O O O O O O O O]
"[i ' d feel safer about him playing soccer , baseball ( although a wild pitch to the head is always a risk ) or basketball , compared to football , hockey , or lacrosse .]",[O O O O B-Predicate O O O O O O O O O O O O O O O O O O O O B-Object O O O O O B-Object O O O O]
"[at the time , hockey was seemingly bigger than basketball .]",[O O O O B-Object O O B-Predicate O B-Object O]
[a bigger hockey rivalry than basketball to be sure !],[O B-Predicate B-Object B-Aspect O B-Object O O O O]
[those cities is where hockey has bigger ratings than their basketball team .],[O O O O B-Object O B-Predicate B-Aspect O O B-Object O O]
"[he has played for two years with team usa , and says sled hockey is definitely faster than his other sport , wheelchair basketball .]",[O O O O O O O O O O O O O B-Object O O B-Predicate O O O O O O B-Object O]
"[and on a basketball team , a poor draft pick ( or trade or free agent signing ) is harder to hide than on a hockey team .]",[O O O B-Object B-Aspect O O O O O O O O O O O O O O B-Predicate B-Aspect I-Aspect O O O B-Object B-Aspect O]
"[the school ' s hockey team will have an easier route to the final four than the basketball team , because the skaters need to win only one more game .]",[O O O O B-Object B-Aspect O O O B-Predicate B-Aspect I-Aspect I-Aspect I-Aspect O O O B-Object B-Aspect O O O O O O O O O O O O]
[a basketball team in newark wouldn ' t really fare any better than a hockey team because there are just more dominant teams in the area .],[O B-Object B-Aspect O O O O O O O O B-Predicate O O B-Object B-Aspect O O O O B-Predicate I-Predicate O O O O O]
[the michigan hockey team finished february with a better record ( 4 - 2 ) than the basketball team ( 3 - 4 ) but the wolverines have unfinished business remaining .],[O O B-Object B-Aspect O O O O B-Predicate O O O O O O O O B-Object B-Aspect O O O O O O O O O O O O O]
"[interestingly , a deep joint research study showed that although ice hockey is much faster paced and more aggressive than basketball , many of the building blocks needed to develop the trainer were found to be similar .]",[O O O O O O O O O O O B-Object O O B-Predicate O O B-Predicate I-Predicate O B-Object O O O O O O O O O O O O O O O O O]
[hockey is 10 times more physical than basketball and a thousand times faster than any other sport .],[B-Object O O O B-Predicate I-Predicate O B-Object O O O O O O O O O O]
"[i think if one of the major sports leagues was going to crumble , pro basketball would emerge from the ashes faster and stronger than either baseball , football , or hockey would .]",[O O O O O O O O O O O O O O O B-Object O B-Aspect O O O B-Predicate O B-Predicate O O O O O O O B-Object O O]
[umass students explain why hockey attendance is greater than basketball .],[O O O O B-Object B-Aspect O B-Predicate O B-Object O]
[this is qualified of suiting around eight thousand viewers for a hockey suit or greater than 10 thousand for basketball .],[O O O O O O O O B-Aspect O O B-Object O O B-Predicate O O O O B-Object O]
[wayne gretzky exceeds the benchmark of outstanding performance in hockey by a far greater margin than jordan does for basketball .],[O O O O O O O O O B-Object O O O B-Predicate B-Aspect O O O O B-Object O]
"[these tell us that playing hockey gives a greater chance of injury / head injury than other sports , such as soccer and basketball .]",[O O O O O B-Object O O B-Predicate B-Aspect I-Aspect I-Aspect O O O O O O O O O O O B-Object O]
"[the learning curve for enjoying and understanding hockey on tv is just greater than the learning curve for baseball , basketball and football .]",[O O O O B-Aspect O B-Aspect B-Object O O O O B-Predicate O O B-Aspect I-Aspect O O O B-Object O O O]
"[they also had north america versus the world in hockey , but again , that works better for hockey than it does for basketball .]",[O O O O O O O O O B-Object O O O O O B-Aspect B-Predicate O B-Object O O O O B-Object O]
"[it is definitely better for hockey than basketball , but that is not saying much .]",[O O O B-Predicate O B-Object O B-Object O O O O O O O O]
[a cramp / strain injury is more dibiliating to a basketball player than a hockey player because it ' s easier to hide your injury in hockey .],[O O O O O O O O O O B-Object O O O B-Object O O O O O B-Predicate B-Aspect I-Aspect I-Aspect I-Aspect O B-Object O]
[scott realized late in life that hockey is a better game than basketball .],[O O O O O O B-Object O O B-Predicate O O B-Object O]
"[so watching 5 hockey analysts sitting down at a table , on mute is better than watching a basketball game .]",[O B-Aspect O B-Object O O O O O O O O O O B-Predicate O B-Aspect O B-Object O O]
"[we will disagree on our opinions of the action on the court and rink , but the environment in the seats of a hockey game is far superior to that of a basketball game .]",[O O O O O O O O O O O O O O O O O O O O B-Aspect O O B-Object O O O B-Predicate O O O O B-Object O O]
[i was told by a bruin parent in attendance that it is easier to get a nebraska football ticket at memorial stadium than it is to get a volleyball ticket in the coliseum .],[O O O O O O O O O O O O B-Predicate B-Aspect I-Aspect O O B-Object O O O O O O O O O O B-Object B-Aspect O O O O]
"[however , football officials also perceived greater stress than volleyball officials for the ' fear of physical harm ' factor .]",[O O B-Object O O O B-Predicate B-Aspect O B-Object O O O O O O O O O O O]
"[look for fields where the inherent demands are less ( e . g ., golf rather than football ) or competition is lighter ( e . g ., volleyball instead of basketball ).]",[O O O O O O B-Aspect O B-Predicate O O O O O B-Object O O B-Object O O B-Aspect O B-Predicate O O O O O B-Object O O B-Object O]
"[the few goals in any given football match - there are even games that end 0 - 0 - are tedious for many who prefer the faster pace of basketball or volleyball , where games end with dozens , and generally more than 100 , points .]",[O O O O O O B-Object O O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect O B-Object O B-Object O O O O O O O O O O O O O O O]
[that volleyball players do better for themselves than football and basketball stars .],[O B-Object B-Aspect O B-Predicate O O O B-Object O O O O]
"[all in all , football ( like basketball , like waterpolo ) is inferior to rugby union or volleyball , because one can bring the family to follow the latter group more or less everywhere around the world .]",[O O O O B-Object O O O O O O O O B-Predicate O O O O B-Object O O O O O O O O O O O O O O O O O O O O]
"["" they ' re sort of the same , but i picture lacrosse as a little bit easier [ than football ],"" chaney said .]",[O O O O O O O O O O O B-Aspect B-Object O O O O B-Predicate O O B-Object O O O O]
"[however , it ' s certainly much easier for a 6 ' 3 suburban kid to become a lacrosse god at uva then start for the football or basketball teams .]",[O O O O O O O B-Predicate O O O O O O O O B-Aspect O B-Object O O O O O O O B-Object O O O O]
"[soccer , baseball , football , rugby - there ' s no other field game faster than lacrosse .]",[O O O O B-Object O O O O O O O O O O B-Predicate O B-Object O]
"[deaths from commotio cordis occurred in lacrosse at more than double the rate for baseball , about 15 times greater than for football , 20 times greater than for soccer , 42 times greater than for wrestling and 54 times greater than for softball .]",[B-Aspect O O O O O B-Object O O O O O O O O O O O O B-Predicate O O B-Object O O O O O O O O O O O O O O O O O O O O O O]
"[conclusion : i ' d argue that the swimming , softball , lacrosse , etc . programs have greater legitimacy than football , in terms of the university ' s education mission .]",[O O O O O O O O O O O O B-Object O O O O O B-Predicate B-Aspect O B-Object O O O O O O O O O O O]
"[i ' d lean towards the second type of protocol when upping the conditioning of a field based athlete , such as rugby , soccer and lacrosse , because there is a significantly greater need for conditioning than in , say , american football .]",[O O O O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O O O O B-Predicate O O O O O O O O O B-Object O]
[i think you need greater hand - eye coordination in lacrosse than football or basketball .],[O O O O B-Predicate B-Aspect I-Aspect I-Aspect I-Aspect O B-Object O B-Object O O O]
[many also cite lacrosse as being much safer than football and hockey with far fewer occurrences of concussions being reported .],[O O O B-Object O O O B-Predicate O B-Object O O O O O O O O O O O]
[people keep making the claim that lacrosse is safer than football or hockey and i just can ' t get behind those sentiments .],[O O O O O O B-Object O B-Predicate O B-Object O O O O O O O O O O O O O]
"[much like soccer , lacrosse has grown in popularity because of its fast - paced action and the fact its considered safer than a true contact sport like football or hockey .]",[O O O O B-Object O O O O O O O O O O O O O O O O B-Predicate O O O O O O B-Object O O O]
"[funny thing is lacrosse - very popular out here and my kids play it as well - has a higher injury rate than football , including head injuries .]",[O O O B-Object O O O O O O O O O O O O O O O B-Predicate B-Aspect I-Aspect O B-Object O O O O O]
"[i never got why lacrosse got so into the "" bro "" culture .. i guess they think that tapping into each other and being mostly white suburban made it cooler than football to them .]",[O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O B-Predicate O B-Object O O O]
"[i caught some of the sporting news radio lastnight , and the guy was saying jim brown played lacrosse for the orangemen and some of the people he talked to said brown was better at lacrosse than football !!!]",[O O O O O O O O O O O O O O O O O O B-Object O O O O O O O O O O O O B-Aspect O B-Predicate O B-Object O B-Object O]
"[in this one , we learn that he enjoys playing both soccer and lacrosse , the latter of which is a sport similar to hockey and which malkmus considers better than football because there is more skill involved .]",[O O O O O O O O O O O O O B-Object O O O O O O O O O O O O O B-Aspect O B-Predicate O B-Object O O O O O O O]
[lacrosse is a great sport to cross over with football .],[B-Object O O B-Predicate O B-Aspect I-Aspect B-Predicate O B-Object O]
