label	text
0	what is the scientific name for the borneo orangutan
0	can minute clinics prescribe antibiotics for uti
0	what is the lean process in healthcare
0	who wrote papa was a rolling stone by the temptations
0	what are the two national symbols of canada
0	how many times cowboys been to super bowl
0	what are the three major rivers in wyoming
0	how many calories are burned while lifting weights
0	The (MIT) Manipal fee is about 13 lakhs + the hostel and other charges, which is too much. Is the MIT really worth it?
0	what famous singers died in plane crashes
0	how does sea-floor spreading lead to the formation of ocean trenches
0	What job opportunities are there after an MS (mechanical) in the USA by an average university?
0	where in michigan is devil's crater
0	afl cio what does it stand for
0	On what basis does Balaji Vishwanath call AAP (Aam Admi Party) communist?
0	what is a network port on a computer
0	which drugs are effective against staphylococcus aureus?
0	what do fireflies use their bioluminescence for
0	what does sundial mean
1	Do employees at L Brands have a good work-life balance? Does this differ across positions and departments?
1	What are the most unhealthy foods that people eat frequently?
0	is a medical professional trained to draw blood from patients for laboratory tests and other procedures.
0	what film is the song the lion sleeps tonight from
0	what is the mechanism of action for aspirin
0	what is a dodecahedron?
0	Is it true that the Bhagavad-Gita is introduced in the 5th grade in The Netherlands?
0	what another name for troy
0	when did quill pens go out of use
0	what does thrombolytic mean
0	who is the governor of bihar in hindi
0	what causes swelling when you hit an something?
0	who plays the mom in the last song
0	what is a mudflow
0	when does south park the fractured but whole come out
0	how much salary for mpf
0	Is loving a crime?
0	what does the tegmentum control
0	what is the plural of yes
0	How can gain my weight?
0	can taking xarelto make your blood pressure lower?
0	what is a btu/h
0	who is considered a direct descendant
0	a good that can be used in place of another good
0	How does one reach their full potential?
0	what does rack and stack mean in the air force?
0	who played beast in beauty and the beast 1991
0	how much to replace circuit breaker panel
0	I have need to study for crocodile farms in Africa have the purpose of leather trade?
0	who came up with the hammer and sickle
0	what is a gel nail
0	How are careers in biology changing and what's necessary to stay current?
0	who wrote the text amarkosha during the gupta age
0	what is boc mean in federal government employment
0	What is the cost of living per month for a single student in Madrid? (including food and accommodation)
0	what aebe stand for under lung exam
0	what is unsaturated fat
0	What do you think of Prime Minister Narendra Modi's decision to introduce new INR 500 and INR 2000 currency notes?
0	not all who wander are lost quote origin
0	how many grams equal one pound
0	what systems maintain oxygen levels for a runners muscles/.
0	what refrigerant is in my 2003 toyota celica
0	is the cato institute biased
0	What is your review of Samsung Galaxy S6?
1	What are the best travel hacks you know?
0	kiss him not me who does kae choose
0	what does folk heroes mean
0	what are listing agreements
0	what is another name for temporary assistance for needy families
0	where is the air force academy located at
0	what does being vanel mean
0	How do you define what is moral and what is not?
0	when does mom feel baby move
0	when is the next episode of spirit riding free coming out
0	What will happen if I apply for a fresh Indian passport without mentioning the previous application file number (which was rejected 3 years ago)?
0	'who wrote i''ll follow you into the dark'
1	"What is the best example of ""hard work pays off""?"
0	What does the Chinese word 「气质」mean?
0	who has been elected as the new president of finland
0	how many clans are there in clash royale
0	What is your review of Doctor Strange (2016 movie)?
0	what are requirements for minor in spanish at uta
1	What's the best story about Egypt?
0	what colour wire is live in south africa
0	How can I log in to Facebook if I forgot my email?
0	What are some facts that everyone should know?
0	what is the definition of fodder?
0	who does gary oldman play in the christmas carol
1	who is the oldest man on earth and how old is he
0	what is the salary of us cabinet members
0	what are the restrictions for becoming an uber driver
1	what are the two tallest buildings in the world how tall (in feet) are they
0	How much does a front bumper repair cost for a BMW 5 series?
1	Who is the best ever sportsman?
0	what nation is in possession of the sinai peninsula today
0	What is the programming language used to develop Windows 10?
0	what does termination of parental rights mean
0	who plays the daughter in sweet home alabama
0	What's so special about the Siddhivinayak Temple?
0	what's happening in meridian idaho
0	who is considered the founder of anthropological archaeology
0	what vegetables is on veggietales
0	what does compensability decision mean
0	who is kevin with in this is us
1	What is the Sahara, and how do the average temperatures there compare to the ones in the Colorado Plateau?
0	Does the freelancing website addanyproject provide fake leads?
1	where is the deepest part of lake geneva
1	Which is the best Kajol movie and why?
0	How can I draw graphs of equations quickly in Math?
0	what is mercutio goal in romeo and juliet
0	What are some exothermic examples in everyday life?
0	what does biodiversity in a sentence
0	how did the em dash get its name
0	when was the last year they made silver quarters
0	what color is strawberry kool aid
0	Which type of components are good for gas stove?
0	someone who was born and raised in sweden
0	what all does a neonatal nurse practitioner do
0	what is the radio frequency for smooth radio
0	what does a dvr player do
0	what does three second violation in basketball mean
0	Which type of schools do you need to attend to work in a daycare?
0	what does the flu shot consist of
0	which nfl teams have never won a superboel
0	what is the first of the 12 days of christmas
0	what dissolves plaque on teeth
0	where is lorenzo tx
0	what airports access jackson hole wy
0	who wrote the song just the way you are
0	how many goals does cristiano ronaldo have for his country?
0	My parents sold some land in Asia and wants to send me money to buy a house in the US, who will get taxed by the US govt?
0	What are some examples of isotonic solutions?
0	How do I view protected tweets without following the person on Twitter?
0	can you contribute to a sep & a roth
0	how much does it cost to have a face lift
0	what is operational audit
0	how old do you have to be to apply at publix
0	who sang the songs in the movie ray
0	what are pyramidal cells
0	Where can I get expert residential air conditioning service in Chatswood?
0	where is uranium found and how abundant is it
0	how to see your messages on your cloud
0	what do credit agencies do
0	what is honey waxing
0	how does the first law of thermodynamics relate to sustainability
0	how does a member of the presidents cabinet officially get their job
0	where is holly mi ?
0	What are the possiblities for one-armed person to do archery?
0	when is the oath of allegiance for new citizens taken
0	I keep seeing the number 13. Is there any meaning to this?
1	Who was the first number one song beatles
0	when do the episodes for meteor garden come out
0	interview question how to do you take crisitiszm for the boss
1	who was most responsible for the second part of cell theory (that cells come from previous cells)
0	When did Andy Warhol become famous?
0	what genre is electric guests
0	My dogs like to lick me when I'm playing with them. They do it a lot. And with other people too, they just love to lick who is being nice to them. Are they just trying to show affection?
0	which mineral is a component of ATP
0	how would you represent the concept of mind
0	where can you normally find snow leopard
0	what does call and put mean in stock market
0	What do girls think about descent guys?
0	I am considering in getting a Pokémon game for the 3DS, should I get X/Y, ORAS or await Sun/Moon?
0	who invented the internet and when did they invent it
0	who served as the foundation for wundts work
0	What do Turks think about Slovenia?
0	what are the ages of little big town
0	What makes Asians looks Asian?
0	what does mre meal mean /
0	what must be printed on a pay slip
0	If a non resident alien invests in a US investment partnership (aka, hedge fund) how does the federal taxation work?
0	What is it like to shop on Flipkart on a Big Billion Day sale?
0	How do I get started as an affiliate marketer?
0	What properties does olive oil have that can be used for curing acne?
0	what is selenium
0	the future is female
0	I have completed my bachelor's in applied engineering physics. What are my chances of getting an MS in the petroleum engineering program at Politecnico di Torino?
0	do you need a visa to go to trinidad from jamaica
0	what does netherworld mean
0	Could space-time be intentionally bent in front of a spacecraft to make it travel through space faster?
0	how to draw anime wolves
0	how long should a central air conditioner last
1	What is the best way to get help?
0	what did obama do before becoming president
1	who is currently the highest ranking military officer
0	who played tupac shakur
0	Are there any religions that encourage sex?
0	who did the rams lose to in 2017
0	what biome in canada
0	Is it okay to drink your wife's milk?
0	what situation a particular act comes into effect
0	Will you release whether the USA has made contact with extra terrestrial life?
0	what began postmodernism
1	What is the worst mistake you can make at work?
0	how to do a musculoskeletal sports physical
0	what does an emergency room rn do in a hospital
0	what are the six main sociological research methods
0	when do items fall off your credit report
0	how to install a new hard drive on window 10
0	who sang sometimes i feel like a motherless child
0	what company made ratchet and clank
0	what are side effects associated with using lysine
0	when is the last time the minnesota vikings went to the super bowl
1	where do we have the smallest bone in our body
0	What time does mail run?
0	can a pitcher dh in the american league
0	What is “custom” in WhatsApp?
0	does strucalc do uplift
0	where in the caribbean does american airlines fly
0	burnet texas is in what county
0	how many mens college basketball teams are there
0	who sang it might as well rain till september
0	how much is the crown of england worth
0	who were the leaders of the confederate army
0	the default hello timer value for stp bpdu frames is
0	what are literary values
0	how did the game of golf get its name
0	What are some tips on making it through the job interview process at Unifi?
0	who is supposed to organize a class reunion
0	who plays the voice of thomas the tank engine
0	do away goals count in league one playoffs
0	what are strategy implementation
0	What happens when the Earth stops rotating in its orbit?
0	where does little red riding hood take place
0	What is the role of nucleic acids in living things?
0	which literary technique would a writer employ to portray traits of a character who is influenced by the region in which he or she lives?
0	when did the first crusade begin
0	Is F Gear an Indian company?
0	How can you find out who is calling you from a private number?
0	how many more days to school open
0	when was the first and second world war held
1	who has the most 40 point games in the nba playoffs
0	what is quadro
0	Can sweat leave scars on the skin?
1	What are the latest topics of research in petroleum engineering?
1	What are some good topics to discuss in school for free period?
0	how many hours a week can a security officer work
0	what can i do to improve my kidneys
0	what does pt/inr test for
0	what year was mel carter hold me
0	where was marquis de lafayette
0	Is it OK to read two or three books at the same time? Or just read one book a time?
0	Does Heisenberg's uncertainty principle actually defeat the concept of a deterministic future?
1	What is the difference between magnetic south pole and geographic north pole
0	what does selling bonds mean
0	what are the five phases of the cell cycle?
0	what does sleep deprivation do to your skin
0	what does therapy for mh mean
0	What makes a question on Quora needing improvement?
0	who founded the naacp and what was their purpose
0	Are alien parasites real?
0	who are the characters in im dying up here based on
0	when does mens hockey start at the olympics
0	where are you from if you are danish
0	which hormone is released from the ruptured follicle or corpus luteum
0	can sotalol cause an increase in potassium?
1	What is the best retailer (online or brick and mortar) to buy a home computer from?
0	what does the dendrites in the brain do
0	marian anderson was the first african american to sing where
0	what committees is juan vargas on
0	How many Bollywood Actresses takes drugs in real life?
0	How will the increasing influx of professional workers affect Oakland?
0	why do dogs eat cat stool
0	does orbit lawn enforcer sprinkler get rid of ducks
0	what is spry
0	what does freddo mean
0	What shopping cart integrates with Pinterest?
1	What is the best answer you have ever given to any question?
0	what county is urbandale ia
1	What is the best way to market an online ecommerce website selling video games?
0	how does affordable housing work in utah
0	how much does a cosmetologist make
0	who played apollo creed in the rocky films
0	how i met your mother who does ted end up with
0	when did the julian calendar come into effect
0	where did the boxing day tsunami take place
0	was hera syndulla in clone wars?
0	did the band train break up
0	Where can I get designer collection of affordable floor tiles in Sydney?
0	what are proteins kids definition
0	How do I track my TWITTER page visitors?
0	How can I learn to speak a language fluently?
0	How do I overcome of guilt after slapping best friend?
0	How long does it take to heal a damaged ligament?
0	c# what is it
0	How do I prepare for GRE verbal section within 40 days to get a score above 155? I am average in verbal section, no problem in quant! Just verbal HELP!
0	What is the size of the Wall Street Journal print edition?
0	who inagurated the maharashtra state ceremony 1 may 1960
0	what is the car in chinese
0	what is the origin of occitan language
0	how to do mla format reference page
1	who is the artist best known for the color purple
0	What is Navy SEALs salary?
0	'who did the halftime show at last year''s superbowl'
0	where is the umbilical cord attached to the baby
1	What are some lesser known Instagram tips and hacks?
0	What can fasting do for the body?
0	What would happen if you swallowed bleach?
0	where is defense information systems agency located
1	What are the best hotels in Amsterdam?
0	how many diagonals are there in an eight sided regular polygon
1	where do the largest concentrations of asian and pacific islanders live in the united states
0	where is the ark that was built in kentucky
0	Why do girls go to the bathroom in a group?
0	'why is earl sweatshirt''s album called doris'
0	what makes up the nordstroms company
0	How we can improve conversation problems?
0	how long does a counseling degree take
0	how do news reporters do their hair
0	who is current chief justice of supreme court
0	where did the anglo saxons settle in britain
0	what is vision
0	how long would it take to travel one light year
0	How do I share my feelings for a friend?
0	what causes a car to shake while driving at certain speed
0	Is it so necessary to print such a high denomination note of Rs. 2000?
0	who is in walking on broken glass video
0	what does pam mean as a relay?
0	what did the pyroclastic flow do to the forest
0	why did the massachusetts puritans adopt the halfway covenant
1	What are the differences between through and thru?
0	when did great britain become a parliamentary democracy
0	when does americas got talent live shows start
1	who is the first listened to on spotify
0	when will the irs accept.tax returns
0	when do millennials end and gen z start
0	who played the mother in little house on the prairie
0	How can I cure my knee pain?
0	who plays the mom on suite life of zack and cody
0	How could I make money online?
0	How can I get rid of black spots?
0	where is david from love it or list it from
0	How do you calculate your target heart rate zone?
1	Who is the most successful person of all time?
0	what was important about the location of the persian empire
0	blood diseases that are sexually transmitted
1	what is the main site of nutrient absorption
1	What are the advantages of a wireless laptop adapter?
0	what is downward drift
0	What is the step learning basic HTML?
0	who bought the plaza hotel in new york
0	when did the stone age begin and end
0	Is there a sports complex in VIT Vellore, where girls and boys can play Table tennis together?
0	what is baseline view
0	what county is coplay, pa
0	How can you tell if buttermilk has gone bad?  What is it supposed to taste like?
0	what are the signs of kidney failure in dogs with dm?
0	what causes worry and anxiety
0	what does nesting mean for dogs
0	How do I change RAW to NTFS?
0	is there a such thing as a great cousin
0	Do iOS developers use Android phones?
0	what causes a driveway to unravel
0	when was last time browns won a game
0	How do I remove the dry scalp or dandruff permanently?
0	who sings maria in il volo
0	How do I get meth out of my system faster?
0	where does the series the coroner take place
0	How do you get a free PSN generator with no surveys?
0	who attacked first in the battle of vicksburg
0	how did the civil war influence the role of government in the united states
0	What are Venkatesh Rao's views on meditation?
1	What is the best font type and size to use in a mobile app?
0	how long do you bake chicken breast
0	Every child will have ambition in life like what they want to become. I want to know whether all parents are promoting the aim of their children?
0	what are the structure of the ministry of planning and development of trinidad
0	Is there anyone use Wechat? What is the frequency you use in one day？
0	how long can a bone contusion last
0	What was the relationship between Alexander Hamilton and Thomas Jefferson like?
0	How does acquired behavior affect a person?
0	what do upc numbers mean
1	How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Atacama Desert?
0	What are resources I can use to know if I am emotionally abusive in a relationship?
1	Which is best hair loss treatment clinic in Ahmedabad?
0	who gives out the duke of edinburgh award
0	dry mouth can mean what
0	How do I track a cell phone by number for free?
0	what are the measurements of a railroad tie
0	where is the jersey shore located in new jersey
0	what channel is the new kevin costner movie on
0	what does the snake represent for chinese zodiac
0	how old was miranda cosgrove wente played in season one of drake and josh
0	When can women get pregnant in the menstrual cycle?
0	Does astrology exist?
1	How can you compare and contrast a rice cooker and a slow cooker?
0	what are cells definition
0	what is the democratic republic of the congo known for
0	who took control of the south african government in the 1970s
0	who was the treasurer of the united states in 1950
0	How can a guy impress an unknown studious girl?
1	when is best time to buy airline tickets
0	Is 8.0 CGPA good in the 10th class?
0	Is it worthwhile to learn French?
1	who was the first canadian to win an olympic gold medal while competing for canada
0	Is this grammatically correct?
0	what is the meaning of divergent in the movie
0	Why would you buy an iPhone 7?
0	when can longhorn male calf
0	who is richard cook the guy that just shot that lion
0	Windows 10 issues: wifi is shown as disabled and does not enable . How do I fix this?
0	when was kristin chenoweth born
1	What are some best songs to listen to?
0	what group is jb in
0	under obamacare how much do you pay in taxes if you had no insurance
0	where is the deltoid tuberosity of the humerus located
0	'what is the purpose of women''s ministry'
0	what causes morning back pain and stiffness
0	How did Jonathan Chen make his fortune?
0	what kind of salad goes well with lasagna
0	Which programming language is used to write bytecode?
0	how many liters of water do our bodies require a day
0	what is transferred amount on ameren invoice
0	what are the responsibilities /roles of the president?
1	What is the difference between Form Follows Function and Function Follows Form?
0	who are the exception in being able to conquer nomadic central asia
0	what does it mean when you are in trust for
0	what name was given to african american who moved to the great plains
0	what episode do they find the ice truck killer
0	what is the net migration rate in australia
1	What are the best tech conferences in Europe for students?
0	who plays the hot maid in american horror story
0	Do I need to consider the importance of variables to run K-means clustering?
0	what modern-day country holds the archeological remains of the city of troy
0	who does a contract administrator answer to
0	How do we prevent acne simply at home?
0	what is an operating agreement and how do i get it
0	what language do they speak in trinidad and tabago
0	Why is ADHD misdiagnosed as narcolepsy and vice versa?
0	'who won season 17 of america''s next top model'
1	What are the best Cyanide & Happiness comics?
0	Is snapdeal making profit?
0	vitamins a, d, e, and k are dependent upon
0	who plays the skin changer in the hobbit
1	What are biggest secrets of Aghori Sadhus?
0	does private pilot license expired faa reg
0	what continent can mt kilimanjaro be found in
0	what organisms conduct photosynthesis
0	which is not a major function of proteins in the cell membrane
0	when is awkward coming back
1	who was the first person found not guilty by reason of insanity
0	where did the marvel zombie virus come from
1	Why does Israel have the highest rank of suicide in Middle East far larger than Iran, Turkey and Arabian countries? Where is the problem?
0	how long have they been testing self driving cars
1	What were the most important events happened in India in 2016?
0	what continent does the sierra nevada mountain belong to
0	How does a man know that a woman loves him?
1	What job requires the most patience?
0	Who was the 25th President of the United States?
1	Which are some of the best horror movies of all time?
0	what are plant fertilisers made of
0	when do homologous chromosomes cross over in meiosis
0	what is claudication
0	what is monosaccharide
0	how many episodes in the 7th season of game of thrones
0	when is inauguration day
0	how to begin writing a autobiography
0	who won the american league baseball world series in 1998
0	why do puppies lick their owners
0	who address the delhi as one of the greatest cities in the world
0	What is India's GDP growth rate? Is it real or the data is being manipulated?
0	when was bol bol born?
0	What should I do when a girl likes me, but I don't like her while the girl I do like doesn't like me that way?
0	Why do I keep dreaming of a girl I like, but don't see anymore?
0	what is l1 visa
0	has jeopardy been cancelled
0	is a micron a micrometer
0	What are your views on Patanjali FMCG products?
0	"How many seconds does a viewer have to watch in order to get recorded as ""viewed"" on Instagram story?"
0	what is a cmm job
0	What are some reasons why your iPod Nano wont turn on or charge?
0	what does aub stand for in medical terms
0	who was the movie the fugitive based on
0	does the spacious balcony of the freedom of the seas have bunk beds?
0	What is the standard width of an interior door?
0	can you deduct lawyer fees for guardianship on taxes
0	who sings the answer is blowin in the wind
0	where was season 4 fear the walking dead filmed
0	what do lines in my nails mean
0	what is the function of a starfish spine
0	What is the point of demonetization of 500, 1000 currency notes and bringing new notes in circulation when new notes can be used for same purpose?
0	how many lok sabha seats in himachal pradesh
0	do you cycle hgh?
0	how popular is baseball
0	What colour shirt will go well with a blue pants?
0	can a shoulder injury cause numbness in thumb
0	Why are my neck veins distended at times, and they feel like they're choking me?
0	what are the four major bowls in college football
1	who has the most liked video on youtube
1	who did the stock market crash affect the most
0	when did the north and south korea war start
0	who sings everybody wants to rule the world on barnardos advert
0	what do i need for a reentry permit
0	'what episode of grey''s does addison go to la'
0	what does means polyunsaturated for biology
0	How do North/South Korean spies travel between the two countries without being detected?
0	where did laura ingalls wilder write her books
0	who sang what condition my condition was in
1	what age should i get colonoscopy with family history
0	What happen if India ban caste system?
0	how to file a judgement obtained by a foreign
0	is marran a name
0	How can rock music be brought back?
1	What are the best books for UPSC/UPPCS?
0	who plays old alex in jumanji welcome to the jungle
0	How are IISER placements and packages?
0	How do you recommend features to the Quora team?
0	what county is rutherford new jersey in
0	What are some symbols for renewal, rebirth, or redemption?
0	when should i apply for fafsa
0	can my employer pay my autoenrolment contribution
0	what does the word fictitious mean
0	what is a dogo argentino breed
0	what does do stand for in shipping
0	how much vitamin c is in strawberries
0	what are the bursae and where are they found?
1	Which is better, a career in environmental buildings or typical structural engineer?
1	What are Hillary Clinton's weaknesses, when compared to Donald Trump?
0	what is resettlement
0	who won american idol when jennifer hudson competed
0	what does the political left control
0	I want to create a study and get grant money for it. How difficult would it be to get grant money from the US government?
0	what axons are in action potential
1	What are the best mobile phone manufacturers?
0	how long does a guy wait to sleep with you
0	'who sang background vocals on you''re so vain'
0	what to plant in the spring for a small food plot in michigan
0	For what purpose do you use AWS EC2 instance tag?
0	As a business owner when searching for best rates for services, how would you compose a mass email to companies you’re not interested in working with?
0	how did bruce lee son died
0	What is the font used on Microsoft websites? Can someone use that font for its own website? If yes, how can he get it?
1	Which organic aloevera gel is best suited and effective for oily and acne prone skin type?
0	what does a t with a dot over it mean on a prescription
0	what is the measurement of a pole or perch
1	which life stage of the honey bee is most commonly fed upon by the varroa mite
0	who played the creeper in jeepers creepers 1
0	what does oasdi stand for on my dod government civilian les
0	what causes blurry vision and jerky eyes
0	what are the major branches of the aorta arch
0	what identifies success writing prompt examples
0	the is located at the bottom of the uterus
1	what is the benefit of donating to a raffle prize
0	what is the noun of celebrated
0	does whoopi goldberg really sing in sister act
0	when is a bypass surgery needed
0	Where can I find Twitter statistics by country?
0	How safe is new Rs 500 and Rs 2000 Indian currency notes?
0	what are bylaws of an llc
0	who played young celie in the color purple
0	what area of the spine causes foot pain
0	where was harold & kumar go to white castle filmed
0	what guns did the las vegas shooter have
0	when does spike tells buffy he loves her
0	what class of car is a prius
1	What is the best programming language nowadays?
1	Which is the most developed city in India?
0	what is considered parcel mail
0	How do I edit a PDF file and save back again in PDF or Word format?
0	where is area code 508 located in the us
0	when did phantom of the opera take place
0	which roblox games save progress
0	how to read contact numbers iphone
0	what degree did franklin roosevelt receive from harvard
0	who is the voice actor for zoro roronoa
1	Who is going to win the 2016 US presidential election? Why?
0	what is task identity mean
0	who sings you ain never had a friend like me
0	How do you potty train a 6-month old Pit Bull?
0	what diagnosis code can be used for routine labs
1	What is the difference between arithmetic logic unit and control unit
0	How much will it cost if I want to run 2 1.5 tons air conditioners off-grid in Pakistan on solar panels only?
0	when was the first jack in the box invented
0	does stubble turnip seed have high erucic
0	Which company in Mumbai can manufacture clothes for me according to my design and with a low MOQ?
0	where are oropharyngeal cancers
1	Should india invest more on agriculture or defence?
0	why would an embargo on japan potentially stop its expansion in asia
0	what does ingress app do
1	What are some of the best real life examples of Instant Karma?
0	how much exercise does my boxer cross need
0	how to live with someone who has depression and anxiety
0	what date did the battle of bennington end
0	what medical condition requires plastic chest protection
0	what county is garden city
0	when does laser spillover occur?
0	how to create groups in iphone 6s
0	What would happen if tomorrow, Michael Jackson revealed he was alive and faked his death?
1	What are the difference between resin cast and normal transformer?
0	lebron all defensive first team how many times
0	is the federal reserve board a government organization
0	what does a frito lay packaging machine operator do?
0	who are the kane county cougars affiliated with
1	What is the Sahara, and how do the average temperatures there compare to the ones in the Dasht-e Margo?
1	Which is the Good hotel in Dothan Alabama with great hospitality?
0	How do I gain weight in naturally way?
1	As of March 2014 which is the better gaming console on the market, Sony's PS4 or Microsoft's Xbox One?
0	what are naics codes used for
0	how tall was bat masterson
0	How can I view deleted Instagram search history?
0	What physical activities does Richard Muller do?
0	what year was atlantic cable put on the bottom of the ocean floor
0	How do you treat diarrhea with black specks?
0	to which type of physical activity does the term exercise refer to
0	when did the first season of fuller house come out
0	Is there any place in Islamabad where a girl can wear a knee length skirt?
0	where are the sensory neurons located in the reflex arc
1	What are the best places to visit in Goa on a 2.5 day trip?
0	How did computers in the 1950s work?
0	How are cavities on the side of my tooth removed?
0	what breed of dog is cujo?
0	what is not a purpose of the constitution
0	What is euro?
1	is tucson az more expensive place to live than florida
1	Who will be a better president Donald Trump or Hillary Clinton?
0	What are the safety precautions on handling shotguns proposed by the NRA in Kentucky?
0	What should I do to succeed as a software engineer?
0	Why do people ask basic questions instead of searching them?
0	what does acento mean in spanish
0	weather channel show prospectors how many seasons
0	how to get rid of mosquitoes in yard naturally
0	What are the primary design defects of HTTP?
1	What is better for car loan; finance company or banks?
0	Why can't India show a hard stance against terrorism like Israel did?
0	what does a finance degree coverage
0	how do you get high on jimson weed
0	how long does respite last
0	which theorist is associated with the concepts of me and i
1	which professional.sport pays the most money
0	what does the name louis come from
0	Is it possible that the emotions could come from both the heart and brain?
0	What the right technique of meditation?
0	where is the official si atomic clock located
0	I am the reincarnated high priestess of Atlantis. I'm going to write a book about it someday called Applewise. Is anyone interested in reading it?
0	'when does everyone find out shawn isn''t psychic'
1	what is the difference between canapes and hors d oeuvres
1	In what terms SapientNitro is better than Yatra.com for freshers?
0	How can I find my old password or can I log into Facebook from my Gmail account?
0	what are the products of the calvin-benson cycle
0	who called the chaucer the father of english poetry
0	what are learning methods
0	what is a mangrove ecosystem
0	how to check if a file exists in shell script
0	what vision is legally blind
0	what does the last name love mean
1	What are the most successful FinTech startups?
0	What happened to Pablo Escobar's money after he died?
0	what are other area codes in brentwood
0	What are some uses for a semi engine?
0	Is a math major at the Boston University worth the price?
0	is subordination a social concept
0	What does the insanity workout do?
1	is australia the oldest continent on the planet?
0	what does a proto-oncogene do
0	are unsubsidized federal student financial aid loans need-based
0	My penis foreskin can't retract and penis head hurts when being touched. This has been stopping me to have sex with girls. What should I do about it?
0	who sings yummy yummy yummy i got love in my tummy
0	How will Trump make America great again?
0	'who did the vocals for mcdonald''s jingles i''m loving it'
0	Does one need to change Django App name?
0	Is Sprite a good mixer for vodka
0	at what temperature is a car overheating
0	what does abnormal results of blood means?
0	what does financial security is modeling mean
1	what were the first multi-cellular animals on earth
0	how long after i eat does it come out in my breast milk
0	what system is the vena cava part of
0	why is it called diamond skin disease
0	what age do moles appear
0	How do I start learning c language?
0	Would you consider deleting your Facebook account?
0	what did ringo play
0	does kelp live in oceans
0	How can I withdraw cash from my bank account while I do not have a bank passbook and I lost my debit card?
1	What is the worst thing you've ever done?
0	what does guapo mean in spanish
0	I want to prepare for my technical interview rounds by J.P Morgan (Mumbai branch). What questions are asked by J.P Morgan for a 5 year experienced Java developer?
1	What should be the best resume title for b.tech fresher in electronics and communication?
0	what step is conducting a field sobriety test
0	how much does it cost per acre to replace gas lines
0	similar chemical properties of mg and ca are due to
1	What is difference between Profitability and financial stability of commercial bank?
0	what bachelor degrees are used to be teachers
0	How do I start contributing for open source development?
0	why is ganges river important
0	what does teas test
0	What should I do when no one talks to me?
0	what do physical therapists do on the job
0	Is it good to follow people or follow oneself?
0	what does a gallon of butane weight
0	what is the channel number for nbcsn on dish network
0	how many hobbit movies are there going to be
0	what does narrowing of the distal esophagus
0	who is running for election in texas 2018
0	what are the two factors in determining the building type?
0	what is the purpose of cornstarch in baking soda
0	are sudorific glands present in mammals
0	How has arctic moss adapted in the tundra?
0	Can you prove that God does not exist?
0	who sang i want to rock with you baby
1	Where is the best coworking culture in Bangalore?
0	are the lesser petrosal nerve and greater petrosal nerve connected
0	three types of clouds and what is associated with each type
0	what was the celts education
0	when does season 14 of family guy come out on netflix
0	where do the mtv movie awards take place
0	How can I find out if my husband is cheating?
0	when did naruto get the second half of kurama
0	what is phenolpthalein and what was it used for in the labs
0	what is the origin of polarity in molecular compounds
0	What is the benefit for a middleclass people on this GST Bill being passed?
0	Does a supermassive black hole form from a hypernova?
0	how many times have ajax won the european cup
0	when does the earned income tax credit expire
0	Should I tell her husband that his wife cheated on him with me?
0	what are the key ingredients in dr jekyll
0	what does felicity me
1	What are some interesting areas of English that I could do undergraduate honors thesis in?
0	when is wynonna earp season 2 coming out
0	What is architectural engineering? How is it used and what are some examples?
0	how do i join the democrats
0	Thermodynamics: Why does holding my hand over a pot of boiling water (T=212°F) burn the hand faster than putting it in a 400°F oven for a few seconds?
0	Should the U.S. get rid of the electoral college and allow its citizens to elect presidents by the popular vote or another method?
0	when is mt etna predicted to erupt again
0	what are some biomedical careers
0	Should a 21 year-old woman try dating a 40 year-old man?
0	what does the saying. bread and butter refer to?
0	what county is tekonsha, mi in
0	What advice would you give your 16 year old self?
0	What is your definition of evil?
0	how much does the winner of the arnold palmer invitational make
0	what does the t stand for in children's clothes sizes?
0	how do barbers get paid
0	Is the 2006 Nissan Latina a good car to purchase?
0	Why do people ask questions on Quora that are easily answerable via a quick internet search?
0	where did the neolithic and agricultural revolution began
1	What are the top reservoirs in the world?
0	what rapper is the movie hustle and flow about
0	what is the meaning of the word finder
0	what computer companies let you customize desktops
0	Is it possible to make money as a user on Quora?
0	what is the average age of a kid getting a cell phone
0	where is lake chad
0	who is the minister of finance in india
0	What are Naabhasa yogas in Vedic Astrology?
0	what causes african violet leaves to dry up.
0	where does natural cotton come from
0	what's the weather like in bend oregon
0	How does it feels to be on the top of Qutub Minar?
0	If I have a Spotify premium account on my iPhone, can my friend use it on his iPhone?
1	What is your favorite music genre and why?
0	Does Qur'an prohibits non-muslim to visit Mecca?
1	who won the first battle of the civil war
0	what is a double wide home
0	what are the early signs of the flu
0	'who is the winner of asia''s got talent 2017'
0	I'm going to London next week. What are some things worth seeing?
0	does netflix force awakens
0	what foods should a person in diverticulitis exacerbation avoid
0	How would I know if my husband is a sociopath?
0	who sang pull up to my bumper baby
0	what caused steve holcomb's death
1	what is the second biggest ship in the world
0	what age are you when born 1991
0	Is the United States of America a Christian nation? Why or why not?
0	how does ginger help
0	is ethanol is called biofuel
0	what is love litigating lawyers day
0	what causes hot ears?
0	who wrote screenplay for in search of lost time
0	Can someone walk from India to Sri Lanka?
1	What are some mind-blowing wallets that exist in 2016 that most people don't know about?
0	what is myofunctional therapy
0	what is the size of argentina in miles
0	what does vaps stand for
0	economies of scope refer to cost savings that arise when the
