difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	comp	question	dataset
0	0	0	0	0	0	0	0	0	0	0	0	How do billionaires get their wealth?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do Boxer/Yorkie mix dogs get along with other dogs?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do capillaries in the towel absorb water how does that mechanism work?	q
0	0	0	0	1	0	0	0	0	1	0	1	How do cigars differ from cigarettes?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do dogs die of old age?	q
1	0	0	0	0	0	0	0	0	0	0	0	How do free apps make money?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I add an image to a question on Quora?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I add images in Quora?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I add more details to a question using Quora app on Android?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I approach any physics problem?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I ask my girlfriend for her passwords?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I automatically turn airplane mode on at night and off in morning in lollipop?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I be a best product designer?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I beat a psychopath?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I beat the impostor syndrome out of my life?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a better freelance graphic designer?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a neurologist?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a pilot in India?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a professor?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a quant in a year?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a radiation oncologist?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a real estate agent?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become a transgender female if I'm not very feminine?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become more positive?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become more self-disciplined and avoid procrastinating?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I become rich at the age of 13?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I cancel/terminate a job flow *step* on Elastic MapReduce?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I change my email address?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I change RAW to NTFS?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I check whether my phone has LTE or VoLTE support?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I choose the perfect career?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I clean stains on a mattress?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do i come out of this depression phase?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I connect my HTML website to a MongoDB database?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I connect my PC's internet to my Windows Phone via USB or via Bluetooth?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I connect three phase power with change overswitch to db three phase show the diagram?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I connect USB Pen Drive to the TV with VGA port?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I control my emotions and anger?	q
0	0	0	0	0	0	0	0	0	0	0	0	"How do I convert "".exe"" files into videos?"	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I convince my girlfriend's parents for our marriage?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I crack SSC exam?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I crash nda?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I create a successful app?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I create Google Calendar events from a Google Sheet?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I create value for others?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I deactivate a Yahoo! account?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I decorate an 80's bedroom like Glenn Guglia from the wedding singer?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I delete a question on Quora application?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I delete a Quora question?	q
0	0	0	0	0	0	0	0	0	0	0	0	how do I delete questions from quora?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I delete sent pictures on chat for Snapchat?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I delete thousands of old unread emails from my Gmail?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I direct bad acting?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I do internship at google?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I downgrade iOS?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I download a YouTube video not set for offline viewing?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I download the UFC game on a PC?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I download videos from hotstar without using any software?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I draw a NAND gate using only NOR gates?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I drive a car faster?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I dye my hair pale blonde?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I earn money from the Internet?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I earn more money through internet/online?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I fall out of love with someone?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I find a good job fast?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I find all my Gmail accounts?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I find all the followers of a question in Quora?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I find my lost phone?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I find out if a hot guy is gay?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I find the 5th highest salary in sql?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I find value of u from this equation?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I fix Err_Connection_Refused problem for some websites in all browsers in mac?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I flirt with any girl?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I forget my ex after everything we've been through?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I gain weight fast, without expensive supplements?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I gain weight in naturally way?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get a grant for game development in Ontario, Canada?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get a question posted?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get back in my old Facebook account?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get early release from project in TCS?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get into Harvard with bad grades?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get into Indian railway job?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get meth out of my system faster?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get money back in PayPal if someone sent on wrong email address?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get more friends?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get motivation to lose weight?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get my fair skin back?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get my money back from an we chat scammer?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get mystical experiences?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get over my impostor syndrome in college?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get over with depression?	q
0	0	0	0	0	0	0	0	0	0	0	0	How Do I get Relaince Jio Sim?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get rid of hair loss and a damaged scalp?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get rid of the pain and suffering from unrequited love?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get ripped in 5 weeks?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get selected in MTV Roadies show?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get the details of a person who has transferred money into my account?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get to my WhatsApp account using a new phone?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I get to understand English movies without subtitles?	q
0	0	0	0	0	0	0	0	0	0	0	0	How Do I get traffic on website?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I gift a girl friend on her birthday?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I grow a mini afro?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I grow hair faster?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I hack in app purchase of server sided games?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I hack/spy on someones LINE chat messages?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I handle group discussion?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I have sex with a girl who does not like me?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I hire a hacker?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I impress my boyfriend and his friends?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I improve my concentration to the maximum?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I improve my English writing and speaking skills?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I improve my machine drawing?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I improve my pronunciation of English?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I improve my Quora questions?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I improve my relationship with my wife?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I improve my social life at age 20?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I increase height after puberty?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I increase muscles in hand?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I increase my learning speed?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I increase my level of confidence?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I install and start up C programming language?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I join the fight against ISIS?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I know if I am an introvert?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I know if my business name is good?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I know if someone viewed my profile on Whatsapp?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I know on which name a particular SIM card is registered?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I know that I am a psychopath?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I know when a girl is interested in me?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I learn Cloaking in SEO?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I learn deep learning in 2 months?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I learn hacking from beginner?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I learn the saxophone?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I learn to remember names?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I learn to type with all 10 fingers?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I live a simple life?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I log out from Clash Royale?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I look at the followers of a private instagram account?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I lose 20-30 kg?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I lose belly fat without exercising, it's causing me stress?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I lose fats and excessive weight from body?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I lose weight?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I make $5,000 or more a month online?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I make $50 a week online through blog?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I make $500k as a CPA?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I manage my overwhelming anxiety?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I marketing?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I meditate?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for a phone call with a KPMG Campus recruiter for summer internships?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for a programming interview within 2 weeks?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for CDSE?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for iit JEE in my drop year?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for Net JRF in English literature?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for the Google Summer of Code (GSoC)?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for the IAS exam at home?	q
0	1	0	0	0	0	0	0	1	0	1	1	How do I prepare for TOEFL or IELTS?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for UES pre SSB?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare for upsc prelim?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prepare the resume?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prevent this cheek bite?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I prove 1+1=2?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I rank YouTube videos in Google?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I recover a deleted Instagram name?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I recover deleted browser history?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I recover my Gmail account password without a recovery email or the security question?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I recover my Gmail account?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I recover photos that weren't backed up on my iPhone 7?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I reduce my belly fat easily?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I regain confidence?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I remove an oil stain from work pants after one wash?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I remove burning odour from milk?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I remove Jio 1 GB data limit?	q
0	0	0	0	0	0	0	0	0	0	0	0	"How do I remove the Windows 8 ""watermark""?"	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I reset my American tourister lock?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I reset my gmail password when I forgot without phone number and recovery mail?	q
0	0	0	0	0	0	0	0	0	0	0	0	"How do I respond/acknowledge my boss for the task assignment in email? Is it fine to say ""Thank you so much for sending the task. I will get back to you once I get questions?"""	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I retrieve deleted messages on my Kik?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I score 350 in BITSAT 2017?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I see all the Quora questions I've asked or am following?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I see who viewed my instagram videos?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I see who's viewed my Instagram profile?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I self publish a book?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I self rehab from masturbation and porn addiction?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I share referral link from my website to Instagram?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I solve the problem of continuous gesture recognition? What algorithms could be used? How?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I solve this exponential equation [math](2+\sqrt 3) ^x + (2-\sqrt 3) ^x = 4[/math]?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I solve this inverse Laplace transform of [math]\frac{s}{(s^2+4)^3}[/math]?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I speak English like celebrities?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I spot fake Puma shoes?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I start a company like square? What are the step by step procedures?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I start my career in Animation?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I start my GMAT preparations from scratch?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I stop being insecure unnecessarily in my relationship?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I stop dreaming?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I stop eating junk food?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I stop my American Staffy/Kelpie mix from humping my furniture?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I stop receiving Quora emails?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I stop them from abusing our family?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I study abroad in London?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I study biology AS and get an A?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I study chemical bonding for JEE Mains?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I study stochastic partial differential equation?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I survive the competition in online food ordering (middleman) business?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I tactfully tell someone that they smell bad?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I take off the screen overlay?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I take tests of GA Virtual Learning?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I tell a girl that I like her, through eye contact?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I tell my parents that I don't want to celebrate my 18th birthday?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I to get rid of acne scars?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I track my stolen phone or device?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I translate еЏ‹йЃ”д»ҐдёЉ жЃ‹дєєжњЄжєЂ into English?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I turn on a laptop without a power button?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I unsubscribe from promotional text messages?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I update my graphics drivers?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I upload photos on Instagram through a web browser?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I use a condom effectively?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I use Cadence tool for designing a TFET {HTFET} based system? How to create library files?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I use Evernote app for making notes from the hindu by my Android phone?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I watch Discovery Channel in Roku?	q
0	1	1	0	0	0	0	0	1	0	1	1	How do I work out the most successful social media account from a list of the amount of followers gained over the weeks the accounts have been active?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I write a persuasive cover letter?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I write an article?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do I write my first nonfiction book?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do iinvest in Uber or Ola cab business in mumbai?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do know when you're in love?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do our rockets and satellites escape from space rocks?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do Outback Steakhouses prepare and cook their steaks?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do paid hackers hack Facebook profiles?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do people behave in groups?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do people get the motivation to go to the gym like every day?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do people join ISIS?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do presidential elections work in the US, how do the compare to the presidential elections in Mexico?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do private equity firms who invest in real estate finance their investments? How much do they put down?	q
0	0	0	0	1	0	0	0	0	1	0	1	How do prosecution and defense differ?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do sites that provide online coupon codes make money and how do they get the codes?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do squirrels chew so fast?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do tattoos work?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do television shows recruit sponsors?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do the Art of Living programs benefit one?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do the Delhi Metro cards and tokens work?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do the Jews perceive, feel, understand, view, believe, and opine, about the Dalits, Shudras, and Dasa?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do the tourist attractions on the Scandinavian Highlands compare to attractions in Luxembourg?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do they measure mean sea level?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do top students study math?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do we attract customers?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do we draw ray diagrams of light?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do we go to sleep without even noticing it?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do we identify the emitter, collector and base of a transistor by using a multimeter?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do we make friends?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you add a profile picture on Quora?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you add ringtones to your iPhone without iTunes?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you add topics on Quora?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you balance a chemical equation?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you become more self-aware?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you bring a1c down with type 1 diabetes?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you calculate your target heart rate zone?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you connect to iTunes on your iPod?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you convert centimeters to inches?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you create a brand strategy?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you decide on a career to pursue? Are there any indicators?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you determine the derivative of xsinx?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you do a factory reset on an Android?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you factory reset a Dell computer?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you find a percentage of two numbers?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you find an arc length of a circle if you only know the radius, but do not know theta?	q
0	1	1	1	0	0	0	0	1	0	1	1	How do you find out what the best food to give 4 week old German Shepherd puppies?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you fix a blurry webcam?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you get a senior to like you?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you get over a broken heart?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you get rid of acne scars on your chest?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you get rid of white spots on your face?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you get the percentage of something without using a calculator?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you get Windows 10 to forget an external display?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you heal scabs on your face quickly?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you know if she is the one for you?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you know if you are bisexual?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you know if you like a guy?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you know if you're in love?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you know when you're over someone?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you learn about hacking?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you learn something new and prevent yourself from forgetting?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you make a picture collage without frames?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you make an example to help picture thermal energy?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you make your own website for free?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you maximize your 20s so as to be great by age 40?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you melt peanut butter? How is peanut butter made?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you open MOV files on a PC?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you prepare and study for a test?	q
0	0	0	0	0	0	0	0	0	0	0	0	"How do you pronounce ""lychee""?"	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you read online the book The Outsiders by S. E. Hinton?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you repond to someone who sent you a thank you message for sending them condolences for the loss of a loved one?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you reset a laptop to its factory settings?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you reset your Motoblur?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you resize an MP4?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you set SEO expectations for your clients 2 weeks, 1 month, 2 months, and 3 months?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you start a conversation with a girl in public?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you start your own FM radio station, and how much would it cost in kerala?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you teach a child to stop lying?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you train your memory to memorize things fast?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you treat diarrhea with black specks?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you unlock a disabled iPhone 5?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you use 'machiavellian' in a sentence?	q
0	0	0	0	0	0	0	0	0	0	0	0	How do you write a How-To essay?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does a Black Lab/Pitbull mix behave around children?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does a company conduct technical meetings with the QA team?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does a CV of an IITian look like?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does a Facebook app like Love or Friendship calculator works?	q
0	1	0	0	0	0	0	0	1	0	1	1	How does a first-time founder best meet investors in Silicon Valley?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does a girl feel horny?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does a guy feel when a girl confesses that she likes him?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does a man know that a woman loves him?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does adding coffee grounds to compost help plants?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does antibiotic resistance develop?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does ATM transaction work?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does Augmented Reality Work?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does banning 500 and 1000 rupee notes help to control black money?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does calcium carbonate react with sulphuric acid?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does Cotton Hill die?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does DNA split?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does exercise relieve stress?	q
1	0	0	0	0	0	0	0	0	0	0	0	How does first time sex feels like?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does General category candidates feel like when they write NEET?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does Google make money through apps?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does House of Lies produce the freeze scenes?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does IFTTT add channels?	q
0	0	0	0	0	0	0	0	0	0	0	0	How does it feel to own and ride a motorcycle with a small engine displacement?	q
