sentence,label
"MySQL [SEP] Oracle [SEP] Database: MySQL, Oracle, DBI",0
"nixon [SEP] reagan [SEP] Shouldn't nixon have surrendered to McGovern in 1972, the better to lay the groundwork for a reagan resurgence in 1976?",1
"Java [SEP] Python [SEP] Generally, the book's coverage seems fuller and better for PHP than for Java or Python.",0
"Ford [SEP] Chrysler [SEP] But, like Ford, Chrysler is talking retail.",0
"Apple [SEP] Intel [SEP] In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.",2
"Dell [SEP] Intel [SEP] Remember the Dell display is a little smaller, but I am guessing the Intel processer is a little better (not sure though).",1
"Amazon [SEP] Apple [SEP] Generally, both Amazon and Google are superior to Apple in managing recommendations.",2
USB [SEP] Bluetooth [SEP] For wider USB device support outside of drives and HDDs the Samsung's are decidedly less compatible than ASUS gear (their Bluetooth device support is also worse).,0
Motorola [SEP] Samsung [SEP] Motorola Droid Razr vs Samsung Focus S,0
"Microsoft [SEP] Amazon [SEP] Version 4.3a introduces new LiveLink™ products for Microsoft® Excel® 2010 for Windows® and Solid Edge®, Amazon EC2™ cloud computing support, and ECAD file import.",0
"Perl [SEP] JavaScript [SEP] Highly experienced in Python and Pearl RegEx, Python, Perl, and XML processing (SAX/DOM) ,Solid understanding of SQL and relational database design Python, MongoDB JavaScript and Tornado to provide a RESTful JSON API.",0
aluminum [SEP] steel [SEP] aluminum is less expensive than stainless steel and easier and faster to fabricate.,2
Windows 8 [SEP] Windows 7 [SEP] Windows 8 is technically superior to Windows 7. That's not the issue.,2
"carolina [SEP] pennsylvania [SEP] The migrants from Virginia, North carolina, and pennsylvania were mostly of English decent.",0
"Chrysler [SEP] Toyota [SEP] While Chrysler says the Sebring offers the same or better EPA volume as its competition, the car feels a bit more closely coupled and taller than the Ford Fusion or Toyota Camry.",2
youtube [SEP] itunes [SEP] Yale has partnered with Google/youtube and Apple itunes U to make the courses even more accessible and to allow faster downloads.,0
"Intel [SEP] Apple [SEP] Companies like Intel, Apple, and Google might discover that ""emboldened EU regulators are worse for them than for Microsoft.""",0
mobile [SEP] laptop [SEP] The superior design of the HeatShift Pad provides the most mobile and most effective solution to cooling laptop computers.,0
PostgreSQL [SEP] Oracle [SEP] 2. PostgreSQL can do many things faster than Oracle.,2
"IBM [SEP] Intel [SEP] To cope with this, AMD, IBM, and Intel have developed metal gate electrodes, which match better electromagnetically with the high-k materials.",0
Swift [SEP] Objective-C [SEP] You'll learn How to call Swift from Objective-C from the Automatically Generated Header.,0
Scala [SEP] Java [SEP] I think that Scala probably is not better than Java yet.,1
ps2 [SEP] psp [SEP] GTA VC and GTA SA on ps2 is better than the psp GTA games.,2
"softball [SEP] baseball [SEP] As for the turf initiative, advocates said turf is safer than dirt, builds better skills and will prolong the softball and baseball season in Juneau.",0
suv [SEP] truck [SEP] New 626 suv truck Accessories make towing easier.,0
"Intel [SEP] Hewlett-Packard [SEP] Deanna Neubauer et al. v. Intel Corporation, Gateway Inc., Hewlett-Packard Co. and HPDirect, Inc.,",0
BMW [SEP] Ferrari [SEP] I also recently watched one on the BMW X3 and Ferrari factory which is insane.,0
"Renault [SEP] Nissan [SEP] In January 2008, the Israeli government announced its support for a broad effort to promote the use of electric cars, embracing a joint venture between Better Place , Renault and its partner, Nissan Motor Company.",0
"baseball [SEP] basketball [SEP] It'll get better, but it's baseball, not basketball.",0
tennis [SEP] football [SEP] For some reason I see someone like a tennis player taking weightroom instruction better than a football or basketball player.,2
"Samsung [SEP] Nokia [SEP] While I agree that Samsung, htc , Nokia, and allegedly LG offer better products.",0
"youtube [SEP] itunes [SEP] It's gotten better with youtube, but Kreva's itunes page is bare except for his collaboration with Miyavi.",2
"Apple [SEP] Dell [SEP] Mediocre TN panels are usually the best we get on laptops (i.e., anything Apple, or some of the higher resolution upgrade options on Dell, etc).",1
baseball [SEP] football [SEP] Why baseball is Superior to football,2
"amazon [SEP] itunes [SEP] Netflix, amazon and I think the new Genius tool for itunes have much better systems.",1
ps3 [SEP] psp [SEP] Metal Gear Solid Rising (ps3) 16. 7th Dragon 2020 (psp) 17.,0
milk [SEP] soda [SEP] Pick your beverage for better nutrition - milk for a calcium boost or juice instead of soda.,2
Java [SEP] Groovy [SEP] I don't know if I would feel better about the amount of configuration if I used Java or Groovy for site declaration.,0
"Google [SEP] Sony [SEP] What's REALLY fucked up is that for companies like Apple, Google, Nokia, Sears, and Sony paying $80,00 is asswipe money and more efficient and cheaper in the long run than fighting this which only makes it harder for everyone else down the line.",0
"juice [SEP] soda [SEP] Coffee, Teas, juice & soda",0
"Dell [SEP] Sony [SEP] On the other hand I do believe Apple is far more responsive and supportive than Dell, and vastly better than Sony, Panasonic, etc. I'll try to give them a bit more credit than I have ...",2
"Python [SEP] Perl [SEP] From my point of view, Python is much easier to understand than Perl.",2
"PHP [SEP] Java [SEP] If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.",2
"Samsung [SEP] Toshiba [SEP] Several months ago, we noted that Apple appeared to be using two different suppliers, Samsung and Toshiba, for the solid-state drives (SSDs) on its MacBook Air models.",0
"Oracle [SEP] MySQL [SEP] Database Systems, Oracle, MySQL.",0
"Ford [SEP] Toyota [SEP] And Ford is quick to point out that's 5 mpg better than its closest competitor, the Toyota Prius plug-in.",2
"Motorola [SEP] Samsung [SEP] +1 Motorola -1 Samsung, LG, HTC",0
Sony [SEP] Apple [SEP] Sony May Kiss Low-End Smartphones Goodbye To Better Compete With Samsung And Apple,0
"fox [SEP] cnn [SEP] I watch fox, British newspapers, live feeds, even Reuters photos and worse, cnn reports..",0
"Python [SEP] Ruby [SEP] From what I have read, PHP is just an inferior language to Python and Ruby.",0
"Dell [SEP] Apple [SEP] Ask any video editor, a similarly priced Dell is FAR better than an Apple monitor.",2
"JavaScript [SEP] Python [SEP] Qualifications: Recent graduates to experience developers Must have a solid foundation in web software development, including HTML, JavaScript, CSS Preferred experience with both NOSQL and relational database queries - SQL programming; Oracle PL/SQL is a plus Command of your favorite scripting and server side languages; for example: Ruby, PHP, Perl, Python Familiar with the Linux operating system and utilities",0
"Dell [SEP] Intel [SEP] As for IBM's competition, Claybrook says that ""the reason why they're behind Dell and Compaq is that they had better Intel channels.",0
"Ruby [SEP] JavaScript [SEP] It not as verbose as Java would be, there's no monkey-patching like you might see in Ruby, refactoring is much safer than it would be in JavaScript, and it runs on Linux much better than C# would.",2
"camping [SEP] fishing [SEP] They also have a decent shooting/hunting/camping supply isle, and a pretty decent fishing section (another one of my vices).",0
"PHP [SEP] JavaScript [SEP] In this tutorial, you'll witness how this is done with a PHP and JavaScript (jQuery to make it easier).",0
"google [SEP] amazon [SEP] Compared to google Music or amazon Cloud , it's a little bit better, but not amazingly superior.",0
"Python [SEP] Perl [SEP] Python is even more ""underground"" than Perl (and thus cooler?).",2
Windows Vista [SEP] Windows XP [SEP] It was better than Windows Vista; it was better than Windows XP.,0
"Honda [SEP] Ford [SEP] Clarksville deserves a world class Honda facility, a world class Ford facility and a we look forward to better serving the Clarksville, Fort Campbell area.""",0
"Java [SEP] Scala [SEP] Would it much more easier to write rules with such extended Java only (Scala ?), that is, without any use of XML ?",0
"Apple [SEP] Sony [SEP] Apple makes a superior day to day computing machine than do Dell, HP, Sony, etc. Mac's OS is better for graphics, arts, etc.",2
"Dell [SEP] IBM [SEP] Now with Perot's services business, Dell is on track to better compete with the likes of Accenture, CSC, HP and IBM, analysts say.",0
"missouri [SEP] virginia [SEP] I have a hard time believing that this team was worse than Villanova, Marquette, or missouri, to name a few of the other power conference teams that got the bubble nod while virginia Tech was overlooked once again.",0
"Buick [SEP] Cadillac [SEP] In the end, GM's best bet may be simply picking a few top products and merging the division with the bigger Buick brand or the better-defined Cadillac.",0
Python [SEP] PHP [SEP] This makes Python a better choice for general programming than PHP,2
"Apple [SEP] Microsoft [SEP] Apple has better programmers, so it's able to write tighter, faster, stronger code than Microsoft.",2
"youtube [SEP] facebook [SEP] Searching through hundreds of Google images, youtube videos, and facebook photos has never been easier.",0
USB [SEP] Ethernet [SEP] THERE IS NO USB CONNECTION BUT I THINK THAT'S BECAUSE Ethernet MAY BE FASTER BUT THE OLDER MODEM HAD BOTH.,0
Intel [SEP] Dell [SEP] We just got signs from Intel and Dell that things are getting worse.,0
PHP [SEP] Ruby [SEP] Does this mean that PHP is that much of a superior language to Ruby?,2
"ds [SEP] ps2 [SEP] I don't know, but the Nintendo ds has (so far) sold faster than the ps2 did simply because their potential market was much larger.",2
"psp [SEP] ps3 [SEP] Though shockingly enough, Pirates 3 on the psp is actually a marginally better game than the the Xbox 360 and ps3 versions, mostly thanks to a decent framerate.",2
"Dell [SEP] Apple [SEP] Dell displays , for instance, sometimes use the same LCD panels as Apple displays and tend to be much cheaper (though, admittedly, uglier).",0
"concrete [SEP] steel [SEP] The greater the amount of concrete or steel that surrounds a person, the safer they are.",0
Avaya [SEP] Huawei [SEP] - Alcatel-Lucent - Aspect Software - Avaya - Cisco - Convergys - Ericsson - Fujitsu - Genesys - Holly Connects - Huawei - Interactive Intelligence - Inticube - NEC - Nice Systems - Nuance Communications - Oki Electric - P&W Solutions - Verint Systems - ZTE - Zeacom,0
"Google [SEP] IBM [SEP] In recent years, placements have picked up even more, with some more dream companies like Google, IBM, Hewlett Packard, JP Morgan, Nerolac coming in and offering better packages.",0
"Perl [SEP] PHP [SEP] True, but there are some things that are infintely easier in Perl than PHP.",2
"rubber [SEP] cement [SEP] rubber cement will also work, but it peels off easier so the repair is less permanent.",0
"Windows XP [SEP] Windows Vista [SEP] While Windows XP was compatible with over 90 percent of the then-current hardware at its launch, Windows Vista offers even better compatibility.",1
iphone [SEP] laptop [SEP] You'll find that working from your iphone can be even easier than using a laptop - and a lot more fun.,2
"Google [SEP] Kingston [SEP] I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",2
"tea [SEP] juice [SEP] Remember to drink fluids, especially water or tea; fruit juice may make diarrhea worse.",0
"MSI [SEP] Nvidia [SEP] A solid, if not outstanding all-purpose machine, the MSI MegaBook EX600 sports an Intel Core 2 Duo processor, an Nvidia GeForce graphics card and some nifty multimedia additions including a 1.3-megapixel webcam and a multi-card reader.",0
hockey [SEP] baseball [SEP] Why hockey is Better than baseball,2
"USB [SEP] Ethernet [SEP] To me, the Thinkpad looks like a better laptop than the Macbook Air, because it's got an optical drive, three USB ports instead of one, built-in Ethernet, and a faster processor.",2
"Windows 98 [SEP] Windows XP [SEP] Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for Windows 98/ME/2000, 128 MB RAM for Windows XP Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio",0
"Nissan [SEP] Toyota [SEP] thats why cars like the Nissan livina, perodua myvi,Toyota vios, etc are selling so well, even if there are superior alternatives.",0
"MySQL [SEP] PostgreSQL [SEP] Today, you see the two ideas coming together... MySQL is adding features (as you have found from reading the book) while PostgreSQL is getting faster.",0
ds [SEP] ps3 [SEP] You're better off buying a copy of Hotel Dusk for the ds or a ps3 title.,0
"virginia [SEP] california [SEP] If you factor in population densities, then virginia being slower than california and Oregon may likely be due to more saturation because it's covering the entire Eastern US.",1
"PHP [SEP] Java [SEP] Indeed is even worse; Ruby shows about 10K hits there, compared to 20K for PHP and 100K for Java.",1
"Scala [SEP] Java [SEP] However, I think Scala makes it easier to build and test JBoss AS extensions/subsystems compared to Java .",2
"Direct3D [SEP] OpenGL [SEP] I use Autodesk 3D Studio Max and Direct3D is far better in viewport performance than OpenGL, of course, I use Nitrous over both.",2
"Python [SEP] JavaScript [SEP] IMHO Python has a much better underlying model, just take JavaScript ""null",2
"Cadillac [SEP] Lexus [SEP] Those numbers, Cadillac points out, are better than the horsepower and torque numbers for comparable V6 engines driving such competitive vehicles as the Mercedes-Benz E-Class and the Lexus ES 350.",2
Python [SEP] Java [SEP] Python is easier to program in than Java.,2
"google [SEP] itunes [SEP] Ahh, once I changed my google search for remote itunes control to include the string ""Apache"" things are going better.",0
"USB [SEP] Ethernet [SEP] There's also a decent array of connections, with HDMI out, USB 2.0, Ethernet and a card reader slot for more storage.",0
"soda [SEP] beer [SEP] Uniquely designed cooler to carry different combinations of wine, soda, beer and water bottles.",0
"metal [SEP] stone [SEP] metal Gear Solid as told by Oliver stone, perhaps?",0
Bluetooth [SEP] USB [SEP] The image also reveals the addition of Bluetooth 4.0 and the faster USB 3.0 standard to the Mac laptop line.,0
Ethernet [SEP] USB [SEP] Full 10/100 Mbps Fast Ethernet performance over USB 2.0's 480 Mbps bus--faster than most wireless connections,2
"Ferrari [SEP] Renault [SEP] Ferrari, BMW, Renault, and Toyota are enough as it is.",0
Hewlett-Packard [SEP] Dell [SEP] American corporations from Lucent Technologies Inc. to Valley legend Hewlett-Packard Co. also are struggling to catch up with faster upstarts such as Cisco and Dell Computer Corp.,1
"Samsung [SEP] Motorola [SEP] Apple, Samsung, LG, Motorola, HTC, Acer, Dell.",0
Bash [SEP] Python [SEP] My roommate likes Bash for his scripting needs but I think Python is a better glue language.,1
Eclipse [SEP] NetBeans [SEP] Why does not Eclipse join NetBeans?,0
"Sigma [SEP] Nikon [SEP] The Sigma will probably be BETTER than most wide angle primes, like a 28mm f2.8 Nikon.",2
"milk [SEP] beer [SEP] Stool.-- Undigested, frothy, yellow; painless ; worse at night, after meals, during hot weather, from fruit , milk, beer.",0
"fox [SEP] espn [SEP] I have to miss non fox or espn games, as the only available source is Michael Kay, or worse.",0
"Nikon [SEP] Sigma [SEP] Soon after I bought an RX1 and saw for myself the distant/ infinity performance was exceptional (superior to any 35mm lens I had used on a 24MP camera previously AND superior to the new Nikon G 28/1.8G as used on my then D800E, though I'm sure a better lens such as the Sigma 35 1.4 might outperform the RX1 on the D800E).",1
Samsung [SEP] Motorola [SEP] Siemens Samsung Ericsson Motorola Handset Supports Simply.,0
Hewlett-Packard [SEP] Intel [SEP] HP (Hewlett-Packard) Intel Xeon DP Quad-core E5540 2.53GHz - Processor ...,0
"Python [SEP] Ruby [SEP] Python, in my informal tests, is a bit faster than Ruby -- anywhere from 10% to 40%.",2
Bluetooth [SEP] USB [SEP] It seems to me that sound quality in my XTS is better using Bluetooth than the direct USB hookup.,2
"Windows 8 [SEP] Windows 7 [SEP] Yes, Windows 8 is better than Windows 7 under the hood in many, many ways.",2
"JavaScript [SEP] Perl [SEP] I have a decent programming background in VB, JavaScript, VBScript, Net.Data (IBM's macro language), regular expressions, and a teensy bit of Perl.",0
"california [SEP] georgia [SEP] I play in a party of people spread all over the country (california, Texas, georgia, New York, Ohio, Pennsylvania, North Dakota) and it actually seems to play better.",0
"wii [SEP] ps3 [SEP] Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",2
"MSI [SEP] Nvidia [SEP] In addition, Kitguru has MSI GS40 6QF Phantom review, Legit Reviews has Nvidia GeForce GTX 980 Ti Roundup review, ThinkComputs has the Best AiO CPU Cooler of 2015, ...",0
Nokia [SEP] Motorola [SEP] Certainly not Nokia or Motorola.,0
"iphone [SEP] laptop [SEP] No iphone, no decent laptop, no iPad, no kindle.",0
"MySQL [SEP] Oracle [SEP] Amazon, not MySQL/Sun/Oracle.",0
"Intel [SEP] Kingston [SEP] Current build ( Rev. 9/12 ): Antec NSK-3480, OCZ-600w PSU; Intel DH55tc 1156/mATX [pre-9/12: Asus P7H55-M] no more ASUS!; i5-760, 2.8gb; Kingston 16gb memory (low boys); Gigabyte ATI 5870 w/ stock heatsink and fans (runs hot!); Gellid Tranquillo CPU cooler w/ Arctic Cooling PWM; case cooling fans- two Nexus 12cm RS fans at 1000 rpm.",0
mobile [SEP] wallet [SEP] CardMobili is The Digital and mobile wallet That Makes Your Life Easier!,0
MySQL [SEP] PostgreSQL [SEP] Moving and replicating data from MySQL to PostgreSQL can't be easier than using our migration software.,0
"Ruby [SEP] JavaScript [SEP] Here's one of my own: Ruby and JavaScript support a rich literal notation for collections that made me a better Java programmer: I learned the double-brace initialization idiom and now use it regularly (I liked it so much, I wrote an entire post about it .)",0
"Windows XP [SEP] Windows 98 [SEP] Windows 7 hasn't been any faster for me than XP under VMWare Fusion (but perhaps that's obvious; Windows XP would probably seem slower than Windows 98, as well).",1
"Ford [SEP] Chevrolet [SEP] The likes of Ford, BMW, Audi, Mercedes, Toyota etc don't even have to try to market a car in Europe because it just happens, but Chevrolet along with their Corvette brand has to work at it much harder.",0
Ethernet [SEP] USB [SEP] An integrated Ethernet port makes things much easier than connecting a printer locally to a machine (mind the USB max cable length).,2
MySQL [SEP] PostgreSQL [SEP] It is obvious off-the-shelf MySQL (and PostgreSQL too) are already very good and continuing to get better.,0
"golf [SEP] football [SEP] GT has better basketball, golf, and baseball programs, and the football team has been historically better although not recently.",0
"JavaScript [SEP] Ruby [SEP] And while it may sound petty, if I see an open position titled something like ""JavaScript Ninja"" or ""Kick-Ass Ruby Programmer,"" I immediately assume that the overall work experience would be, for lack of a better word, disappointing.",0
lumber [SEP] plywood [SEP] The cabinet was constructed of Honduras Mahogany solid lumber and plywood.,0
Sed [SEP] AWK [SEP] The first wave of Perl programmers adopted Perl because it occupied a powerful and large niche somewhere between the Unix command line and C. It was easier to write small programs (especially for text-munging) than C and it scaled better from one-liners than shell scripts with Sed and AWK piped together with Unix utilities.,0
Honda [SEP] Toyota [SEP] Any Make Honda Scion Toyota,0
"Direct3D [SEP] OpenGL [SEP] That's because Direct3D and OpenGL are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier.",0
Motorola [SEP] Nokia [SEP] Currently they're offering Motorola and Nokia phones.,0
amazon [SEP] hulu [SEP] Inferior video and audio quality (aka bitrates) is why we watch almost nothing on amazon Prime or hulu Plus.,0
"Toshiba [SEP] Samsung [SEP] It fared better than other netbooks in this price range, such as the ASUS Eee PC 1001P (1,384) and the Toshiba mini NB255 (1,393), and even the costlier Samsung N150 Plus (1,300).",0
Python [SEP] Lisp [SEP] It's easier to pass around named function objects in Python than in just about any language not named Lisp.,2
"Dell [SEP] Apple [SEP] The dominant text in the cover photo proclaims, ""Building a Better Network"" with logos and credentials for its participation in Dell and Apple partner programs.",0
"PostgreSQL [SEP] Oracle [SEP] Plus, if the database supports prepared statements (the soon-to-be-released PostgreSQL 7.3, Oracle, etc), several executes on the same prepare can be faster, since it can reuse the same query plan.",0
Cadillac [SEP] Buick [SEP] Please Select BMW of Northwest Arkansas BMW of Tyler Cadillac OF BENTONVILLE Mercedes-Benz of Northwest Arkansas Superior Chevrolet Buick GMC of Siloam Springs Superior Chevrolet Conway Superior Collision Conway Superior Collision Rogers Superior Conway Group Superior Dodge Chrysler Jeep Ram Superior Dodge Chrysler Jeep Ram of Northwest Arkansas Superior Ford Superior Ford Inc Superior Hyundai Superior Kia Superior Mazda Superior Mitsubishi Superior Nissan Superior Nissan of Conway Superior Pre-Owned Superstore,0
"soda [SEP] chocolate [SEP] __________________ When the grape soda and chocolate donuts are gone, then you better get out of my way.",0
"JavaScript [SEP] Ruby [SEP] The order in which I listed them is my order of preference - yes, I like JavaScript better than Ruby.",2
baseball [SEP] hockey [SEP] Playing baseball involved different skills than hockey... which one is harder?,0
"tennis [SEP] hockey [SEP] We use tennis balls to start because it's safer -- less chance of getting hurt,"" said Wes Hogan of Bartlett, Wolf Pack hockey Club organizer.",2
"OpenCL [SEP] CUDA [SEP] The rest of the world continues adopting OpenCL and now the whole Khronos supergroup is super hyper for Vulkan (NV even giving a solid thumbs up), with Apple and NV being the two rogue vendors pushing proprietary wares (Metal and CUDA).",0
"MySQL [SEP] PostgreSQL [SEP] As for parallel mode MySQL retained its performance while PostgreSQL/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .",2
Java [SEP] Python [SEP] I'm a better Java programmer today because of what I've learned from Python.,0
"AWK [SEP] Sed [SEP] Also, learning (in this approximate order) grep , AWK , and Sed , will make your life a lot easier.",0
"Chevrolet [SEP] Toyota [SEP] Against the 2012 Nissan Leaf, 2012 Chevrolet Volt, and 2012 Toyota Prius, the Fit is smaller, but it should also feature better range and city maneuverability as well.",0
Python [SEP] Perl [SEP] OO code is a lot easier ( and more logical too ) than in Python/Perl.,0
Ruby [SEP] Python [SEP] No one said here Ruby and Python were better.,0
"beer [SEP] soda [SEP] (pun intended ) This is a custom, 'Andy - shaped' beer/soda cooler created by an Android fan.",0
ipod [SEP] phone [SEP] SUPERIOR DOUBLE- B1D SUPERIOR DOUBLE-KING BED-PLASMA TV-WIFI ipod DOCKING STATION-phone MAX OCC 2 .,0
"iphone [SEP] ipod [SEP] Learn faster, study better, and score higher with CliffsNotes® for the iphone®, ipod touch®, and iPad®.",0
"Lisp [SEP] Java [SEP] Common Lisp is a bit less strongly functionally-oriented, but it still supports it better than, say, C or Java, by having first-class functions and closures.",2
"Floating-point [SEP] Integer [SEP] Depending on your processor, Floating-point multiplies may be faster than Integer (but not a lot).",2
"Intel [SEP] IBM [SEP] Investors looking for clues about what's happening in the broader tech world would be better off digging through the reports from Intel and IBM.""",0
Ethernet [SEP] USB [SEP] Standard Ethernet and high-speed USB 2.0 gets you connected faster than ever before.,0
golf [SEP] hockey [SEP] It's easier to play golf than hockey.,2
Perl [SEP] Java [SEP] Languages like Perl and Java running on a relatively high level VM are far easier to de-compile than something that compiles down to machine code.,0
"california [SEP] oregon [SEP] california has better weather than oregon.""",2
"Python [SEP] JavaScript [SEP] YOu need to look no further than the Developer's wiki and search for Perl: Developer's Guide AFAIK, anyways, it's easier to develop them using Python and JavaScript.",0
"Advil [SEP] Motrin [SEP] (e.g., ibuprofen, naproxen, Advil, Motrin, Alleve)",0
"Java [SEP] Smalltalk [SEP] Java 2), comparing them to the corresponding Smalltalk classes.",0
"Windows 8 [SEP] Windows 7 [SEP] Tech-Ed: Windows 8 Is 'Better' than Windows 7, Microsoft Says",2
"tennis [SEP] basketball [SEP] Lang, a talented tennis player and an even better basketball player, liked her busy schedule.",0
"pen [SEP] paint [SEP] As the artist presses harder on the pen, the effect seen on the monitor is that more ""paint"" is applied.",0
"Dell [SEP] Sony [SEP] Crippled isn't the word; it's still better than a number of new cards sold in stores, it's better than what comes with EVERY Dell, Gateway, eMachines, and Sony sold in stores (have you ever been in a computer store?",0
"Toyota [SEP] BMW [SEP] I appreciate a review that will tell me, hey the suspension is xyz, and that is better because Toyota/ Chrysler / BMW do it cheaper or better, or shittier or the transmission was outsourced from Tremec because the engine was too strong for their in-house automatic and Tremec makes the best transmission with strong shifts.... etc.",0
NetBeans [SEP] Eclipse [SEP] Run NetBeans from Eclipse?,0
"mobile [SEP] wallet [SEP] Through the mobile wallet, QSRs can start to gain better control over the customer experience.""",0
"Amazon [SEP] Apple [SEP] That's Google ( GOOG ) with its superior search for what you want, that's Amazon ( AMZN ) with the cheapest prices, and that's Apple ( AAPL ) with iTunes.",0
"Ford [SEP] Nissan [SEP] Christian du Plooy/Henk Janse van Vuuren were a solid fourth in the RFS Ford Ranger, with Michael Whitehouse and George Myburgh completing the top five in the Regent Racing Nissan Navara.",0
Honda [SEP] Nissan [SEP] 0 Used Honda Hatchbacks at Petro Nissan,0
"JavaScript [SEP] Python [SEP] In other words, CoffeeScript is an attempt to replace JavaScript syntax with a better one based on experiences from Ruby and Python worlds.",1
timber [SEP] concrete [SEP] Internal timber and concrete floors,0
"harvard [SEP] dartmouth [SEP] UMass Others receiving votes: Nebraska-Omaha, Colgate, Ferris State, Minnesota Duluth , harvard, Alaska-Anchorage , Wisconsin , Ohio State, St. Cloud State , Yale, Alaska, Union, dartmouth, Lake Superior State, Bemidji State, UMass-Lowell, Maine.",0
"AWK [SEP] Sed [SEP] the biggest problem with the PHP-GTK manual is how hard it is to actually work on it , it uses a complex build system & adding new data/pages/sections requires knowledge of XML/XSLT + AWK,Sed and custom php build routines etc, its a nightmare to work with & IMO harder to build than php-gtk itself.",0
"Apple [SEP] Sony [SEP] Apple does far better, scoring 60 out of 100, but it still places last in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and Sony.",1
"halloween [SEP] thanksgiving [SEP] I have quite a few halloween and Christmas movies, but not so many thanksgiving holiday movies as they seem harder to come by.",0
"iphone [SEP] laptop [SEP] Worse, though, is the endless addiction to a blackberry / iphone or laptop during a board meeting.",0
"Lisp [SEP] Python [SEP] I guess I'm just wondering if there are any versions of Lisp which use more conventional syntax (ideally something more C-style or Python-like) - maybe just a pre-preprocessor would do here - or similar more readable languages with better syntax, that anyone can recommend?",0
"itunes [SEP] youtube [SEP] There's another damaging situation: You can complain about itunes and subscription sites being damaging to copyright owners and having inferior audio quality, but one of the worst culprits is youtube.",2
"PostgreSQL [SEP] Oracle [SEP] The new update also brings support for many native data sources including: Microsoft SQL Server, PostgreSQL, Oracle, MySQL, SQLite, ODBC, Filemaker and OpenBase; builtin LDAP Integration; new prepared statements that allow faster DB operations; shell support; an enhanced Site Admin; and several email enhancements (direct sending to remote SMTP servers, SSL support, improved encoding speed, and better support for attachments).",0
"Floating-point [SEP] Integer [SEP] As a rule of thumb, Floating-point is about 2x slower than Integer on Android-powered devices.",1
"coffee [SEP] beer [SEP] A cooler with cold drinks (including cola, coffee [like Starbucks DoubleShot], and maybe even beer)",0
Nokia [SEP] Siemens [SEP] Gross Margin The increase in Nokia Siemens Networks non-IFRS gross margin in 2012 was primarily due to the better gross margin in both infrastructure equipment and services.,0
"Intel [SEP] Apple [SEP] Microsoft , Intel , and Apple  are all giant companies with better values right now.",0
"Adidas [SEP] Nike [SEP] Meanwhile, German sportswear firms Adidas and Puma shined above other retailers as investors pile in following better-than-expected fourth quarter earnings from US rival Nike last night.",2
"Haskell [SEP] Java [SEP] I used Haskell because it seemed (and was) easier to express problems like these equations, and test them than what you might expect in something like C++ or Java.",0
"MSI [SEP] Nvidia [SEP] I felt the MSI K9N6PGM2-V2 AM3/AM2+/AM2 Nvidia GeForce 6150SE Micro ATX (mATX) was not an appropriate home server motherboard and therefore switched it to the slightly more expensive, but much better Gigabyte offering, the GA-880GM-UD2H Socket AM3 880G mATX .",0
"Java [SEP] Ruby [SEP] Java, Ruby, Python, etc.",0
suv [SEP] jeep [SEP] You won't find a better suv than this outstanding 2013 jeep Patriot.,0
"juice [SEP] milk [SEP] This all natural protein powder, mixed with juice or milk, provides superior protein nutrition.",0
Smalltalk [SEP] Java [SEP] OO (with Smalltalk being much more heavily OO than Java).,1
"OpenGL [SEP] Direct3D [SEP] Thanx for the replies guys...I do respect your opinions of coarse,but that's what they are....just opinions.What I was looking for was maybe some benchmark tests or something to show that OpenGL is truly better than Direct3D.",2
Ford [SEP] Toyota [SEP] They were definately better than Ford and Toyota at styling cars in the 90's.,0
"Lisp [SEP] Python [SEP] I will admit to only one significant thing I like about Lisp better than Python, and that's easy programmatic manipulation of other code.",2
espn [SEP] fox [SEP] (It could have been worse: espn and fox declined to use their exclusivity option for the 3 p.m. broadcast window.,0
fox [SEP] cnn [SEP] I like fox News better than cnn.,2
"Oracle [SEP] PostgreSQL [SEP] Oracle has superior clustering to PostgreSQL, better native XML support, autonomous transactions, procedures that can return multiple result sets, a really solid embedded JVM for procedures, proven scaling to absurdly huge database sizes, etc.",2
"Direct3D [SEP] OpenGL [SEP] The developers explained that Direct3D, the 3D component of DirectX, was a miserable hack and was very much inferior to OpenGL",1
"Ford [SEP] Nissan [SEP] The top automakers including General Motors ( GM ), Ford ( F ), Chrysler , Toyota ( TM ) and Nissan experienced double digit gains from solid demand for pickups as well as small cars.",0
