id	asp	question	clean	pos	lemma
21551	1	Which IIT is best for aeronautical engineering?	which iit is best for aeronautical engineering	['WDT', 'NN', 'VBZ', 'JJS', 'IN', 'JJ', 'NN']	['which', 'iit', 'be', 'best', 'for', 'aeronautical', 'engineering']
21641	0	Which one is better: Intel Core i7 6500U Quad core with Intel HD Graphics 520 or Intel Core i7 6500U Dual core with Nvidia GeForce 940 2GB graphics?	which one is better intel core i7 6500u quad core with intel hd graphics 520 or intel core i7 6500u dual core with nvidia geforce 940 2gb graphics	['WDT', 'NN', 'VBZ', 'JJR', 'NN', 'NN', 'NN', 'CD', 'NN', 'NN', 'NN', 'IN', 'NN', 'NN', 'NNS', 'CD', 'CC', 'NN', 'NN', 'NN', 'CD', 'NN', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS']	['which', 'one', 'be', 'better', 'intel', 'core', 'i7', '6500', 'u', 'quad', 'core', 'with', 'intel', 'hd', 'graphic', '520', 'or', 'intel', 'core', 'i7', '6500', 'u', 'dual', 'core', 'with', 'nvidia', 'geforce', '940', '2', 'gb', 'graphic']
22204	0	What are some of the best New Year's resolutions?	what are some of the best new year s resolutions	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'JJ', 'NN', 'POS', 'NNS']	"['what', 'be', 'some', 'of', 'the', 'best', 'new', 'year', ""'s"", 'resolution']"
8285	1	who has the most home runs in the home run derby	who has the most home runs in the home run derby	['WP', 'VBZ', 'DT', 'RBS', 'NN', 'NNS', 'IN', 'DT', 'NN', 'NN', 'NN']	['who', 'have', 'the', 'most', 'home', 'run', 'in', 'the', 'home', 'run', 'derby']
33197	0	What's better Snowboarding or Skiing?	what s better snowboarding or skiing	['WP', 'VBZ', 'JJR', 'NN', 'CC', 'NN']	['what', 'be', 'better', 'snowboarding', 'or', 'ski']
22301	0	What are the best low calorie snacks that do not have dairy in them?	what are the best low calorie snacks that do not have dairy in them	['WP', 'VBP', 'DT', 'JJS', 'JJ', 'NN', 'NNS', 'WDT', 'VBP', 'RB', 'VB', 'NN', 'IN', 'PRP']	['what', 'be', 'the', 'best', 'low', 'calorie', 'snack', 'that', 'do', 'not', 'have', 'dairy', 'in', 'they']
15075	0	What is the largest buddha statue in thailand	what is the largest buddha statue in thailand	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNP']	['what', 'be', 'the', 'largest', 'buddha', 'statue', 'in', 'thailand']
12095	0	what do melanesia micronesia and polynesia have in common	what do melanesia micronesia and polynesia have in common	['WP', 'VBP', 'JJ', 'NN', 'CC', 'NN', 'VBP', 'IN', 'JJ']	['what', 'do', 'melanesia', 'micronesia', 'and', 'polynesia', 'have', 'in', 'common']
2770	0	'what''s the latest season of big bang theory'	what s the latest season of big bang theory	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'JJ', 'NN', 'NN']	['what', 'be', 'the', 'latest', 'season', 'of', 'big', 'bang', 'theory']
74	1	What southern plateau covers a larger area than the northern plains	what southern plateau covers a larger area than the northern plains	['WDT', 'JJ', 'NN', 'VBZ', 'DT', 'JJR', 'NN', 'IN', 'DT', 'JJ', 'NNS']	['what', 'southern', 'plateau', 'cover', 'a', 'larger', 'area', 'than', 'the', 'northern', 'plain']
23470	0	What are the similarities between philosophy of science and philosophy of mathematics?	what are the similarities between philosophy of science and philosophy of mathematics	['WP', 'VBP', 'DT', 'NNS', 'IN', 'NN', 'IN', 'NN', 'CC', 'NN', 'IN', 'NN']	['what', 'be', 'the', 'similarity', 'between', 'philosophy', 'of', 'science', 'and', 'philosophy', 'of', 'mathematics']
13671	0	Who was the first us president	who was the first us president	['WP', 'VBD', 'DT', 'JJ', 'PRP', 'NNP']	['who', 'be', 'the', 'first', 'we', 'president']
22743	0	Where is the best place to buy meat in Sydney?	where is the best place to buy meat in sydney	['WRB', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'IN', 'NNP']	['where', 'be', 'the', 'best', 'place', 'to', 'buy', 'meat', 'in', 'sydney']
23082	0	What is the difference between public and private sector?	what is the difference between public and private sector	['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'CC', 'JJ', 'NN']	['what', 'be', 'the', 'difference', 'between', 'public', 'and', 'private', 'sector']
21859	0	Where is your favorite travel destination?	where is your favorite travel destination	['WRB', 'VBZ', 'PRP$', 'JJ', 'NN', 'NN']	['where', 'be', 'you', 'favorite', 'travel', 'destination']
22043	0	Should I go for Angularjs or Angular 2 (beta version)?	should i go for angularjs or angular 2 beta version	['MD', 'PRP', 'VB', 'IN', 'NNP', 'CC', 'JJ', 'CD', 'NN', 'NN']	['should', 'i', 'go', 'for', 'angularjs', 'or', 'angular', '2', 'beta', 'version']
22184	1	I have 5+ yrs of experience in mainframes and looking out for job in Dubai. Which are the best IT recruiting consultancies to contact ?	i have 5 yrs of experience in mainframes and looking out for job in dubai which are the best it recruiting consultancies to contact	['PRP', 'VBP', 'CD', 'NNS', 'IN', 'NN', 'IN', 'NNS', 'CC', 'VBG', 'RP', 'IN', 'NN', 'IN', 'NNP', 'WDT', 'VBP', 'DT', 'JJS', 'PRP', 'NN', 'NNS', 'TO', 'VB']	['i', 'have', '5', 'year', 'of', 'experience', 'in', 'mainframe', 'and', 'look', 'out', 'for', 'job', 'in', 'dubai', 'which', 'be', 'the', 'best', 'it', 'recruiting', 'consultancy', 'to', 'contact']
18617	0	what the difference between dna and a chromosome	what the difference between dna and a chromosome	['WP', 'DT', 'NN', 'IN', 'NN', 'CC', 'DT', 'NN']	['what', 'the', 'difference', 'between', 'dna', 'and', 'a', 'chromosome']
21806	0	How is the structure of a protein different from the structure of a nucleic acid?	how is the structure of a protein different from the structure of a nucleic acid	['WRB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'JJ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN']	['how', 'be', 'the', 'structure', 'of', 'a', 'protein', 'different', 'from', 'the', 'structure', 'of', 'a', 'nucleic', 'acid']
23017	0	What is the difference between a laptop notebook and an ultrabook tablet?	what is the difference between a laptop notebook and an ultrabook tablet	['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'CC', 'DT', 'JJ', 'NN']	['what', 'be', 'the', 'difference', 'between', 'a', 'laptop', 'notebook', 'and', 'a', 'ultrabook', 'tablet']
1221	0	lieutenant in army is equivalent to which rank in police	lieutenant in army is equivalent to which rank in police	['NN', 'IN', 'NN', 'VBZ', 'JJ', 'IN', 'WDT', 'NN', 'IN', 'NN']	['lieutenant', 'in', 'army', 'be', 'equivalent', 'to', 'which', 'rank', 'in', 'police']
22063	0	Which platform should I use to design a car?	which platform should i use to design a car	['WDT', 'NN', 'MD', 'PRP', 'VB', 'TO', 'VB', 'DT', 'NN']	['which', 'platform', 'should', 'i', 'use', 'to', 'design', 'a', 'car']
22182	0	How do you find out what the best food to give 4 week old German Shepherd puppies?	how do you find out what the best food to give 4 week old german shepherd puppies	['WRB', 'VBP', 'PRP', 'VB', 'RP', 'WP', 'DT', 'JJS', 'NN', 'TO', 'VB', 'CD', 'NN', 'JJ', 'JJ', 'NN', 'NNS']	['how', 'do', 'you', 'find', 'out', 'what', 'the', 'best', 'food', 'to', 'give', '4', 'week', 'old', 'german', 'shepherd', 'puppy']
22830	1	Which is the best format to download and play from 1080p and 720p, Blu-ray, BDrip, or HDrip?	which is the best format to download and play from 1080p and 720p blu ray bdrip or hdrip	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'CC', 'VB', 'IN', 'CD', 'NN', 'CC', 'CD', 'NN', 'NN', 'NN', ',', 'CC', 'NN']	['which', 'be', 'the', 'best', 'format', 'to', 'download', 'and', 'play', 'from', '1080', 'p', 'and', '720', 'p', 'blu', 'ray', 'bdrip', 'or', 'hdrip']
23401	1	Who are the most hated professors at IIT Delhi?	who are the most hated professors at iit delhi	['WP', 'VBP', 'DT', 'RBS', 'VBN', 'NNS', 'IN', 'NNP', 'NNP']	['who', 'be', 'the', 'most', 'hate', 'professor', 'at', 'iit', 'delhi']
23444	0	What are the pros and cons of socialism and communism?	what are the pros and cons of socialism and communism	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'pro', 'and', 'con', 'of', 'socialism', 'and', 'communism']
13188	0	What is the difference between expiration date and maturity date on an loc	what is the difference between expiration date and maturity date on an loc	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NN', 'CC', 'NN', 'NN', 'IN', 'DT', 'NN']	['what', 'be', 'the', 'difference', 'between', 'expiration', 'date', 'and', 'maturity', 'date', 'on', 'a', 'loc']
21650	0	Wordpress vs. Blogger which one is better?	wordpress vs blogger which one is better	['NN', 'IN', 'NN', 'WDT', 'NN', 'VBZ', 'JJR']	['wordpress', 'versus', 'blogger', 'which', 'one', 'be', 'better']
23193	0	What was the first question asked on Quora?	what was the first question asked on quora	['WP', 'VBD', 'DT', 'JJ', 'NN', 'VBN', 'IN', 'NNP']	['what', 'be', 'the', 'first', 'question', 'ask', 'on', 'quora']
21870	1	What color jeans goes best with white shirt?	what color jeans goes best with white shirt	['WDT', 'NN', 'NNS', 'VBZ', 'JJS', 'IN', 'JJ', 'NN']	['what', 'color', 'jeans', 'go', 'best', 'with', 'white', 'shirt']
21857	0	What's your favorite movie genre and/or sub-genre and why?	what s your favorite movie genre and or sub genre and why	['WP', 'VBZ', 'PRP$', 'JJ', 'NN', 'NN', 'CC', 'CC', 'NN', 'NN', 'CC', 'WRB']	['what', 'be', 'you', 'favorite', 'movie', 'genre', 'and', 'or', 'sub', 'genre', 'and', 'why']
11905	0	What are the biggest ransomware attacks	what are the biggest ransomware attacks	['WP', 'VBP', 'DT', 'JJS', 'NN', 'NNS']	['what', 'be', 'the', 'biggest', 'ransomware', 'attack']
22889	0	Which is the best Teradata online training?	which is the best teradata online training	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'JJ', 'NN']	['which', 'be', 'the', 'best', 'teradata', 'online', 'training']
22545	1	What is the best source for finding out how content creators build businesses using Youtube?	what is the best source for finding out how content creators build businesses using youtube	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'VBG', 'RP', 'WRB', 'NN', 'NNS', 'VBP', 'NNS', 'VBG', 'NNP']	['what', 'be', 'the', 'best', 'source', 'for', 'find', 'out', 'how', 'content', 'creator', 'build', 'business', 'use', 'youtube']
22137	0	What are some of the craziest/weirdest things you've seen on LinkedIn?	what are some of the craziest weirdest things you ve seen on linkedin	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'JJS', 'NNS', 'PRP', 'VBP', 'VBN', 'IN', 'NN']	['what', 'be', 'some', 'of', 'the', 'craziest', 'weirdest', 'thing', 'you', 'have', 'see', 'on', 'linkedin']
19534	0	what is the main ingredient in hair color?	what is the main ingredient in hair color	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN']	['what', 'be', 'the', 'main', 'ingredient', 'in', 'hair', 'color']
23455	0	What is the rudest thing that a customer told you while you were serving them?	what is the rudest thing that a customer told you while you were serving them	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'WDT', 'DT', 'NN', 'VBD', 'PRP', 'IN', 'PRP', 'VBD', 'VBG', 'PRP']	['what', 'be', 'the', 'rudest', 'thing', 'that', 'a', 'customer', 'tell', 'you', 'while', 'you', 'be', 'serve', 'they']
21586	0	From an objective point of view, assuming maximum life utility is the goal, is it better to be born male or female in the developed world?	from an objective point of view assuming maximum life utility is the goal is it better to be born male or female in the developed world	['IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'VBG', 'JJ', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'VBZ', 'PRP', 'JJR', 'TO', 'VB', 'VBN', 'NN', 'CC', 'NN', 'IN', 'DT', 'VBN', 'NN']	['from', 'a', 'objective', 'point', 'of', 'view', 'assume', 'maximum', 'life', 'utility', 'be', 'the', 'goal', 'be', 'it', 'better', 'to', 'be', 'bear', 'male', 'or', 'female', 'in', 'the', 'develop', 'world']
21724	0	What were the major effects of the cambodia earthquake, and how do these effects compare to the Somatra earthquakes in 2007?	what were the major effects of the cambodia earthquake and how do these effects compare to the somatra earthquakes in 2007	['WP', 'VBD', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'CC', 'WRB', 'VBP', 'DT', 'NNS', 'VB', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'CD']	['what', 'be', 'the', 'major', 'effect', 'of', 'the', 'cambodia', 'earthquake', 'and', 'how', 'do', 'these', 'effect', 'compare', 'to', 'the', 'somatra', 'earthquake', 'in', '2007']
12787	0	What is the difference between grams and grams force	what is the difference between grams and grams force	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NNS', 'CC', 'NNS', 'NN']	['what', 'be', 'the', 'difference', 'between', 'gram', 'and', 'gram', 'force']
23139	0	Data Analytics vs Business Analytics vs Data Science. The difference and which one should I go for?	data analytics vs business analytics vs data science the difference and which one should i go for	['NN', 'NNS', 'IN', 'NN', 'NNS', 'IN', 'NN', 'NN', 'DT', 'NN', 'CC', 'WDT', 'NN', 'MD', 'PRP', 'VB', 'IN']	['data', 'analytics', 'versus', 'business', 'analytics', 'versus', 'data', 'science', 'the', 'difference', 'and', 'which', 'one', 'should', 'i', 'go', 'for']
23235	1	Why is Kuwaiti Dinar the highest-valued currency in the world?	why is kuwaiti dinar the highest valued currency in the world	['WRB', 'VBZ', 'JJ', 'NN', 'DT', 'JJS', 'VBN', 'NN', 'IN', 'DT', 'NN']	['why', 'be', 'kuwaiti', 'dinar', 'the', 'highest', 'value', 'currency', 'in', 'the', 'world']
22379	0	What are the best ways to improve my English because I'm not good in English?	what are the best ways to improve my english because i m not good in english	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'PRP', 'VBP', 'RB', 'JJ', 'IN', 'NNP']	['what', 'be', 'the', 'best', 'way', 'to', 'improve', 'my', 'english', 'because', 'i', 'be', 'not', 'good', 'in', 'english']
22506	1	What is the best place to live in after retirement?	what is the best place to live in after retirement	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'RB', 'IN', 'NN']	['what', 'be', 'the', 'best', 'place', 'to', 'live', 'in', 'after', 'retirement']
16794	0	what is the world's oldest bridge made of	what is the world s oldest bridge made of	['WP', 'VBZ', 'DT', 'NN', 'POS', 'JJS', 'NN', 'VBN', 'IN']	"['what', 'be', 'the', 'world', ""'s"", 'oldest', 'bridge', 'make', 'of']"
5841	1	who is currently the highest ranking military officer	who is currently the highest ranking military officer	['WP', 'VBZ', 'RB', 'DT', 'JJS', 'NN', 'JJ', 'NN']	['who', 'be', 'currently', 'the', 'highest', 'rank', 'military', 'officer']
22910	0	Which will be the best day of your life?	which will be the best day of your life	['WDT', 'MD', 'VB', 'DT', 'JJS', 'NN', 'IN', 'PRP$', 'NN']	['which', 'will', 'be', 'the', 'best', 'day', 'of', 'you', 'life']
10168	1	who has the worst team in the nba	who has the worst team in the nba	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NNP']	['who', 'have', 'the', 'worst', 'team', 'in', 'the', 'nba']
6239	1	what is the last state to be founded in america	what is the last state to be founded in america	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'VBN', 'IN', 'NNP']	['what', 'be', 'the', 'last', 'state', 'to', 'be', 'found', 'in', 'america']
4446	0	What is the fastest car in the world street legal	what is the fastest car in the world street legal	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', 'NN', 'JJ']	['what', 'be', 'the', 'fastest', 'car', 'in', 'the', 'world', 'street', 'legal']
2596	1	what type of bond is most likely for two atoms with valences of 1 and 7	what type of bond is most likely for two atoms with valences of 1 and 7	['WDT', 'NN', 'IN', 'NN', 'VBZ', 'RBS', 'JJ', 'IN', 'CD', 'NNS', 'IN', 'NNS', 'IN', 'CD', 'CC', 'CD']	['what', 'type', 'of', 'bond', 'be', 'most', 'likely', 'for', 'two', 'atom', 'with', 'valence', 'of', '1', 'and', '7']
23466	0	What is the shortest and longest bones in a human skeleton?	what is the shortest and longest bones in a human skeleton	['WP', 'VBZ', 'DT', 'JJS', 'CC', 'JJS', 'NNS', 'IN', 'DT', 'JJ', 'NN']	['what', 'be', 'the', 'shortest', 'and', 'longest', 'bone', 'in', 'a', 'human', 'skeleton']
22304	0	What are the best movies about martial arts?	what are the best movies about martial arts	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'JJ', 'NNS']	['what', 'be', 'the', 'best', 'movie', 'about', 'martial', 'art']
23555	1	Which team do you think will win the 2016/17 epl?	which team do you think will win the 2016 17 epl	['WDT', 'NN', 'VBP', 'PRP', 'VB', 'MD', 'VB', 'DT', 'CD', 'CD', 'NN']	['which', 'team', 'do', 'you', 'think', 'will', 'win', 'the', '2016', '17', 'epl']
21424	0	Which is a better option MKCG in berhampur or KGMC manipal?	which is a better option mkcg in berhampur or kgmc manipal	['WDT', 'VBZ', 'DT', 'JJR', 'NN', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'NNP']	['which', 'be', 'a', 'better', 'option', 'mkcg', 'in', 'berhampur', 'or', 'kgmc', 'manipal']
22321	1	What are the best practices for a developer?	what are the best practices for a developer	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'DT', 'NN']	['what', 'be', 'the', 'best', 'practice', 'for', 'a', 'developer']
22902	0	Which one is the best option to give JEE Mains 2017 offline or online ?	which one is the best option to give jee mains 2017 offline or online	['WDT', 'NN', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'NNS', 'CD', 'NN', 'CC', 'JJ']	['which', 'one', 'be', 'the', 'best', 'option', 'to', 'give', 'jee', 'main', '2017', 'offline', 'or', 'online']
33363	1	Biking in Arizona: which is better Homebase in Phoenix or Scottsdale?	biking in arizona which is better homebase in phoenix or scottsdale	['VBG', 'IN', 'NNP', 'WDT', 'VBZ', 'JJR', 'NN', 'IN', 'NNP', 'CC', 'NNP']	['bike', 'in', 'arizona', 'which', 'be', 'better', 'homebase', 'in', 'phoenix', 'or', 'scottsdale']
4993	0	who was the first governor of california after statehood	who was the first governor of california after statehood	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'NN']	['who', 'be', 'the', 'first', 'governor', 'of', 'california', 'after', 'statehood']
4168	0	what is the difference between jpmorgan and jpmorgan chase	what is the difference between jpmorgan and jpmorgan chase	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'NN']	['what', 'be', 'the', 'difference', 'between', 'jpmorgan', 'and', 'jpmorgan', 'chase']
22699	0	What's the best method to get meth out of your system?	what s the best method to get meth out of your system	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'IN', 'IN', 'PRP$', 'NN']	['what', 'be', 'the', 'best', 'method', 'to', 'get', 'meth', 'out', 'of', 'you', 'system']
22038	0	Which university should I choose for computer engineering, UIUC, Penn State or CMU?	which university should i choose for computer engineering uiuc penn state or cmu	['WDT', 'NN', 'MD', 'PRP', 'VB', 'IN', 'NN', 'NN', 'NN', 'NNP', 'NN', 'CC', 'NNP']	['which', 'university', 'should', 'i', 'choose', 'for', 'computer', 'engineering', 'uiuc', 'penn', 'state', 'or', 'cmu']
4218	0	what is the difference between yahweh and adonai	what is the difference between yahweh and adonai	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'yahweh', 'and', 'adonai']
10007	0	what is the strongest hurricane to make landfall	what is the strongest hurricane to make landfall	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'TO', 'VB', 'NNP']	['what', 'be', 'the', 'strongest', 'hurricane', 'to', 'make', 'landfall']
11299	0	what are the different kinds of police officers	what are the different kinds of police officers	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NN', 'NNS']	['what', 'be', 'the', 'different', 'kind', 'of', 'police', 'officer']
3979	0	What is the difference between house of representatives and senate	what is the difference between house of representatives and senate	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'NNS', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'house', 'of', 'representative', 'and', 'senate']
4774	0	who is considered to be the first leftist historian of india	who is considered to be the first leftist historian of india	['WP', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNP']	['who', 'be', 'consider', 'to', 'be', 'the', 'first', 'leftist', 'historian', 'of', 'india']
7032	0	who were the major colonial powers involved in caribbean culture	who were the major colonial powers involved in caribbean culture	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NNS', 'JJ', 'IN', 'JJ', 'NN']	['who', 'be', 'the', 'major', 'colonial', 'power', 'involved', 'in', 'caribbean', 'culture']
22303	0	What are the best mobile phones under 10000?	what are the best mobile phones under 10000	['WP', 'VBP', 'DT', 'JJS', 'JJ', 'NNS', 'IN', 'CD']	['what', 'be', 'the', 'best', 'mobile', 'phone', 'under', '10000']
23203	0	What's the funniest thing that you have ever done to someone?	what s the funniest thing that you have ever done to someone	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'WDT', 'PRP', 'VBP', 'RB', 'VBN', 'IN', 'NN']	['what', 'be', 'the', 'funniest', 'thing', 'that', 'you', 'have', 'ever', 'do', 'to', 'someone']
12973	0	what is difference between physician's assistant and medical doctor	what is difference between physician s assistant and medical doctor	['WP', 'VBZ', 'NN', 'IN', 'NN', 'POS', 'NN', 'CC', 'JJ', 'NN']	"['what', 'be', 'difference', 'between', 'physician', ""'s"", 'assistant', 'and', 'medical', 'doctor']"
22185	1	I have a cmposite score of 791.5 & 99.81 percentile in MAT dec 2016,which are the best colleges I should apply for?	i have a cmposite score of 791 5 99 81 percentile in mat dec 2016 which are the best colleges i should apply for	['PRP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'CD', 'CD', 'CD', 'CD', 'NN', 'IN', 'NN', 'NNP', 'CD', 'WDT', 'VBP', 'DT', 'JJS', 'NNS', 'PRP', 'MD', 'VB', 'IN']	['i', 'have', 'a', 'cmposite', 'score', 'of', '791', '5', '99', '81', 'percentile', 'in', 'mat', 'dec', '2016', 'which', 'be', 'the', 'best', 'college', 'i', 'should', 'apply', 'for']
21558	1	Which is best intermediate colleges in Hyderabad for IIT?	which is best intermediate colleges in hyderabad for iit	['WDT', 'VBZ', 'JJS', 'JJ', 'NNS', 'IN', 'NNP', 'IN', 'NN']	['which', 'be', 'best', 'intermediate', 'college', 'in', 'hyderabad', 'for', 'iit']
22072	0	What are some free online graphic design services similar to Canva?	what are some free online graphic design services similar to canva	['WP', 'VBP', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'NNS', 'JJ', 'IN', 'NNP']	['what', 'be', 'some', 'free', 'online', 'graphic', 'design', 'service', 'similar', 'to', 'canva']
33157	0	I believe my solution is better than my boss's, so should I ignore him?	i believe my solution is better than my boss s so should i ignore him	['PRP', 'VBP', 'PRP$', 'NN', 'VBZ', 'JJR', 'IN', 'PRP$', 'NN', 'POS', 'RB', 'MD', 'PRP', 'VB', 'PRP']	"['i', 'believe', 'my', 'solution', 'be', 'better', 'than', 'my', 'boss', ""'s"", 'so', 'should', 'i', 'ignore', 'he']"
4037	0	what is the difference between a state senator and a united states senator	what is the difference between a state senator and a united states senator	['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'CC', 'DT', 'NNP', 'NNP', 'NN']	['what', 'be', 'the', 'difference', 'between', 'a', 'state', 'senator', 'and', 'a', 'united', 'states', 'senator']
22738	0	Where is the best coworking culture in Bangalore?	where is the best coworking culture in bangalore	['WRB', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNP']	['where', 'be', 'the', 'best', 'coworking', 'culture', 'in', 'bangalore']
7833	1	who gives the most to charity in the world	who gives the most to charity in the world	['WP', 'VBZ', 'DT', 'JJS', 'IN', 'NN', 'IN', 'DT', 'NN']	['who', 'give', 'the', 'most', 'to', 'charity', 'in', 'the', 'world']
11104	0	What are the benefits of almond milk	what are the benefits of almond milk	['WP', 'VBP', 'DT', 'NNS', 'IN', 'NN', 'NN']	['what', 'be', 'the', 'benefit', 'of', 'almond', 'milk']
4714	0	who become the first president of the bharatiya janata party	who become the first president of the bharatiya janata party	['WP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NNP', 'NN']	['who', 'become', 'the', 'first', 'president', 'of', 'the', 'bharatiya', 'janata', 'party']
20821	0	What is the scariest student loan number	what is the scariest student loan number	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'NN']	['what', 'be', 'the', 'scariest', 'student', 'loan', 'number']
21710	1	What is the crime rate in the Borough of Ealing and how does it compare to Bexley?	what is the crime rate in the borough of ealing and how does it compare to bexley	['WP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'CC', 'WRB', 'VBZ', 'PRP', 'VB', 'IN', 'NNP']	['what', 'be', 'the', 'crime', 'rate', 'in', 'the', 'borough', 'of', 'ealing', 'and', 'how', 'do', 'it', 'compare', 'to', 'bexley']
409	0	why precision rectifier is better than ordinary rectifier	why precision rectifier is better than ordinary rectifier	['WRB', 'NN', 'NN', 'VBZ', 'JJR', 'IN', 'JJ', 'NN']	['why', 'precision', 'rectifier', 'be', 'better', 'than', 'ordinary', 'rectifier']
23050	0	What is the difference between free will and destiny?	what is the difference between free will and destiny	['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'free', 'will', 'and', 'destiny']
22821	0	Which is the best course for IT?	which is the best course for it	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'PRP']	['which', 'be', 'the', 'best', 'course', 'for', 'it']
5364	0	who was the first serial killer in america	who was the first serial killer in america	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP']	['who', 'be', 'the', 'first', 'serial', 'killer', 'in', 'america']
3107	1	who scored most goals in a premier league season	who scored most goals in a premier league season	['WP', 'VBD', 'JJS', 'NNS', 'IN', 'DT', 'NN', 'NN', 'NN']	['who', 'score', 'most', 'goal', 'in', 'a', 'premier', 'league', 'season']
21454	0	What is a good research topic on big data?	what is a good research topic on big data	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'NN']	['what', 'be', 'a', 'good', 'research', 'topic', 'on', 'big', 'data']
23162	0	What are the different types of friction?	what are the different types of friction	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NN']	['what', 'be', 'the', 'different', 'type', 'of', 'friction']
20380	0	who was the original lead singer of genesis	who was the original lead singer of genesis	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP']	['who', 'be', 'the', 'original', 'lead', 'singer', 'of', 'genesis']
22507	1	What is the best place to sell Supreme clothing?	what is the best place to sell supreme clothing	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'JJ', 'NN']	['what', 'be', 'the', 'best', 'place', 'to', 'sell', 'supreme', 'clothing']
