opinion	question
1	Is it better to pick herbs from the top or bottom of the plant?
0	what is the difference between school policy and public policy
1	How much better is Apache Solr than its non-Java competition?
1	Why is google more popular in searching than yahoo?
1	Which is better in terms of picture quality on a DVD player, HDMI or Component?
0	who has been on the ellen show the most times
1	Which is the better scheme for a poster: âtell a storyâ or âimportant firstâ?
1	Is it better to get a car loan through a dealership or a bank?
0	is the antarctic ocean the same as the southern ocean
0	which are the largest cities in the us
1	What is the best book to learn English?
1	Is Inspirotech the best web designing company in India?
0	who holds the record for most home runs in major league baseball
1	From an objective point of view, assuming maximum life utility is the goal, is it better to be born male or female in the developed world?
1	What are good ways to run an illegal poker room?
0	why is cardiac muscle different from smooth and skeletal muscle
0	What is the difference (if any) between transgender and transexual?
1	Is it best for Canadians to get an Egyptian visa in advance or at the Cairo airport?
0	is the color ivory the same as white
0	who won the most olympic medals in history
1	What do you prefer rather kind funny guy or rich good looking guy?
1	When is it more productive to build your own framework than to use an existing one?
1	What would be the difference between frying vs baking meatballs?
1	What is the difference between keynote, invited, and oral conference presentations?
1	What are some good movies for 13-year-old girls to watch?
0	what are the benefits of fresh turmeric
1	Why would a laptop be better than a desktop?
1	To achieve maximum flavour is it better to cut or tear basil leaves?
0	What is the best way to treat the flu?
1	who should i keep in my keeper league.Larry johnson or santana moss?
1	What is the best way to remember?
1	where would a particle in the first excited state of an infinite well most likely be found
1	Why is there less funding or scholarship opportunity for business students compared to other background students?
0	Is there any difference between IES and ESE?
0	what are the 10 richest states in america
0	Who was the last person to win triple crown in baseball
0	What is the difference between Systems Engineering and Industrial Engineering?
1	What are the good options for mobile phones under 15000?
1	For cheap ATA/IDE drives, is it better to get a SATA adapter or a IDE/PCI card?
1	what is the best interest rate on a savings account
1	Which is better in mobile development - iOS or Android?
0	what is the latest version of visual basic .net
1	Which airport has better connections with the Wellcome Trust Genome Campus in Hinxton, Stansted or Cambridge?
1	What is a good prepaid SIM card deal in France?
1	Which should I install first, Windows XP or Windows 7?
1	what type of mpenis do u think is the best?cut or uncut.?
1	What are some good sports for girls to do?
1	Which is better plasma or LCD and why?
0	who was the first person to be baptized in the bible
0	what is the difference between delinquency prevention and control
1	Which TV is better\, Plasma or LCD?
1	Are women more elitist than men, if yes, why?
0	What is the diference between rationalism, realism and idealism?
0	Which one is grammatically correct: nineteen-hundred or one thousand nine hundred? Are there any special uses to either one?
1	PhD programme dilemma: Doing it in a good faculty with strong supervisor or weaker supervisor but more interesting project?
1	What is the strangest or unexplainable experience you've ever had?
0	who was the first person to be inducted into the rock and roll hall of fame
0	What are your favorite animals?
1	What are your best hangover hacks?
0	What is the easiest way to grow psylocibin mushrooms? Can you grow them with dried shrooms?
1	What are some best sites to learn the basic of electronics for Electronics engineer.?
0	what is the largest of the seven sister states of northeast india
0	What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Penang?
0	What is the best way to succeed in Clash of Clans?
1	Which is the best earphone with deep bass under 1000?
1	If you could choose to have a beautiful child or a genius child, which would you pick?
1	Which is better yu-gi-oh or pokemon?
0	who was the oldest person to die on the titanic
1	What is better for the environment a real or a fake Christmas tree?
0	which month is the coldest in new jersey
1	What is the best free site to learn to code from scratch?
0	what is the difference between a goal and an objective
1	What is the difference between PayPal, Apple Pay and Google wallet?
1	What are some of the best resources to learn typing?
1	What are the best Cyanide & Happiness comics?
1	Is it cheaper to book Dutch train tickets online in advance compared to paying on the day?
1	What's the difference in baking bread in a loaf pan vs. in a Dutch oven?
1	What is the best joke you have ever heard?
1	Which is better, the HMS Queen Elizabeth or the new Ford class Aircraft Carrier?
0	who was the first african american elected to the united states senate
0	How do I differentiate between Bituminous Concrete and Semi Dense Bituminous Concrete in field?
0	which is the biggest word in english dictionary
1	Is Haskell as fast as C++? If not, why not?
0	Which country in the world has biggest vegetarian population (not vegan)?
1	is it better to lease or buy a car?
1	What is the best city for holidays in India?
1	What's the difference between pan frying, sauteing, and shallow frying?
1	Which is a better campus, PDPU or Nirma?
1	Who has a more flexible license Yahoo Maps, or Google Maps?
0	who was the first man to travel in space
1	What are the best comedy TV shows ever?
1	What is the best tourist place in world?
1	what is the number one state for education
1	What are the differences between Lotus Symphony and OpenOffice.Org?
0	who was the original lead singer of genesis
1	Should I change most of my money in my home country or in the destination country? baht to canadian dollars....change in thailand or canada
0	who has won the most gold medals at one olympics
1	What is the difference between Microsoft XP Professional and XP Home Edition?
0	what is the longest running scripted primetime tv show
1	What show is funnier, Family Guy or The Simpsons?
0	what is common to ostrich emu and kiwi
1	What are the best free antivirus programs for PC?
1	What is the best way to get an orgasm?
0	What is gross NPA, net NPA & the difference between them in the banking industry?
0	What is the difference between a black and blue brindle Pitbull? What makes their coloring different?
1	Which mortgage is best for me: 30 year fixed rate or 5/1 ARM?
1	What are some of the best New Year's resolutions?
0	What is a good meal for someone with gastroenteritis but tasty enough for sharing with healthy company?
1	What is the best way to learn JavaScript?
0	who are the parsis and where do most of them live today
1	What are the best amateur porn sites?
1	Are book reviews on goodreads worth reading (compared to book reviews on Amazon)?
1	Is co-first author or co-corresponding author better for a postdoc's job prospects?
0	who consumes the most oil in the world
1	What are the most interesting products and innovations that Associated Bank is coming out with in 2016?
0	What is the difference between T1 and T2 imaging in MRI?
0	What are some good side dishes for buffalo chicken?
1	What is the difference between quick bread and cake?
1	What brand makes the most durable/heavyduty tshirt?
1	What are some good examples of advertisements featuring dogs? Are there any great ones from the pet industry?
1	which is better Bond's Aston Martin or Batman's Bat Mobile?
1	what is best?gmail or yahoo? help me please?
0	What is the largest country in the world by land area
0	What are the pros and cons of having a best friend of the opposite sex?
1	what store credit card is the easiest to get online to establish credit
1	Which one is better, a Honda Accord or a Toyota Camry?
1	which is more harmful tea or coffee?
0	What is the most precious memory of your school days?
1	What is the best software to implement machine learning/large scale data mining algorithms?
0	what planets are larger than mercury
1	What are the best photos taken with a smartphone?
1	Which are better pro monitors Presonus Eris 4.5 or KRK Rokit 6 G3?
1	what is the difference between hardcore and softcore porn?
1	Which mode is best for JEE MAIN 2017 online exam or offline?
1	Do you prefer a real Christmas tree or a fake one?
0	who has won the most olympic medals this year
0	what lottery numbers are drawn most
1	What is it like flying from Bangkok to Manila and how are these touristic cities compared to Tokyo?
1	What are the benefits of reciting Hanuman Chalisa?
1	What is the difference between South Korean girls and Japanese girls?
0	What is a Good 3ds Rom site?
0	What are your greatest accomplishments?
0	What is the difference between free will and destiny?
0	Should I have my Funko Pop toy signed or just have the box signed?
0	What is the difference between equity and debt in mutual funds?
1	What is the best site to hack Clash Royale?
1	I have completed plus two with 75â marks in C.B.S.E. I am interested to join in 5 years integrated law.What are best private law colleges in India?
1	Should I buy iPod shuffle or a handheld with mp3 player? (I already have a handheld, but without any player)?
1	what is one essential element of historical fiction?
0	What are the similarities between American English and British English?
1	What is the best movie you have ever seen?
1	Is it better to play the keyboard standing or sitting?
0	what is the difference between a valley and a hollow
1	What brand of dry cat food is the most popular with picky eaters?
1	"In what area is LISP's macro better than Ruby's ""ability"" to create DSL"
1	What is the best book or textbook on product management?
0	What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Uruguay's?
1	who is most evil in count of monte cristo
1	What is the best passive investment strategy?
0	What is the difference between a dimension and a metric?
0	what are two benefits of practicing a sport?
0	what is the difference between socialism and communism?
0	what is the world's oldest bridge made of
0	what is the most current season of grey's anatomy
0	who has the most points in nba playoff history
1	"Should I write ""we"" or ""I"" in my research statement?"
1	are gaming keyboards better than regular keyboards
0	who has the highest fg percentage in the nba
0	What is the difference between aim objectives and goal?
1	Whatâs better wal-mart or meijer?
1	Which is better Intel Centrino or Pentium for note book?
1	What are some of the best places to visit in your country?
1	Which is better Family Guy or Simpsons?
1	What are some of the most beautiful sounding words in different languages?
1	What are Pros and cons of 64bit vs 32bit Windows
0	How are the rates calculated for unemployment benefits in Maryland and how is the process different in Wisconsin?
0	What are the advantages and disadvantages of Brexit?
1	What is better to graduate early with average GPA, or later with better GPA?
0	who has the most superbowl in the nfl
0	who invented the first radio and what year
0	How can I use Omegle on my iPod Touch and how is it compared to using iMeetzu?
1	What are the best scented candles?
1	Who was a better Dumbledore -- Richard Harris (RIP) or Michael Gambon?
1	who came first egg or hen?
1	Which is the Best fashion designing colleges in india?
0	is the federal court the same as the supreme court
1	"What is the difference between ""vanilla"" and ""Mexican vanilla"""
1	Should I buy the new MacBook pro 2016 or the MacBook pro 2015?
1	What concerns teachers the most about going on school field trips?
1	What are the advantages and disadvantages of dynamic programming?
1	what is a disadvantage of using renewable energy resources
0	What is the difference between a monologue and a soliloquy?
1	Which movie shows female vagina the most in the picture?
1	Biking in Arizona: which is better Homebase in Phoenix or Scottsdale?
1	Which is better in Alaska, from Anchorage to Fairbank, car/hotel vs MotorHome
0	what is the oldest canal in the uk
1	Which has a better Internet connection sharing (Windows Vista/Windows 7 or Windows Vista/Ubuntu)?
0	is panax quinquefolius the same as panax notoginseng ?
1	I have a lot of acne on my face. I want a clear face with no acne. What products should I use to get acne free skin?
0	who has the most ncaa national championships in football
0	what are the basic needs at the lowest level of maslow motivational hierarchy
0	where is hiv and aids most prevalent
0	why was immigration through angel island more difficult than immigration through ellis island
0	What is the difference between the stiffness and rigidity of materials?
0	What would be the most obvious difference between the human brain and the brain of a fish
0	what are the pros and benefits of solar energy
0	who won the ballon d'or the most times
1	is Palm X better than Palm T5?
1	who should be drafted higher;bush,leinert,or young?
0	who has the most wins on dude perfect
0	What are the most effective ways to whiten stained, yellowed teeth without spending a fortune at the dentist?
0	Is the softmax loss the same as the cross-entropy loss?
0	What is cheapest method to calculate shipping rates?
1	I live in bangalore KA. I wish to open a bank account for savings and investments. Which is the best bank to open the account?
0	What is the best way to unlock smartphone?
1	Do Asian women find Western men more attractive than Asian men?
1	Which is better Plasma or LCD?
1	What color jeans goes best with white shirt?
0	what is the difference between yahweh and adonai
1	I got two offers Wipro and Accenture .pls suggest me which is better and why, while package of Accenture is 3.5 and Wipro is 3.25?
0	what is the main place of wear the brain is hit
1	How to differentiate between trivial and non-trivial software?
1	What are the main reasons why students from the University of Nebraska at Omaha don't graduate on time?
1	what theory was a driving force in the us foreign policy
1	what has more caffeine? a double latte or a large coffee?
0	What are the top ten causes of death that has no preventative or curative options
0	what are common drugs for mumps
1	Who is the best batsman Brain Lara or Sachin Tendulkar?
1	What is it like flying from Bangkok to Manila and how are these touristic cities compared to Xi'an?
0	after hindi which is the most spoken language in india
0	what is the most popular language in america
1	What are the best books to learn how to learn?
1	Is it better to go to class, or watch the recorded lectures?
1	Are flights (generally) cheaper on Friday the 13th, compared to regular Fridays or 13ths?
0	who is the highest goal scorer in the epl
1	Which is better Amdahl's law or gustafson's law
1	Which colleges are best for CSE?
1	What is the best way to beat frustration?
1	would you rather have great foreplay or great sex?
0	who was the richest man ever elected president
1	Is Obama the coolest President?
0	what is the primary religion in france
1	How do nude beaches in Punta Cana compare to other nude beaches in Barbados?
0	which stadium is bigger real madrid or barcelona
1	Which is better Installer or Portable
1	Which is better Palm Treo 650 or the Blackberry 7100 or 8700?
0	where is the hottest summer in the world
1	WHICH IS HOTTER Jessica Simpson, or Reese Witherspoon?
0	Whatâs the difference between texas holdem and poker
1	"What is the difference between ""Mongolian Grill"" and ""Hibachi""?"
0	What is difference between package and repository?
1	Which one is better - AMD Turion64 or Intel Pentium 4?
1	What is the best time of day to have sex?
1	Which exercise is better: with heavy weights and less reps, or with lighter weight and more reps? How will these two affect muscle growth?
1	What is the most badass thing you have ever done to someone which they do not know about?
0	How different was Coelorusauria from Carnosauria?
0	who was the first common man to be elected president of the united states
0	what is the difference between salami and dry salami
0	What's the difference between NPD (narcissistic personality disorder) and MNPD (malignant narcissistic personality disorder)?
0	What are some of the most useful apps available on App Store?
1	What are the best Laravel plugins for analyzing database data?
0	What most effective R.A. drug?
1	Which bound is better, a logarithmic or a polynomial with arbitrarily small degree?
0	What are the best ways to overcome my social anxiety?
0	where do most shark attacks happen in the united states
1	How does Tim Hortons coffee compare to Starbucks coffee?
1	Who can be considered as the greatest scientist of all the time? Why?
0	What are the most common mistakes that new sellers on Ebay make?
0	what is the difference between scurf and dandruff
1	what type of rock would most
1	Which is the best answer you have given to any question?
1	should i buy a home in MIAMI florida or rent ?
0	what is the largest private company in the us
1	Which is better Popular proprietary program or obscure open source substitute for reproducible research?
0	What is the best way to get over depression without professional help?
0	What are some good analogies for understanding different sorting algorithms?
1	What are some of the best bodyweight exercises for my whole body?
1	What is the best thing to do to improve life?
1	What is the difference between research assistantship and teaching assistantship?
1	Which is better dr pepper or coca cola or sprite or 7up?
1	What are the most iconic images?
1	Is morning, afternoon or in-between sun the best for fruit trees?
1	What are some interesting words in English?
1	Who is tougher, Brett Favre or Lance Armstrong?
1	Which do you think is better? 'SIMS Bustin Out' or the sims 2 (GBA)?
1	who's the best soccer player Maradona or Pele?
1	What's the difference between Wifi and Bluetooth?
0	who hit the most home runs in major league baseball in 2002
1	Which onlite site is best for meeting BBW Woman who are looking for friendship?
1	what color would you choose BLUE or red?
1	What are some interesting areas of English that I could do undergraduate honors thesis in?
0	Who are the good politicians from India?
1	What are the best e-learning platforms?
1	Which books should one definitely read in one's life time?
1	Choosing between two video cards: nVidia GTS240/250 vs. ATI HD4870 which is better
1	What is the best place to visit in summer?
1	what is the most popular food in romania
0	what were the first multi-cellular animals on earth
0	who had the most top 40 hits in the 60s
1	what is the funnest terraria class
0	What is the difference between diesel engine and petrol engine?
1	What do you think is better; Cingular or Verizon?
0	who is on the world most wanted list
0	what are the difference between physical and chemical changes. how can each be identified
1	Are women more physically attracted to skinny guys or to well-built guys?
1	Is it cheaper and/or easier to buy a cheap tent and sleeping bag in Turkey or Bulgaria?
1	Which is a better place to study, the USA or Australia? Why?
0	who gets the most punishments on impractical jokers
1	Should I preheat a pan, or start the cooking timer immediately?
1	What are the advantages of WAV vs. MP3?
0	who are the tallest football player ever
1	Is it better to be a famous rich person or an anonymous rich person?
1	Who would win in a fight, a cheetah or a timberwolf?
1	What are the most interesting products and innovations that Spark Therapeutics is coming out with in 2016?
1	Who is better..Dr. Phil or Oprah?
1	What are the most unusual and innovative punishments that you have heard/experienced in school?
0	How do short and open circuits compare and contrast?
1	What do you think is better, Yahoo! messenger or MSN messenger?
0	which of the following pieces of legislation is most important to dsca
1	Are functional languages better at recursion?
1	What is the best competitor for Quora?
1	What is the best airline to fly from India to USA?
0	who scored the most premier league goals in a season
0	what is the smallest prime number?
1	What is better to stay at the airport for my 8-hour layover in Tocumen, or spend a few hours in Panama City?
1	What are the biggest mistakes people make when visiting Bangladesh?
1	What is the difference Pimenton ahumado vs. Pimenton de la vera
0	who has the most population in the united states
1	Is it cheaper to get to Cuba from Miami or CancÃºn?
0	who has won more games packers or bears
0	What is the difference between standing wave flume and venturi flume
1	Which is better PC or MAC?
1	What health/fitness trackers (or software) could provode the most useful insights?
0	What are the top 10 best songs with over a billion views
0	what are the similarities and differences between dna and rna
1	Who is better artist: T.I. or Ludacris?
1	What is the best program to make a logo?
1	What are the ten best ways to improve my questions on Quora?
1	What are some good books by Indian authors ?
1	Is it better to use assert or IllegalArgumentException for required method parameters?
1	what is the benefit of donating to a raffle prize
0	which one is the most common cause of sunburn
1	Which search engine is better? Yahoo or Google?
1	What is the difference between baking bread in a loaf pan made of stoneware vs metal vs iron cast?
1	What is the best university in Ukraine?
0	Why are New York, London and Paris seen as the greatest cities?
1	Which is better operating system, Macintosh or Windows for a desktop computer.?
1	Is it better to use a laptop on battery or on AC power?
1	Which is best antivirus for PC with Windows 10?
0	which is older jeopardy or wheel of fortune
1	who would prefer to date omarion or marcus houston?why?
1	What are the best study strategies?
0	What are the most common traffic convictions in Arkansas, and how does the severity of the convictions differ in Ohio?
1	Which is more convenient in Hong Kong ? Stroller or baby sling?
1	What is the best beach in Goa?
1	Is Yahoo better than Google?
0	What is the difference between the IMF and the World Bank?
1	What are the worst stupidest questions asked on Quora?
1	What are the best books for the JEE (Mains)?
1	should i buy a lexus h400 hybrid, or wait for the next generation?
1	Is TNA's better than WWE?
1	Is Joaquin Phoenix the greatest actor of this generation?
1	what would you buy? a nokia 6101 or a samsung x640?
1	What are the biggest mistakes people make when visiting the Netherlands?
0	How can I know about the best hotel in Varanasi?
0	where does the greatest amount of cylinder wear occur
1	What is the best way to progress in life?
0	What are the differences between through and thru?
0	is rheumatoid arthritis same as arthritis
0	what's the difference between minecraft story mode and the complete adventure
0	What are the main differences between a French Bulldog and a English Bulldog?
0	how to hard boil eggs perfectly every time
1	What's healthier: bread and butter or chips and salsa?
0	What were the major effects of the cambodia earthquake, and how do these effects compare to the Sanriku earthquake in 1896?
0	who was the first person found not guilty by reason of insanity
0	What are the best ways to overcome stage fright?
1	which is better dell or apple?
1	What is the best self defense trick you can learn within an hour?
1	What are some of the most surreal places in Germany?
0	What are the four most recent movies directed by clint eastwood to have hit the big screen
0	Which is your favourite dish and why?
1	Which is the best book for data structures and algorithms for beginers?
1	What is the best way to learn Adobe Photoshop and Illustrator, and why?
1	What are some best Non-Indian vegetarian food?
0	Is it better to have loved and lost than to have never loved at all?
1	What are the best Smartphones tech gadgets?
1	What should I choose Staying techie or going the MBA way?
1	I asked for an IPOD but everyone says some MP3 players are much better... is this true? Which one is better?
1	Is writing dvd's at a lower speed better for reliability?
1	Is smoking marijuana any better than drinking alcohol, or smoking cigarettes?
0	What is the fastest car in the world street legal
0	How do I find the best hotels in Bhopal?
1	what is the better way to grill outdoors: gas or charcoal?
0	What is the difference between nationality, ethnicity and race?
1	What is the best way to increase endurance?
0	which legislature is the lower chamber to the senate
1	What are the best books for learning stock market?
0	What are good ways to keep lizards out of your house?
1	Which is better for your body: orange or milk?
1	What is the corporate culture like at Catalyst Pharmaceuticals? How is the culture different than other companies?
1	What are the best headphones under Rs. 3000 available in India?
0	What is the process to determine the density of aluminum and how does gold compare?
1	which state has the longest coastline
1	What are the easiest things to do while being abroad to make money?
0	What are lebron james most field goal attempts in a game
1	Is wool clothing really aways better than cotton for the cold?
1	What is the best song to sing in a karaoke?
0	what are the different political parties in the united states
1	Which is the best search engine?
1	What is the best website or place to start blogging?
1	which fireside poet is considered the most influential writer connected to the abolitionist movement?
1	What are the best seats in a movie theater?
0	What are the best ways to propose to your crush?
0	what is difference between term life and whole life for seniors
0	who built first airplanes for the united states navy in 1913
1	should i work after my bachelors degree or go for master
1	which is better super wal-mart or mijer?
0	What's the difference between 1080i and 1080p?
1	What are the benefits of a liberal Arts education?
1	what is better love someone or when someone love you?
1	How is a communist country better than a democratic country?
1	what loan company should i work for? 80% with trails or 100% comission?
1	How do you get the most thrill out of a scary movie?
1	What are the pros and cons of a skateboard vs a bike?
0	What is the difference between a level 0, level 1 and level 2 on Mexico KMZ File?
1	What should i get...sirius or XM satellite radio?  Or neither?
1	What is the best way to deal with smart-asses?
1	Which is better - Yahoo or Google??
1	What's more important in choosing a PhD program, advisor or institution?
1	who is the deadliest medieval warrior
1	What is the best way to earn money through online?
1	who did the stock market crash affect the most
1	What do you look at first: the code or the design?
1	What is the difference between MBA and Masters in a business subject, and which is better for a future researcher?
1	Which is best romantic movies in tamil?
1	What are the best technology for mobile phones?
0	where were most british textile mills located in 1850
1	When writing a peer review is it better protocol to quote parts of the orginal work or paraphrase?
0	What are your top 10 favorite songs of all time? Why?
1	Which is better Ferrying Icelandic rental car vs renting on Faroe Islands
0	what is the difference between jail and prison time
1	What are the best life style hacks?
1	Train from Budapest to Zagreb - buy in advance or at the train station? Which is better
1	For user defined data, is it better to use a table of tables or dynamically created tables?
0	who has the most record sales of all time
1	Who is the worst political party spokesperson in India?
0	where does the us rank in world healthcare
0	who holds the record for speaking the most languages
1	What are the best WhatsApp statuses in Kannada?
0	what is difference between physician's assistant and medical doctor
0	Why does a submarine implode at a certain depth, but some marine life can live on the ocean floor in the deepest oceans without being crushed?
0	How is Darwin's theory different from Lamarck's theory?
1	Which is best Online shopping website to buy home appliances?
1	Which is better design: Determining if a function should execute from outside of it, or inside of it?
1	what is the best medication for anxiety for immediate relief
0	who was the first president to be awarded the nobel peace prize
1	What is the difference between a wilted salad and a massaged salad?
1	What is the best fried chicken sandwich?
1	Which is better the ps3 or the xobo360?
0	What are the Tuples and Lists in Python? What is the difference between them? Are they same as arrays in Java or C?
0	What are the most famous novels?
1	Which is a good solar panel installation provider near Hollywood, California CA?
1	What do you prefer? Real news or Gossip...?
1	What are is better programming skills, problem solving genius or language guru?
1	Who would you rather have as your coach - Bobby Bowden or Joe Paterno?
0	What is the highest number of test wickets by fast bowler
1	do you prefer DLS or CABLE internet?
1	Will microwaving lemons make them easier or more efficient to juice?
0	what is the most up to date android platform
0	What are the pros and cons in the various sectors of the Indian economy by banning Indian Rupees of 500 and 1000 notes? What lead to this short notice by PM Narendra Modi?
0	how does gestalt theory differ from functionalism?
0	how to find the closest fire hydrant
1	what is the difference between east and west coast rap
0	who had the most rbi in 2011 regular season
0	Why does Germany's economy strongly outperform other parts of Europe?
1	Do you prefer conciseness or readability in your code?
0	Which country was the first to leave the Soviet Union before it collapsed in 1991 and what countries followed?
1	Is there any difference between faith and trust?
1	NOCOLE KIDMAN or ANJELINA JOLIE? whoz is best in all aspects? why?
0	what was the major cause of the seven year war
1	what dog is better a pug or a bulldog?
1	which is better Blender vs food processor vs juicer
1	Who is better Shah Rukh or Aamir Khan?
0	what is the most common vitamin supplement used in the us?
1	Where can I get best children story books in Australia?
0	who has the most undefeated record in boxing
0	what is a common reason to file a suspicious activity report
1	Are computers in japan better than in the united states?
1	In your opinion which is a better car, mercedes benz, or BMW?
0	which club is the highest champions league winner
1	What are your favorite clothes?
1	What is the best online course for studying basic computer science?
1	What are the best criteria for keeping a long friendship?
0	What is the most recent addition to the texas bill of rights
0	what is the most common thing that causes a dewalt mitre saw motor to get weak
1	What are the benefits of pranic healing?
0	What is the first intelligence test to include a non-verbal scale as a measure of human intelligence
0	What is the difference between current accounts and financial accounts?
0	what languages are spoken in india the most
0	where does most of canada's electricity come from
1	which one you prefer Windows or Linux?
1	"What are some of the most interesting facts of ""Internet""  about India?"
0	What is the difference between an array and a hash table in a programming language?
0	what is the hottest temperature ever recorded in new zealand
0	What was highest  temperature in nigeria ever
1	Who will win, Ohio State or ND?
1	Should I buy an electric mower or a gas powered mower?
1	Is it better to build HTML Code string on the server or on the client side?
1	What goes on first, socks or pants?
0	what is the trail blazers longest winning streak
1	Which diploma, ATCL or dipABRSM
0	What are the most popular landforms in Peru?
1	What is the best Agatha Christie book in your opinion?
0	What is the mark of a good mustard?
1	which is considered the most powerful interest group in the u.s
0	what is the best selling ea sports game
0	what quarterback has the most wins in nfl history
1	When is C a better choice than C++?
0	what is the largest organ in the human body?
1	What factors should I consider when deciding between a general MBA vs. a specialized MBA?
0	What is the difference between a 2-ohm and 4-ohm speaker?
1	What is the best website for consumer product reviews?
0	what are the different parts that make up blood
1	What are some of the most beautiful natural phenomena?
1	Which show is better, The Office or Parks and Recreation?
1	Which one has more impact on the sound, the string or the body?
1	Do you think the country would be better off if everyone was liberal? conservative?
0	who served as the union cabinet minister of agriculture for longest duration
0	what is the busiest hurricane season on record
0	what muscles makes your torso look bigger
1	What has been your best sexual experience?
0	what is the difference between a democracy and a non-democracy?
0	where is the lowest temperature on earth
1	What is the best programming language for IoT?
1	How good is the old NEC Multisync 2180UX compared to todays panels?
1	who was the first person to ever get arrested
0	What are differences between biodegradable and nonbiodegradable wastes.
1	Which is a suitable solar panel installation provider near Santa Ana, California CA?
0	What are some good ways to join the Indian Armed Forces after my graduation?
0	What is longest continuously serving female mp in house of commons
0	Which type of movement is the most complex and is integrated in the cerebral cortex?
0	What is the best way to lose belly fat? (workout, natural remedies and pills)
0	What are my best career options?
0	What are the top UK companies that sponsor employment visas?
1	What is a good laptop cooling pad?
1	What are the benefits of using a dedicated rice cooker, rather than just cooking rice in a pot?
1	What are the best books about IT industry?
1	What is the best way to learn how to hack (whitehat)?
1	Which is better NIT Hamirpur ECE or VIT Vellore ECE?
0	which statement best describes the slaves in ancient athens
1	Who cooks best, men or women?
0	density of water is maximum at which temperature
1	who do you like  better tupac or biggie smalls?
1	What makes AMG different from other Mercedes-Benz vehicles?
1	What are the best inventions and technology?
0	who is leading overall for president
1	Should I buy a PS2 or original Xbox?
1	What are the benefits of advertising on social media?
1	What are some good post-apocalyptic books?
1	What is the biggest mistake you have done in your life?
1	Can you compare Donald Trump and Ronald Reagan?
0	What is the most easy and trusted way to earn money online?
1	What are the best places to visit for lone travelling in India?
1	What is the best lesson you have learned from your life?
1	Is it best ot buy or rent a house in Honolulu?
1	SautÃ©ing vs Frying vs Caramelizing -- what's the difference?
1	is zoe a good name
0	What is the difference between subjective and objective probabilities?
0	who made the first tv in the world
0	who is the longest serving mp in the uk
1	What is the best program to learn another language and is possibly free?
1	Which one is more beneficial, working independently or collaborating with other researchers?
1	Which is better drew brees or ben roethlisberger?
0	what is the fastest way of treating sciatic problems
1	What is the functional difference between imitation vanilla and true vanilla extract?
1	what are advantages of newspaper
1	What is the best way to define happiness?
1	Would you rather have bendy straws for hair or crayons for fingers?
1	What are the pros and cons of listing one's company on a stock exchange?
0	who is the oldest assistant coach in the nfl
1	"What are the differences between Rails 2.x and conventions vs. ""enterprise"" architecture"
1	What is the best thing your sibling has do ever done?
0	which is considered the most precise level of measurement?
0	where is the skin the thickest?
0	who has calculated the most digits of pi
0	What is the difference between top of the lake and china girl
1	What are some mind-blowing wallets tools that exist that most people don't know about?
1	When designing a protocol, is it better for a method to accept a single object of a specific type, or an array?
1	Would you use a Gigabit lan or an optical lan?
1	which is the most important organ of the uno
1	What is the best order to read the Discworld novels by Terry Pratchett for maximum enjoyment?
1	Why is the PASCAL language more suited to a structured program?
1	What is the difference between a teaching assistant and an instructor?
0	what is the highest security prison in the uk
1	what are the best gas stove tops
1	What are the best English songs to listen?
0	is your itunes password the same as your icloud
1	is cuba health care better
0	Which gaming laptop can I buy under 30000?
1	Who is hotter...Jessica Alba or Heather Graham?
1	which is better Car rental with baby seats: is it better to carry seats or rent seats?
1	Is the Apprentice with Donald Trump better than the one with Martha Stewart?
0	who is the most widely published author of all time
1	What is the biggest skeleton in Donald Trump's closet?
1	What are the most interesting startups of 2014?
0	who was the last person to be hanged in england
0	What is the highest classification category in the linnaean system
1	how many times a day should i take amoxicillin for uti
1	What type of window is a better value: vinyl, fiberglass/fiberglass clad wood, wood, or aluminum clad wood?
0	What are the different blood groups?
1	What is better, an iPod or a Dell DJ, and why?
0	who is the longest running character on general hospital
1	What's the difference between Windows and linux systems?
0	who is said to be the first modern archaeologist
1	What are the most fun parts about being rich and successful?
1	Which is better: Quicken or Microsoft Money?
1	What is the best way a University student can cope with stress regarding study ?
1	Which is better for the same specs for a laptop : acer or hp ??
0	what are the different types of pancreatic enzymes
1	Apart from uninstalling apps, what is the best way to free up memory space on my Android phone?
1	What are the differences between Windows 7 RC and the RTM?
1	What is better for an RPG gamer for a hand held system for xmas, a Sony PSP or a Nintendo DS?
0	What are the main similarities and differences between Judaism, Christianity and Islam?
0	what's the difference between de jure and de facto
0	who won the first nobel prize for chemistry
1	What came first the chicken or the egg?
0	What is the difference between half rate and full rate in gsm
0	What is the difference between DDR, DDR2, DDR3 and DDR4 RAM?
0	who was the first man who climbed mount everest
0	what are your favorite food
0	What is the difference between zamindari, ryotwari and mahalwari system?
0	what is earliest date for easter
1	Is True Bypass better than Buffered Bypass? Is it possible to be neither?
1	What are the most amazing movies you have seen, but not so popular? (any language)
0	what is the main difference between the alpine tundra and the arctic tundra quizlet
1	Why is Hillary Clinton a better choice than Donald Trump?
0	in which hemisphere are most land areas located?
1	What are the best comments on a guy's profile picture?
0	who scored the most t20 runs in 2017
1	do you like sirius or xm radio best?
0	Should I join tcs or qainfotech?
1	What is the best beading software out there?
